행정동명,관리번호,설치장소,소재지도로명주소,소재지지번주소,수량,관리기관(부서),연락처,구군명,데이터기준일자,위도,경도
반송1동,반송1동-19,반송동 744-304(베스타골프장 앞),,반송동 744-304,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221717,129.14752
반송1동,반송1동-20,반송동 744-391(1공영주차장 입구),,반송동 744-391,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221389,129.146737
반송1동,반송1동-21,반송동 745-7(1공영주차장 옆),,반송동 745-7,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.221046,129.145494
반송1동,반송1동-22,반송동739(새반송교 앞),,반송동739,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.22125,129.145208
반송1동,반송1동-23,반송순환로 구 예비군교장 인근,,반송동 산51-230,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.219629,129.157724
반송1동,반송1동-24,반송순환로 구 예비군교장 인근,,반송동 산51-230,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.219566,129.156726
반송1동,반송1동-25,반송순환로 구 예비군교장 인근,,반송동 산51-230,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.219393,129.155355
반송2동,반송2동-1,운봉길 터널 전,,반송동 498-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.238613,129.138289
반송2동,반송2동-2,운봉길 콩나물 공장,,반송동508,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.237102,129.139491
반송2동,반송2동-3,kt 맞은편,,반송동896,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.22942,129.157748
반송2동,반송2동-4,kt 맞은편,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.232081,129.158982
반송2동,반송2동-5,삼정그린코아 입구,,반송동896,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.231116,129.160295
반송2동,반송2동-6,광하아파트 2동 옆,,반송동93-5,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.230446,129.159376
반송2동,반송2동-7,삼하그린 1차 104동 옆,,반송2동 888,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227435,129.160939
반송2동,반송2동-8,남흥 아파트 102동 옆,,반송동 508,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227585,129.161925
반송2동,반송2동-9,남흥 아파트 103동 앞 도로,,반송동 886,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227203,129.161824
반송2동,반송2동-10,장미터널 입구,,반송동878,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.226943,129.163037
반송2동,반송2동-11,남흥 아파트 105동 앞,,반송동878,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227283,129.162506
반송2동,반송2동-12,삼한 3차 입구 맞은편(담안골공원),,반송동96,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.22792,129.163559
반송2동,반송2동-13,삼한이레어린이집 맞은편,,반송동872,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.229743,129.16322
반송2동,반송2동-14,자이언트 문구 맞은편,,반송동878,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.22829,129.162208
반송2동,반송2동-15,189번 회전하는 곳,,반송동878,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.228039,",129.162952"
반송2동,반송2동-16,장산파크뷰 맞은편,,반송동892,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227716,129.158893
반송2동,반송2동-17,삼한그린타운 1차 맞은편 정자,,반송동878,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227785,129.160591
반송2동,반송2동-18,하나로약국 앞,,반송동878,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.228591,129.160886
반송2동,반송2동-19,주공아파트 나동 상가 위,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.232335,129.158812
반송2동,반송2동-20,주공아파트 107동 옆,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.230687,129.159091
반송2동,반송2동-21,운봉복지관 앞,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.232548,129.159226
반송2동,반송2동-22,주공아파트 101동 맞은편,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.233626,129.15962
반송2동,반송2동-23,주공아파트 가동 상가 맞은편,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.233662,129.159509
반송2동,반송2동-24,반송주공아파트 104동 옆,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.231828,129.158793
반송2동,반송2동-25,윗반송로 93 앞 도로,,윗반송로93,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.232239,129.157742
반송2동,반송2동-26,주공아파트 가동 상가 맞은편,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.233609,129.159648
반송2동,반송2동-27,반송주공아파트 104동 옆,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.231853,129.158807
반송2동,반송2동-28,원오사 골목 전,,반송동77,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.234604,129.160296
반송2동,반송2동-29,반송동 77-9 광화아파트 1동 입구,,반송동77-9,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.230098,129.159979
반송2동,반송2동-30,신반송로 송운초 밑 삼거리,,반송2동 893,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.228926,129.157819
반송2동,반송2동-31,신반송로 송운초 정문 앞,,반송2동 893,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.228733,129.15696
반송2동,반송2동-32,신반송로 벽산 삼협 한솔 101동 입구,,반송2동 101,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.228355,129.158472
반송2동,반송2동-33,삼한그린 1차 입구 건너편,,반송2동 105,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.227481,129.160404
반송2동,반송2동-34,반송 도개공 사거리,,반송2동 880,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.228486,129.161775
반송2동,반송2동-35,반송 도개공 놀이터 앞,,반송2동 880,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.22931,129.162588
재송1동,재송1동-1,재반로 64번길 19,,재반로 64번길 19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.185054,129.126947
재송1동,재송1동-2,재반로 64번길 33,,재반로 64번길 33,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.186622,129.127681
재송1동,재송1동-3,재반로 64번길 42,,재반로 64번길 42,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.185757,129.128409
재송1동,재송1동-4,재반로 64번길 42(명유아파트),,재반로 64번길 42,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.185828,129.128655
재송1동,재송1동-5,재반로64번 다길 4,,재반로64번 다길 4,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187043,129.128154
재송1동,재송1동-6,재반로 84번길 62,,재반로 84번길 62,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187586,129.128272
재송1동,재송1동-7,재반로 84번길 80,,재반로 84번길 80,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187786,129.129351
재송1동,재송1동-8,재반로 30번길 135,,재반로 30번길 135,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.185262,129.128448
재송1동,재송1동-9,재반로 54,,재반로 54,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.183563,129.126553
재송1동,재송1동-10,재반로42번길 22,,재반로42번길 22,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.182621,129.12775
재송1동,재송1동-11,재반로42번길 42,,재반로42번길 42,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.182667,129.127674
재송1동,재송1동-12,재반로 30번길 13-3,,재반로 30번길 13-3,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.18145,129.127421
재송1동,재송1동-13,재반로 30번길 5,,재반로 30번길 5,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.181505,129.126964
재송1동,재송1동-14,재반로 32-2,,재반로 32-2,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.181449,129.126789
재송1동,재송1동-15,재반로 84번길 28,,재반로 84번길 28,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.186685,129.126874
재송1동,재송1동-16,해운대로 161번길 43,,해운대로 161번길 43,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.185545,129.125155
재송1동,재송1동-17,해운대로 161번길 33,,해운대로 161번길 33,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.184983,129.124747
재송1동,재송1동-18,재반로 84번길 36 앞,,재반로 84번길 36 앞,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.186903,129.127282
재송1동,재송1동-19,재반로 84번길 48 앞,,재반로 84번길 48 앞,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187172,129.12775
재송1동,재송1동-20,재반로 84번길 52 앞,,재반로 84번길 52 앞,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187244,129.127879
재송1동,재송1동-21, 해운대복지관 앞,,재반로 12번길 16 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.179844,129.12773
재송1동,재송1동-22,추어탕 집,,해운대로 161번길 25,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.18432,129.12422
재송1동,재송1동-23,재송지구대,,해운대로 161번길 17,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.183926,129.123508
재송2동,재송2동-1,재송 2동 주민센터 앞,,재반로 125번길 26,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189653,129.125355
재송2동,재송2동-2,재송동 1063(79시영아파트 18동 앞),,재송동 1063,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.193497,129.127269
재송2동,재송2동-3,신재초등학교 좌측,,해운대로 81번길 55,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191225,129.122641
재송2동,재송2동-4,신재초등학교 우측,,해운대로 81번길 55,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191269,129.122809
재송2동,재송2동-5,빅세일마트 앞,,재반로 116,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.188584,129.126734
재송2동,재송2동-6,정육백화점 앞,,재반로124,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189467,129.126799
재송2동,재송2동-7,동부지원 정문,,재반로112번길 19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189472,129.129099
재송2동,재송2동-8,동부지원 동문,,재반로112번길19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189639,129.12908
재송2동,재송2동-9,동부지원 동쪽 담벼락 끝,,재반로112번길 19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189626,129.129016
재송2동,재송2동-10,동부지원 뒷 담벼락 중간,,재반로112번길 19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189648,129.129059
재송2동,재송2동-11,동부지원 서쪽 담벼락,,재반로112번길19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189582,129.128984
재송2동,재송2동-12,동부지원 서문,,재반로112번길19,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189556,129.128995
재송2동,재송2동-13,센텀드림힐 아파트 앞,,재반로 64번길 90,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.185639,129.127958
재송2동,재송2동-14,GS25 앞,,재반로 84번길 80,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187794,129.129346
재송2동,재송2동-15,재송제일교회 맞은편,,재반로 158,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192195,129.128074
재송2동,재송2동-16,반산초등학교 정문 맞은편,,재반로171,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.193844,129.129382
재송2동,재송2동-17,미진마트 건물 우측,,재반로176,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.193243,129.129711
재송2동,재송2동-18,동인당한의원 옆,,재송2로 30,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192151,129.130444
재송2동,재송2동-19,남성선파크 3동 앞,,재송2로 59,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192769,129.132054
재송2동,재송2동-20,남성선파크 6동 앞,,재송2로 23번길 50,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19308,129.132897
재송2동,재송2동-21,한보장산 101동 앞,,재송2로 96,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192397,129.134259
재송2동,재송2동-22,한보장산 102동 앞,,재송2로 109,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19252,129.134865
재송2동,재송2동-23,센텀글로리아 8동 앞,,재송2로 74번길 31,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191186,129.134811
재송2동,재송2동-24,무궁화무역 옆,,재송2로 74번길 31,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19117,129.133841
재송2동,재송2동-25,센텀그린타워 옆 등산로입구,,재송2로 153,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190247,129.133849
재송2동,재송2동-26,센텀그린타워 주차장 맞은편,,재송2로 153,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190283,129.134079
재송2동,재송2동-27,자비정사 앞 나대지,,재송동 1158-80,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190398,129.133695
재송2동,재송2동-28,재반지역아동센터 좌측,,재송2로 74번길 36,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19108,129.132809
재송2동,재송2동-29,새사람교회 앞,,재송2로 74번길 17,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191838,129.133235
재송2동,재송2동-30,별천지공원 입구,,재송동1160-1,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191673,129.132758
재송2동,재송2동-31,센텀골든파크 입구,,재송2로 175번길 43,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.18957,129.132046
재송2동,재송2동-32,재송여중 좌측 끝 건너편,,재송2로 220인근,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189828,129.131129
재송2동,재송2동-33,여명유치원 위쪽 주택,,재반로 118번길 98,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191282,129.131116
재송2동,재송2동-34,여명유치원 맞은편 공원,,재반로 118번길 92,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191104,129.130696
재송2동,재송2동-35,재송그린할인마트 맞은편,,재반로 119번길 71,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189335,129.126267
재송2동,재송2동-36,재송현대아파트 지하주차장 입구,,해운대로 81번길 60,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190301,129.123087
재송2동,재송2동-37,시영아파트 25동 뒤,,재송동 79,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191937,129.124048
재송2동,재송2동-38,시영아파트 25동 뒤,,재송동 79,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191919,129.124081
재송2동,재송2동-39,반여성당 앞,,재반로 165번길 21,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192816,129.127565
재송2동,재송2동-40,어린이놀이터 앞,,재반로 165번길 21,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192734,129.127478
재송2동,재송2동-41,재반로 165번길 49 앞,,재반로 165번길 49 앞,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.193364,129.126065
재송2동,재송2동-42,"남성선파크 1, 2동 정문 인근",,재송2로,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192712,129.130239
재송2동,재송2동-43,"남성선파크 1, 2동 정문 인근",,재송2로,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.192681,129.130159
재송2동,재송2동-44,"남성선파크 1, 2동 정문 인근",,재송2로,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19265,129.1301
재송2동,재송2동-45,재송2 치안센터 밑,,해운대로 81번길,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.191441,129.126364
재송2동,재송2동-46,재송현대 입구 밑,,해운대로 81번길,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190322,129.123083
재송2동,재송2동-47,우신골든빌 후문 앞,,해운대로 81번길,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190525,129.124941
재송2동,재송2동-48,남양빌라 앞,,해운대로 81번길 78,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.19093,129.124328
재송2동,재송2동-49,스파젠 밑,,재반로 112번길 6,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.188218,129.127354
재송2동,재송2동-50,동은빌딩 앞,,재반로 112번길 14,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.188421,129.127938
재송2동,재송2동-51,배광준 법무사무소 앞,,재반로 112번길 18,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.188538,129.128528
재송2동,재송2동-52,코오롱 아파트 정문 앞,,재반로 84번길 ,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.187923,129.130949
재송2동,재송2동-53,재송여중 정문 앞,,재반로 84번길,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.189829,129.131155
재송2동,재송2동-54,재송2로 209 앞,,재송2로 209 앞,1,해운대구(안전총괄과),051-749-6167,해운대구,2021-01-01,35.190217,129.131773
