표찰번호,설치개수,등수,소재지지번주소,리,지번,등주재질,위도,경도,관리기관전화번호,관리기관명,데이터기준일자
119-17,1,1,고촌읍,신곡리,산 68-1,전용주(철주),37.60501099,126.783371,031-980-2796,김포시 도로관리과,2021-02-20
119-18,1,1,고촌읍,신곡리,산 68-1,전용주(강관),37.60487049,126.7836564,031-980-2796,김포시 도로관리과,2021-02-20
119-19,1,1,고촌읍,신곡리,산 66-4,전용주(철주),37.60477066,126.7839355,031-980-2796,김포시 도로관리과,2021-02-20
119-2,1,1,고촌읍,신곡리,산 34-1,전용주(철주),37.60798264,126.7789764,031-980-2796,김포시 도로관리과,2021-02-20
119-20,1,1,고촌읍,신곡리,165-12,전용주(철주),37.60468292,126.7841797,031-980-2796,김포시 도로관리과,2021-02-20
119-21,1,1,고촌읍,신곡리,165-12,전용주(철주),37.60457611,126.7844543,031-980-2796,김포시 도로관리과,2021-02-20
119-22,1,1,고촌읍,신곡리,157-1,전용주(철주),37.60445404,126.7847519,031-980-2796,김포시 도로관리과,2021-02-20
119-23,1,1,고촌읍,신곡리,157-1,전용주(철주),37.60435104,126.7850266,031-980-2796,김포시 도로관리과,2021-02-20
119-24,1,1,고촌읍,신곡리,157-4,전용주(철주),37.60425949,126.7852859,031-980-2796,김포시 도로관리과,2021-02-20
119-25,1,1,고촌읍,신곡리,157-5,전용주(철주),37.60414505,126.7855682,031-980-2796,김포시 도로관리과,2021-02-20
119-26,1,1,고촌읍,신곡리,172-12,전용주(철주),37.60401535,126.7858963,031-980-2796,김포시 도로관리과,2021-02-20
119-27,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60649109,126.7805634,031-980-2796,김포시 도로관리과,2021-02-20
119-28,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60631943,126.7808075,031-980-2796,김포시 도로관리과,2021-02-20
119-29,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60610962,126.7810364,031-980-2796,김포시 도로관리과,2021-02-20
119-3,1,1,고촌읍,신곡리,산 34-1,전용주(철주),37.60776138,126.7791595,031-980-2796,김포시 도로관리과,2021-02-20
119-30,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60596466,126.7812271,031-980-2796,김포시 도로관리과,2021-02-20
119-31,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60584259,126.7814102,031-980-2796,김포시 도로관리과,2021-02-20
119-32,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60571289,126.7816162,031-980-2796,김포시 도로관리과,2021-02-20
119-33,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60557938,126.7817993,031-980-2796,김포시 도로관리과,2021-02-20
119-34,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60545731,126.7819748,031-980-2796,김포시 도로관리과,2021-02-20
119-35,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60536575,126.7821655,031-980-2796,김포시 도로관리과,2021-02-20
119-36,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60525513,126.7823563,031-980-2796,김포시 도로관리과,2021-02-20
119-37,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60516357,126.7825317,031-980-2796,김포시 도로관리과,2021-02-20
119-38,1,1,고촌읍,신곡리,산 68-1,전용주(철주),37.60507584,126.7826691,031-980-2796,김포시 도로관리과,2021-02-20
119-39,1,1,고촌읍,신곡리,산 68-1,전용주(철주),37.60498047,126.7828751,031-980-2796,김포시 도로관리과,2021-02-20
119-4,1,1,고촌읍,신곡리,산 34-1,전용주(철주),37.60750961,126.7794037,031-980-2796,김포시 도로관리과,2021-02-20
119-40,1,1,고촌읍,신곡리,산 68-1,전용주(철주),37.60488129,126.7830505,031-980-2796,김포시 도로관리과,2021-02-20
119-41,1,1,고촌읍,신곡리,산 68-1,전용주(철주),37.60479355,126.7832489,031-980-2796,김포시 도로관리과,2021-02-20
119-42,1,2,고촌읍,신곡리,153-1,전용주(철주),37.60460663,126.7834167,031-980-2796,김포시 도로관리과,2021-02-20
119-43,1,2,고촌읍,신곡리,153-2,전용주(철주),37.60471725,126.7837448,031-980-2796,김포시 도로관리과,2021-02-20
119-44,1,1,고촌읍,신곡리,산 68-2,전용주(철주),37.60445404,126.7835236,031-980-2796,김포시 도로관리과,2021-02-20
119-45,1,1,고촌읍,신곡리,산 69-2,전용주(철주),37.60427475,126.7835922,031-980-2796,김포시 도로관리과,2021-02-20
119-46,1,1,고촌읍,신곡리,산 69-2,전용주(철주),37.60404587,126.7836075,031-980-2796,김포시 도로관리과,2021-02-20
119-47,1,1,고촌읍,신곡리,산 69-2,전용주(철주),37.60384369,126.7835464,031-980-2796,김포시 도로관리과,2021-02-20
119-48,1,1,고촌읍,신곡리,산 73-6,전용주(철주),37.60366058,126.7835083,031-980-2796,김포시 도로관리과,2021-02-20
119-49,1,1,고촌읍,신곡리,산 73-6,전용주(철주),37.60348892,126.783432,031-980-2796,김포시 도로관리과,2021-02-20
119-5,1,1,고촌읍,신곡리,산 34-1,전용주(철주),37.60726929,126.779686,031-980-2796,김포시 도로관리과,2021-02-20
119-50,1,1,고촌읍,신곡리,산 73-6,전용주(철주),37.60329437,126.783287,031-980-2796,김포시 도로관리과,2021-02-20
119-6,1,1,고촌읍,신곡리,376-6,전용주(철주),37.60697937,126.7799911,031-980-2796,김포시 도로관리과,2021-02-20
119-7,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.6067276,126.7802658,031-980-2796,김포시 도로관리과,2021-02-20
119-8,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.60620499,126.781189,031-980-2796,김포시 도로관리과,2021-02-20
119-9,1,1,고촌읍,신곡리,산 31-4,전용주(철주),37.6060524,126.7814178,031-980-2796,김포시 도로관리과,2021-02-20
12월 01일,1,2,통진읍,마송리,518-1,전용주(강관),37.68727875,126.6026077,031-980-2796,김포시 도로관리과,2021-02-20
12월 10일,1,2,통진읍,마송리,604,전용주(강관),37.68582535,126.600563,031-980-2796,김포시 도로관리과,2021-02-20
12월 11일,1,2,통진읍,마송리,536-2,전용주(강관),37.68571854,126.6003494,031-980-2796,김포시 도로관리과,2021-02-20
12월 12일,1,2,통진읍,마송리,536-2,전용주(강관),37.6855545,126.6001892,031-980-2796,김포시 도로관리과,2021-02-20
12월 13일,1,2,통진읍,마송리,536-2,전용주(강관),37.68538284,126.6000977,031-980-2796,김포시 도로관리과,2021-02-20
12월 14일,1,2,통진읍,마송리,536-1,전용주(강관),37.68519974,126.5999756,031-980-2796,김포시 도로관리과,2021-02-20
12월 15일,1,2,통진읍,마송리,536-1,전용주(강관),37.68500519,126.5998611,031-980-2796,김포시 도로관리과,2021-02-20
12월 16일,1,2,통진읍,마송리,536-1,전용주(강관),37.68478012,126.5997238,031-980-2796,김포시 도로관리과,2021-02-20
12월 17일,1,2,통진읍,마송리,536-1,전용주(강관),37.68457794,126.5996017,031-980-2796,김포시 도로관리과,2021-02-20
12월 18일,1,2,통진읍,마송리,536-1,전용주(강관),37.68432617,126.5994492,031-980-2796,김포시 도로관리과,2021-02-20
12월 02일,1,2,통진읍,마송리,518-1,전용주(강관),37.68708801,126.6025009,031-980-2796,김포시 도로관리과,2021-02-20
12월 03일,1,2,통진읍,마송리,604,전용주(강관),37.68689346,126.602417,031-980-2796,김포시 도로관리과,2021-02-20
12월 04일,1,2,통진읍,마송리,604,전용주(강관),37.68669891,126.6022644,031-980-2796,김포시 도로관리과,2021-02-20
12월 05일,1,2,통진읍,마송리,518-1,전용주(강관),37.68652725,126.6020813,031-980-2796,김포시 도로관리과,2021-02-20
12월 06일,1,2,통진읍,마송리,604,전용주(강관),37.68632507,126.6014786,031-980-2796,김포시 도로관리과,2021-02-20
12월 07일,1,2,통진읍,마송리,604,전용주(강관),37.68615723,126.6013412,031-980-2796,김포시 도로관리과,2021-02-20
12월 08일,1,2,통진읍,마송리,604,전용주(강관),37.68604279,126.6010818,031-980-2796,김포시 도로관리과,2021-02-20
12월 09일,1,2,통진읍,마송리,604,전용주(강관),37.68594742,126.600853,031-980-2796,김포시 도로관리과,2021-02-20
120-1,1,1,고촌읍,전호리,162-4,전용주(테파),37.60234833,126.792038,031-980-2796,김포시 도로관리과,2021-02-20
120-10,1,1,고촌읍,전호리,Nov-35,전용주(테파),37.60081863,126.7954407,031-980-2796,김포시 도로관리과,2021-02-20
120-2,1,1,고촌읍,전호리,Jul-71,전용주(테파),37.60207367,126.7924118,031-980-2796,김포시 도로관리과,2021-02-20
120-3,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60188675,126.7927856,031-980-2796,김포시 도로관리과,2021-02-20
120-4,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60173035,126.7932053,031-980-2796,김포시 도로관리과,2021-02-20
120-5,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60160065,126.7935944,031-980-2796,김포시 도로관리과,2021-02-20
120-6,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60148621,126.7939606,031-980-2796,김포시 도로관리과,2021-02-20
120-7,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60134125,126.7943649,031-980-2796,김포시 도로관리과,2021-02-20
120-8,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60121918,126.7947388,031-980-2796,김포시 도로관리과,2021-02-20
120-9,1,1,고촌읍,전호리,Apr-77,전용주(테파),37.60105515,126.7950974,031-980-2796,김포시 도로관리과,2021-02-20
121-1,1,1,고촌읍,전호리,03월 17일,전용주(철주),37.60343552,126.791626,031-980-2796,김포시 도로관리과,2021-02-20
121-10,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60201645,126.7915497,031-980-2796,김포시 도로관리과,2021-02-20
121-11,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60214996,126.7916641,031-980-2796,김포시 도로관리과,2021-02-20
121-12,1,1,고촌읍,전호리,69-13,전용주(철주),37.60243225,126.7917099,031-980-2796,김포시 도로관리과,2021-02-20
121-13,1,1,고촌읍,전호리,Jun-69,전용주(철주),37.60274887,126.7917328,031-980-2796,김포시 도로관리과,2021-02-20
121-14,1,1,고촌읍,전호리,618-44,전용주(철주),37.60300446,126.7917175,031-980-2796,김포시 도로관리과,2021-02-20
121-15,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60174179,126.7916336,031-980-2796,김포시 도로관리과,2021-02-20
121-16,1,1,고촌읍,전호리,Aug-87,전용주(철주),37.60150909,126.7916183,031-980-2796,김포시 도로관리과,2021-02-20
121-17,1,1,고촌읍,전호리,Oct-86,전용주(철주),37.60133362,126.791748,031-980-2796,김포시 도로관리과,2021-02-20
121-18,1,1,고촌읍,전호리,Oct-86,전용주(철주),37.60126495,126.7920151,031-980-2796,김포시 도로관리과,2021-02-20
121-2,1,1,고촌읍,전호리,4-42,전용주(철주),37.60319519,126.7916107,031-980-2796,김포시 도로관리과,2021-02-20
121-3,1,1,고촌읍,전호리,Jun-69,전용주(철주),37.60285568,126.7916336,031-980-2796,김포시 도로관리과,2021-02-20
121-4,1,1,고촌읍,전호리,Nov-69,전용주(철주),37.60268784,126.7916107,031-980-2796,김포시 도로관리과,2021-02-20
121-5,1,1,고촌읍,전호리,Nov-69,전용주(철주),37.60255432,126.7912598,031-980-2796,김포시 도로관리과,2021-02-20
121-6,1,1,고촌읍,전호리,Nov-69,전용주(철주),37.60264587,126.790947,031-980-2796,김포시 도로관리과,2021-02-20
121-7,1,1,고촌읍,전호리,Mar-96,전용주(철주),37.6027298,126.7906265,031-980-2796,김포시 도로관리과,2021-02-20
121-8,1,1,고촌읍,전호리,Jun-93,전용주(철주),37.60282516,126.7902679,031-980-2796,김포시 도로관리과,2021-02-20
121-9,1,1,고촌읍,전호리,167-4,전용주(철주),37.60235977,126.7915726,031-980-2796,김포시 도로관리과,2021-02-20
122-1,1,1,고촌읍,전호리,Aug-46,전용주(철주),37.59908676,126.7970963,031-980-2796,김포시 도로관리과,2021-02-20
122-10,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60097122,126.794838,031-980-2796,김포시 도로관리과,2021-02-20
122-11,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60112762,126.7945328,031-980-2796,김포시 도로관리과,2021-02-20
122-12,1,1,고촌읍,전호리,May-73,전용주(철주),37.60125732,126.7942276,031-980-2796,김포시 도로관리과,2021-02-20
122-13,1,1,고촌읍,전호리,May-72,전용주(철주),37.60137177,126.7939529,031-980-2796,김포시 도로관리과,2021-02-20
122-14,1,1,고촌읍,전호리,Sep-71,전용주(철주),37.60146713,126.7936859,031-980-2796,김포시 도로관리과,2021-02-20
122-15,1,1,고촌읍,전호리,Jul-71,전용주(철주),37.6015625,126.7933807,031-980-2796,김포시 도로관리과,2021-02-20
122-16,1,1,고촌읍,전호리,Sep-71,전용주(철주),37.6016922,126.7929993,031-980-2796,김포시 도로관리과,2021-02-20
122-17,1,1,고촌읍,전호리,Sep-71,전용주(철주),37.60182571,126.7926865,031-980-2796,김포시 도로관리과,2021-02-20
122-18,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60192108,126.7923813,031-980-2796,김포시 도로관리과,2021-02-20
122-19,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60203934,126.7920532,031-980-2796,김포시 도로관리과,2021-02-20
122-2,1,1,고촌읍,전호리,Nov-48,전용주(철주),37.59931183,126.7969284,031-980-2796,김포시 도로관리과,2021-02-20
122-20,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60212326,126.791832,031-980-2796,김포시 도로관리과,2021-02-20
122-21,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60222244,126.7915649,031-980-2796,김포시 도로관리과,2021-02-20
122-22,1,1,고촌읍,전호리,May-96,전용주(철주),37.60235214,126.7911987,031-980-2796,김포시 도로관리과,2021-02-20
122-23,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60248566,126.790863,031-980-2796,김포시 도로관리과,2021-02-20
122-24,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60258102,126.7905045,031-980-2796,김포시 도로관리과,2021-02-20
122-25,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60272217,126.7902222,031-980-2796,김포시 도로관리과,2021-02-20
122-26,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60282516,126.7898788,031-980-2796,김포시 도로관리과,2021-02-20
122-27,1,1,고촌읍,전호리,68,전용주(철주),37.60301208,126.7895508,031-980-2796,김포시 도로관리과,2021-02-20
122-28,1,1,고촌읍,전호리,68,전용주(철주),37.60308075,126.7893066,031-980-2796,김포시 도로관리과,2021-02-20
122-29,1,1,고촌읍,전호리,68,전용주(철주),37.60315323,126.7890625,031-980-2796,김포시 도로관리과,2021-02-20
122-3,1,1,고촌읍,전호리,Sep-39,전용주(철주),37.59960175,126.7966385,031-980-2796,김포시 도로관리과,2021-02-20
122-30,1,1,고촌읍,신곡리,104-4,전용주(철주),37.6032486,126.7887878,031-980-2796,김포시 도로관리과,2021-02-20
122-31,1,1,고촌읍,신곡리,104-4,전용주(철주),37.60334396,126.7885437,031-980-2796,김포시 도로관리과,2021-02-20
122-32,1,1,고촌읍,신곡리,104-4,전용주(철주),37.60345078,126.7882996,031-980-2796,김포시 도로관리과,2021-02-20
122-33,1,1,고촌읍,신곡리,186-7,전용주(철주),37.60354233,126.7880554,031-980-2796,김포시 도로관리과,2021-02-20
122-4,1,1,고촌읍,전호리,Jun-39,전용주(철주),37.59983444,126.7964325,031-980-2796,김포시 도로관리과,2021-02-20
122-5,1,1,고촌읍,전호리,Nov-74,전용주(철주),37.60004044,126.796196,031-980-2796,김포시 도로관리과,2021-02-20
122-6,1,1,고촌읍,전호리,Oct-74,전용주(철주),37.60026932,126.7959137,031-980-2796,김포시 도로관리과,2021-02-20
122-7,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60044861,126.7956696,031-980-2796,김포시 도로관리과,2021-02-20
122-8,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60062408,126.7954025,031-980-2796,김포시 도로관리과,2021-02-20
122-9,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60079956,126.7951202,031-980-2796,김포시 도로관리과,2021-02-20
123-1,1,1,고촌읍,신곡리,186-4,전용주(철주),37.60336304,126.7877426,031-980-2796,김포시 도로관리과,2021-02-20
123-10,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60240936,126.7902374,031-980-2796,김포시 도로관리과,2021-02-20
123-11,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60229874,126.7905426,031-980-2796,김포시 도로관리과,2021-02-20
123-12,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60217285,126.7909241,031-980-2796,김포시 도로관리과,2021-02-20
123-13,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60202408,126.7912674,031-980-2796,김포시 도로관리과,2021-02-20
123-14,1,1,고촌읍,전호리,,전용주(철주),37.60190201,126.7915955,031-980-2796,김포시 도로관리과,2021-02-20
123-15,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60181427,126.7918396,031-980-2796,김포시 도로관리과,2021-02-20
123-16,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60172653,126.7921143,031-980-2796,김포시 도로관리과,2021-02-20
123-17,1,1,고촌읍,전호리,May-77,전용주(철주),37.60161972,126.7924271,031-980-2796,김포시 도로관리과,2021-02-20
123-18,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60149384,126.7927322,031-980-2796,김포시 도로관리과,2021-02-20
123-19,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60138702,126.7930984,031-980-2796,김포시 도로관리과,2021-02-20
123-2,1,1,고촌읍,신곡리,186-4,전용주(철주),37.60323715,126.7880249,031-980-2796,김포시 도로관리과,2021-02-20
123-20,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60126495,126.7934113,031-980-2796,김포시 도로관리과,2021-02-20
123-21,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60119629,126.7937012,031-980-2796,김포시 도로관리과,2021-02-20
123-22,1,1,고촌읍,전호리,Aug-70,전용주(철주),37.60105515,126.7939987,031-980-2796,김포시 도로관리과,2021-02-20
123-23,1,1,고촌읍,전호리,Aug-73,전용주(철주),37.60091782,126.7942886,031-980-2796,김포시 도로관리과,2021-02-20
123-24,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60079956,126.7945328,031-980-2796,김포시 도로관리과,2021-02-20
123-25,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60063553,126.7948303,031-980-2796,김포시 도로관리과,2021-02-20
123-26,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60047531,126.7951279,031-980-2796,김포시 도로관리과,2021-02-20
123-27,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60028458,126.7953873,031-980-2796,김포시 도로관리과,2021-02-20
123-28,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.60010147,126.7956238,031-980-2796,김포시 도로관리과,2021-02-20
123-29,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.59991837,126.7958755,031-980-2796,김포시 도로관리과,2021-02-20
123-3,1,1,고촌읍,신곡리,104-4,전용주(철주),37.60313416,126.7882919,031-980-2796,김포시 도로관리과,2021-02-20
123-30,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.59972763,126.7960968,031-980-2796,김포시 도로관리과,2021-02-20
123-31,1,1,고촌읍,전호리,Aug-74,전용주(철주),37.59953308,126.7963104,031-980-2796,김포시 도로관리과,2021-02-20
123-32,1,1,고촌읍,전호리,Jun-48,전용주(철주),37.59929276,126.7965164,031-980-2796,김포시 도로관리과,2021-02-20
123-33,1,1,고촌읍,전호리,48-20,전용주(철주),37.59908676,126.7967072,031-980-2796,김포시 도로관리과,2021-02-20
123-34,1,1,고촌읍,전호리,48-17,전용주(철주),37.59881592,126.7969208,031-980-2796,김포시 도로관리과,2021-02-20
123-35,1,1,고촌읍,전호리,Aug-46,전용주(철주),37.59853363,126.7971191,031-980-2796,김포시 도로관리과,2021-02-20
123-36,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.6022644,126.7903595,031-980-2796,김포시 도로관리과,2021-02-20
123-37,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60213852,126.7906418,031-980-2796,김포시 도로관리과,2021-02-20
123-38,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60199356,126.7909775,031-980-2796,김포시 도로관리과,2021-02-20
123-39,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60184479,126.7912445,031-980-2796,김포시 도로관리과,2021-02-20
123-4,1,1,고촌읍,신곡리,104-4,전용주(철주),37.60306549,126.7885513,031-980-2796,김포시 도로관리과,2021-02-20
123-40,1,1,고촌읍,전호리,161-4,전용주(철주),37.60148239,126.7911072,031-980-2796,김포시 도로관리과,2021-02-20
123-41,1,1,고촌읍,전호리,May-89,전용주(철주),37.60152435,126.7907562,031-980-2796,김포시 도로관리과,2021-02-20
123-5,1,1,고촌읍,전호리,68,전용주(철주),37.60295868,126.7888107,031-980-2796,김포시 도로관리과,2021-02-20
123-6,1,1,고촌읍,전호리,68,전용주(철주),37.60284424,126.7891083,031-980-2796,김포시 도로관리과,2021-02-20
123-7,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60272598,126.7893677,031-980-2796,김포시 도로관리과,2021-02-20
123-8,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60260773,126.7895966,031-980-2796,김포시 도로관리과,2021-02-20
123-9,1,1,고촌읍,전호리,Jan-89,전용주(철주),37.60240936,126.7900467,031-980-2796,김포시 도로관리과,2021-02-20
124-1,1,1,고촌읍,전호리,217-2,전용주(철주),37.59096527,126.7986221,031-980-2796,김포시 도로관리과,2021-02-20
124-10,1,1,고촌읍,전호리,290-5,전용주(철주),37.58894348,126.7963409,031-980-2796,김포시 도로관리과,2021-02-20
124-11,1,1,고촌읍,전호리,290-5,전용주(철주),37.58870697,126.7960739,031-980-2796,김포시 도로관리과,2021-02-20
124-12,1,1,고촌읍,전호리,324-7,전용주(철주),37.58854675,126.7958145,031-980-2796,김포시 도로관리과,2021-02-20
124-13,1,1,고촌읍,전호리,324-7,전용주(철주),37.58838654,126.7955856,031-980-2796,김포시 도로관리과,2021-02-20
124-14,1,1,고촌읍,전호리,363-3,전용주(철주),37.58828735,126.7953873,031-980-2796,김포시 도로관리과,2021-02-20
124-15,1,1,고촌읍,전호리,402-6,전용주(철주),37.58817673,126.7951508,031-980-2796,김포시 도로관리과,2021-02-20
124-16,1,1,고촌읍,전호리,402-6,전용주(철주),37.58806992,126.7948761,031-980-2796,김포시 도로관리과,2021-02-20
124-17,1,1,고촌읍,전호리,402-6,전용주(철주),37.58796692,126.7945938,031-980-2796,김포시 도로관리과,2021-02-20
124-18,1,1,고촌읍,전호리,402-6,전용주(철주),37.58784866,126.7942429,031-980-2796,김포시 도로관리과,2021-02-20
124-19,1,1,고촌읍,전호리,392-4,전용주(철주),37.58753967,126.7931442,031-980-2796,김포시 도로관리과,2021-02-20
124-2,1,1,고촌읍,전호리,217-5,전용주(철주),37.59077454,126.7983704,031-980-2796,김포시 도로관리과,2021-02-20
124-20,1,1,고촌읍,전호리,392-4,전용주(철주),37.58743668,126.7928696,031-980-2796,김포시 도로관리과,2021-02-20
124-3,1,1,고촌읍,전호리,218-5,전용주(철주),37.59052658,126.7981033,031-980-2796,김포시 도로관리과,2021-02-20
124-4,1,1,고촌읍,전호리,218-5,전용주(철주),37.59029388,126.7978363,031-980-2796,김포시 도로관리과,2021-02-20
124-5,1,1,고촌읍,전호리,145-8,전용주(철주),37.590065,126.7975998,031-980-2796,김포시 도로관리과,2021-02-20
124-6,1,1,고촌읍,전호리,281-2,전용주(철주),37.58983231,126.797348,031-980-2796,김포시 도로관리과,2021-02-20
124-7,1,1,고촌읍,전호리,281-5,전용주(철주),37.58962631,126.7971344,031-980-2796,김포시 도로관리과,2021-02-20
124-8,1,1,고촌읍,전호리,281-1,전용주(철주),37.58945084,126.7968674,031-980-2796,김포시 도로관리과,2021-02-20
124-9,1,1,고촌읍,전호리,290-5,전용주(철주),37.58915329,126.796608,031-980-2796,김포시 도로관리과,2021-02-20
125-1,1,1,고촌읍,전호리,450-6,전용주(강관),37.58703613,126.7924042,031-980-2796,김포시 도로관리과,2021-02-20
125-10,1,1,고촌읍,전호리,432-2,전용주(강관),37.58631897,126.794342,031-980-2796,김포시 도로관리과,2021-02-20
125-11,1,1,고촌읍,전호리,432-2,전용주(강관),37.58645248,126.7945251,031-980-2796,김포시 도로관리과,2021-02-20
125-12,1,1,고촌읍,전호리,432-11,전용주(강관),37.58662415,126.7946625,031-980-2796,김포시 도로관리과,2021-02-20
125-13,1,1,고촌읍,전호리,432-11,전용주(강관),37.58681488,126.7947311,031-980-2796,김포시 도로관리과,2021-02-20
125-14,1,1,고촌읍,전호리,425-3,전용주(강관),37.58704758,126.7947693,031-980-2796,김포시 도로관리과,2021-02-20
125-15,1,1,고촌읍,전호리,356-9,전용주(강관),37.58720779,126.7948074,031-980-2796,김포시 도로관리과,2021-02-20
125-16,1,1,고촌읍,전호리,356-2,전용주(강관),37.58739471,126.7948761,031-980-2796,김포시 도로관리과,2021-02-20
125-17,1,1,고촌읍,전호리,356-2,전용주(강관),37.58758545,126.7949677,031-980-2796,김포시 도로관리과,2021-02-20
125-18,1,1,고촌읍,전호리,356-10,전용주(강관),37.58778,126.7950897,031-980-2796,김포시 도로관리과,2021-02-20
125-19,1,1,고촌읍,전호리,325-3,전용주(강관),37.58792877,126.7952652,031-980-2796,김포시 도로관리과,2021-02-20
125-2,1,1,고촌읍,전호리,450-9,전용주(강관),37.58688736,126.7925797,031-980-2796,김포시 도로관리과,2021-02-20
125-20,1,1,고촌읍,전호리,356-5,전용주(철주),37.58760452,126.7940445,031-980-2796,김포시 도로관리과,2021-02-20
125-21,1,1,고촌읍,전호리,356-5,전용주(강관),37.5877037,126.7944336,031-980-2796,김포시 도로관리과,2021-02-20
125-22,1,1,고촌읍,전호리,356-5,전용주(강관),37.58779907,126.7947159,031-980-2796,김포시 도로관리과,2021-02-20
125-23,1,1,고촌읍,전호리,356-5,전용주(강관),37.5879097,126.7950134,031-980-2796,김포시 도로관리과,2021-02-20
125-24,1,1,고촌읍,전호리,325-3,전용주(강관),37.58809662,126.7954941,031-980-2796,김포시 도로관리과,2021-02-20
125-25,1,1,고촌읍,전호리,399-3,전용주(강관),37.58826447,126.7957382,031-980-2796,김포시 도로관리과,2021-02-20
125-26,1,1,고촌읍,전호리,373-8,전용주(강관),37.5884285,126.7959747,031-980-2796,김포시 도로관리과,2021-02-20
125-27,1,1,고촌읍,전호리,301-6,전용주(강관),37.58855438,126.7961884,031-980-2796,김포시 도로관리과,2021-02-20
125-28,1,1,고촌읍,전호리,290-4,전용주(강관),37.58877563,126.7964783,031-980-2796,김포시 도로관리과,2021-02-20
125-29,1,1,고촌읍,전호리,290-4,전용주(강관),37.58901215,126.7967453,031-980-2796,김포시 도로관리과,2021-02-20
125-3,1,1,고촌읍,전호리,450-12,전용주(강관),37.58670807,126.7927704,031-980-2796,김포시 도로관리과,2021-02-20
125-30,1,1,고촌읍,전호리,281-6,전용주(강관),37.58924866,126.7970123,031-980-2796,김포시 도로관리과,2021-02-20
125-31,1,1,고촌읍,전호리,281-6,전용주(강관),37.58948517,126.7972794,031-980-2796,김포시 도로관리과,2021-02-20
125-32,1,1,고촌읍,전호리,281-6,전용주(강관),37.58971024,126.7975006,031-980-2796,김포시 도로관리과,2021-02-20
125-33,1,1,고촌읍,전호리,246-3,전용주(강관),37.58994293,126.79776,031-980-2796,김포시 도로관리과,2021-02-20
125-34,1,1,고촌읍,전호리,218-5,전용주(강관),37.59018326,126.7980042,031-980-2796,김포시 도로관리과,2021-02-20
