업종,상호,도로명주소,지번주소,위도,경도,시설전화번호,데이터기준일자
당구장업,산호당구장,제주특별자치도 서귀포시 부두로 55,제주특별자치도 서귀포시 서귀동 786-3,33.2400560502,126.5644448622,-,2020-02-06
당구장업,밤새낭 당구장,제주특별자치도 서귀포시 남원읍 태위로679번길 10,제주특별자치도 서귀포시 남원읍 남원리 200,33.2800614082,126.7190205747,-,2020-02-06
당구장업,구룡당구장,제주특별자치도 서귀포시 효돈로 170,제주특별자치도 서귀포시 하효동 140,33.2635232585,126.6169045513,064-767-4740,2020-02-06
당구장업,남원당구장,제주특별자치도 서귀포시 남원읍 태위로 673-1,제주특별자치도 서귀포시 남원읍 남원리 105-6,33.2791513164,126.7184695944,064-764-0688,2020-02-06
당구장업,한라 당구장,제주특별자치도 서귀포시 안덕면 화순로 96,제주특별자치도 서귀포시 안덕면 화순리 333-8,33.2468910936,126.3361297230,064-792-8666,2020-02-06
당구장업,당구이야기 서귀포점,제주특별자치도 서귀포시 이중섭로 3,제주특별자치도 서귀포시 서귀동 406-16,33.2477738942,126.5644108755,064-767-3949,2020-02-06
당구장업,중문아카데미당구클럽,제주특별자치도 서귀포시 천제연로 183-1,제주특별자치도 서귀포시 중문동 2083-2,33.2519143297,126.4242996415,064-738-4972,2020-02-06
당구장업,신산당구장,-,제주특별자치도 서귀포시 성산읍 신산리 1041-4 ,33.3806566,126.8752032,-,2020-02-06
당구장업,올티아당구장,제주특별자치도 서귀포시 표선면 표선동서로 234,제주특별자치도 서귀포시 표선면 표선리 633-3,33.3247199533,126.8323521180,064-787-0262,2020-02-06
당구장업,700당구장,제주특별자치도 서귀포시 신효중앙로 15,제주특별자치도 서귀포시 신효동 632,33.2653341254,126.6135351689,-,2020-02-06
당구장업,스카이당구장,-,제주특별자치도 서귀포시 성산읍 고성리 298-56 ,33.4494272,126.9164795,064-784-3949,2020-02-06
당구장업,골든큐클럽,제주특별자치도 서귀포시 일주동로 8545,제주특별자치도 서귀포시 동홍동 130-1,33.2545551570,126.5751257425,-,2020-02-06
당구장업,올레당구장,제주특별자치도 서귀포시 칠십리로 425,제주특별자치도 서귀포시 보목동 1227-1,33.2437068549,126.5968314243,-,2020-02-06
당구장업,큐인 당구장,제주특별자치도 서귀포시 남원읍 태위로682번길 8,제주특별자치도 서귀포시 남원읍 남원리 94-7,33.2787110915,126.7199652313,064-764-6644,2020-02-06
당구장업,JK당구클럽,제주특별자치도 서귀포시 중앙로 44,제주특별자치도 서귀포시 서귀동 292-10,33.2485512677,126.5618917655,064-763-0090,2020-02-06
당구장업,당구이야기 서귀본점,제주특별자치도 서귀포시 태평로439번길 31,제주특별자치도 서귀포시 서귀동 523-1,33.2462458190,126.5636930857,-,2020-02-06
당구장업,DAMA,-,제주특별자치도 서귀포시 대정읍 하모리 1079-1 ,33.2213323,126.2472382,-,2020-02-06
당구장업,K1 당구장,제주특별자치도 서귀포시 신서귀로 39,제주특별자치도 서귀포시 법환동 740-3,33.2525622966,126.5107789379,064-739-0139,2020-02-06
당구장업,당구나라,제주특별자치도 서귀포시 동문로 56,제주특별자치도 서귀포시 서귀동 257-14,33.2494317589,126.5661496112,-,2020-02-06
당구장업,오아시스당구장,제주특별자치도 서귀포시 중산간동로 8016-3,제주특별자치도 서귀포시 동홍동 1585,33.2645727544,126.5602276679,064-733-9938,2020-02-06
당구장업,매일당구장,제주특별자치도 서귀포시 안덕면 산방로 382,제주특별자치도 서귀포시 안덕면 사계리 2818,33.2315385154,126.2961432004,-,2020-02-06
당구장업,300 당구장,제주특별자치도 서귀포시 성산읍 고성오조로113번길 8-3,제주특별자치도 서귀포시 성산읍 고성리 1215-2,33.4537409838,126.9122660140,-,2020-02-06
당구장업,허리우드당구장,제주특별자치도 서귀포시 대정읍 하모중앙로 79,제주특별자치도 서귀포시 대정읍 하모리 931-6,33.2211298910,126.2521899427,-,2020-02-06
당구장업,나이스Q당구장,제주특별자치도 서귀포시 중정로91번길 4,제주특별자치도 서귀포시 서귀동 256-19,33.2488616987,126.5660837518,064-733-2906,2020-02-06
당구장업,남원당구장,제주특별자치도 서귀포시 남원읍 태위로 691,제주특별자치도 서귀포시 남원읍 남원리 205-19,33.2796350909,126.7202886092,064-764-1690,2020-02-06
당구장업,매일당구장,제주특별자치도 서귀포시 안덕면 산방로 382,제주특별자치도 서귀포시 안덕면 사계리 2818,33.2315385154,126.2961432004,-,2020-02-06
당구장업,미정,제주특별자치도 서귀포시 대정읍 하모상가로 35,제주특별자치도 서귀포시 대정읍 하모리 924-4,33.2216730491,126.2525543329,-,2020-02-06
당구장업,당구사랑,제주특별자치도 서귀포시 신중남로 3,제주특별자치도 서귀포시 강정동 175-1,33.2520432079,126.5080990808,-,2020-02-06
당구장업,매니아 당구장,제주특별자치도 서귀포시 명동로 29,제주특별자치도 서귀포시 서귀동 408-3,33.2475954191,126.5649397009,064-733-1249,2020-02-06
당구장업,아싸,-,제주특별자치도 서귀포시 대정읍 하모리 924 ,33.2217409,126.2504587,-,2020-02-06
당구장업,아랑당구클럽,제주특별자치도 서귀포시 중앙로59번길 15,제주특별자치도 서귀포시 서귀동 309-4,33.2496009584,126.5599034887,-,2020-02-06
당구장업,영원당구장,제주특별자치도 서귀포시 대정읍 신영로 77,제주특별자치도 서귀포시 대정읍 하모리 940-19,33.2208536403,126.2512311557,-,2020-02-06
당구장업,The. Q 당구존,제주특별자치도 서귀포시 동홍중앙로 52,제주특별자치도 서귀포시 동홍동 499-6,33.2552268597,126.5722292989,064-762-0330,2020-02-06
당구장업,블루당구장,제주특별자치도 서귀포시 중정로61번길 33,제주특별자치도 서귀포시 서귀동 289-22,33.2507564756,126.5623529203,-,2020-02-06
당구장업,미스터Q 당구장,제주특별자치도 서귀포시 서문로 5,제주특별자치도 서귀포시 서귀동 299-7,33.2520050439,126.5605095448,064-733-3949,2020-02-06
당구장업,땡큐당구장,제주특별자치도 서귀포시 호근서호로 123,제주특별자치도 서귀포시 호근동 1764-2,33.2571143282,126.5277309993,-,2020-02-06
당구장업,큐당구장,제주특별자치도 서귀포시 안덕면 화순중앙로 67,제주특별자치도 서귀포시 안덕면 화순리 332-2,33.2463402196,126.3363012784,-,2020-02-06
당구장업,화순당구장,제주특별자치도 서귀포시 안덕면 화순임중로 34,제주특별자치도 서귀포시 안덕면 화순리 957-3,33.2444449368,126.3352726528,-,2020-02-06
당구장업,마쎄이 당구장,제주특별자치도 서귀포시 대정읍 하모상가로 35,제주특별자치도 서귀포시 대정읍 하모리 924-4,33.2216730491,126.2525543329,-,2020-02-06
당구장업,무한당구클럽,제주특별자치도 서귀포시 일주동로 8572,제주특별자치도 서귀포시 동홍동 499-7,33.2550905523,126.5724445913,-,2020-02-06
당구장업,700당구장,제주특별자치도 서귀포시 동문로 65,제주특별자치도 서귀포시 서귀동 255-26,33.2491507814,126.5672798671,-,2020-02-06
당구장업,핀크스비오토피아 콘도미니엄,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,제주특별자치도 서귀포시 안덕면 상천리 380-7,33.3032687010,126.3921116384,064-792-5200,2020-02-06
당구장업,은성당구장,제주특별자치도 서귀포시 성산읍 일출로 275,제주특별자치도 서귀포시 성산읍 성산리 158-4,33.4623451395,126.9342618511,-,2020-02-06
당구장업,윤빌리아드,제주특별자치도 서귀포시 성산읍 서성일로 1247,제주특별자치도 서귀포시 성산읍 고성리 1106-37,33.4472670812,126.9117950045,064-782-4580,2020-02-06
당구장업,한큐당구클럽,제주특별자치도 서귀포시 대청로 41,제주특별자치도 서귀포시 강정동 208-8,33.2527347788,126.5042448940,-,2020-02-06
당구장업,놀멍쉬멍당구장,제주특별자치도 서귀포시 표선면 일주동로 6337,제주특별자치도 서귀포시 표선면 세화리 1564,33.3056247785,126.7947852679,-,2020-02-06
당구장업,청룡당구장,제주특별자치도 서귀포시 표선면 표선관정로 97,제주특별자치도 서귀포시 표선면 표선리 675,33.3243356374,126.8308578473,-,2020-02-06
당구장업,광청당구클럽,제주특별자치도 서귀포시 안덕면 녹차분재로 45,제주특별자치도 서귀포시 안덕면 서광리 1421-4,33.2898614037,126.3017945055,064-794-8555,2020-02-06
당구장업,데일리 당구클럽,제주특별자치도 서귀포시 중앙로54번길 14,제주특별자치도 서귀포시 서귀동 291-66,33.2494614100,126.5622606531,064-732-1756,2020-02-06
당구장업,백록큐당구클럽,제주특별자치도 서귀포시 동홍남로 75,제주특별자치도 서귀포시 동홍동 104-8,33.2570514243,126.5763456536,064-733-2883,2020-02-06
당구장업,별밤당구장,제주특별자치도 서귀포시 중문관광로72번길 29-9,제주특별자치도 서귀포시 색달동 2822-2,33.2496980119,126.4115575804,-,2020-02-06
당구장업,아레스당구장,제주특별자치도 서귀포시 이어도로 685-2,제주특별자치도 서귀포시 강정동 2628-1,33.2347525212,126.4890470149,-,2020-02-06
당구장업,킹 당구장,제주특별자치도 서귀포시 태평로537번길 10,제주특별자치도 서귀포시 동홍동 139-13,33.2527555860,126.5740956790,-,2020-02-06
당구장업,윤철's 당구클럽,제주특별자치도 서귀포시 동문동로 29,제주특별자치도 서귀포시 서귀동 269-13,33.2509313788,126.5649188788,-,2020-02-06
당구장업,항공모함 당구클럽,제주특별자치도 서귀포시 명동로 14,제주특별자치도 서귀포시 서귀동 418-5,33.2468841324,126.5636813298,-,2020-02-06
당구장업,중문당구장,제주특별자치도 서귀포시 중문관광로 323,제주특별자치도 서귀포시 중문동 2446-1,33.2492395426,126.4300473198,-,2020-02-06
당구장업,리더스 당구클럽,제주특별자치도 서귀포시 대청로 29,제주특별자치도 서귀포시 강정동 208-2,33.2527906564,126.5028838768,-,2020-02-06
당구장업,덕수당구놀이터,제주특별자치도 서귀포시 안덕면 덕수서로 91,제주특별자치도 서귀포시 안덕면 덕수리 2144-3,33.2587043499,126.3041887949,-,2020-02-06
당구장업,성읍당구장,제주특별자치도 서귀포시 표선면 서성일로27번길 19,제주특별자치도 서귀포시 표선면 성읍리 1641-7,33.3942215239,126.7989283208,-,2020-02-06
당구장업,귀빈당구장,제주특별자치도 서귀포시 동문로 40,제주특별자치도 서귀포시 서귀동 270-7,33.2502785198,126.5648963600,-,2020-02-06
당구장업,OK당구장,제주특별자치도 서귀포시 중문상로 41-3,제주특별자치도 서귀포시 중문동 2059-7,33.2520696100,126.4251227597,-,2020-02-06
당구장업,도전 1000 당구장,제주특별자치도 서귀포시 성산읍 고성동서로 67,제주특별자치도 서귀포시 성산읍 고성리 1195-1,33.4507778884,126.9142695324,-,2020-02-06
당구장업,당구의 달인,제주특별자치도 서귀포시 동홍남로 47,제주특별자치도 서귀포시 동홍동 107-9,33.2570381483,126.5735168551,-,2020-02-06
당구장업,VIP당구클럽,제주특별자치도 서귀포시 동홍남로 46,제주특별자치도 서귀포시 동홍동 413-5,33.2567521335,126.5731962963,-,2020-02-06
당구장업,친구클럽,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3,제주특별자치도 서귀포시 대정읍 하모리 645-17,33.2116738877,126.2570283682,064-794-0083,2020-02-06
무도학원업,삼일무도학원,제주특별자치도 서귀포시 이중섭로 11,제주특별자치도 서귀포시 서귀동 416-2,33.2470816042,126.5644572314,064-732-7797,2020-02-06
무도학원업,털보무도학원,-,제주특별자치도 서귀포시 서귀동 253-13 ,33.2498503,126.5662177,064-762-8071,2020-02-06
무도학원업,관광무도학원,제주특별자치도 서귀포시 중정로 89,제주특별자치도 서귀포시 서귀동 273-18,33.2486115645,126.5657158548,-,2020-02-06
무도학원업,동미무도학원,제주특별자치도 서귀포시 중정로 95-2,제주특별자치도 서귀포시 서귀동 256-11,33.2486720531,126.5665139139,064-763-4252,2020-02-06
무도학원업,현대무도학원,제주특별자치도 서귀포시 중앙로54번길 42,제주특별자치도 서귀포시 서귀동 276-1,33.2498236074,126.5637268153,-,2020-02-06
무도학원업,신낙원무도학원,제주특별자치도 서귀포시 성산읍 고성동서로 70,제주특별자치도 서귀포시 성산읍 고성리 1198-2,33.4505618459,126.9147688018,-,2020-02-06
무도학원업,서귀포댄스스포츠교육원,제주특별자치도 서귀포시 중앙로 79,제주특별자치도 서귀포시 서귀동 297-1,33.2516748570,126.5609661915,-,2020-02-06
무도학원업,뉴현대무도학원,제주특별자치도 서귀포시 대정읍 상모로 294,제주특별자치도 서귀포시 대정읍 상모리 3978-1,33.2232404294,126.2577372946,-,2020-02-06
무도학원업,현대무도학원,-,제주특별자치도 서귀포시 동홍동 211 ,33.249541,126.576509,064-733-6196,2020-02-06
무도학원업,서귀포시 댄스스포츠 센터,제주특별자치도 서귀포시 중동로48번길 11,제주특별자치도 서귀포시 서귀동 255-4,33.2495992125,126.5665951823,064-733-0356,2020-02-06
무도학원업,무지개 에어로빅.  댄스스포츠,제주특별자치도 서귀포시 중정로61번길 6,제주특별자치도 서귀포시 서귀동 274-1,33.2484004026,126.5630900516,-,2020-02-06
무도학원업,서울무도학원,제주특별자치도 서귀포시 동문로 48,제주특별자치도 서귀포시 서귀동 257-7,33.2498228553,126.5655725099,-,2020-02-06
요트장업,제주해양레저체험파크,제주특별자치도 서귀포시 안덕면 화순해안로 67,제주특별자치도 서귀포시 안덕면 화순리 847,33.2410611055,126.3337446294,064-792-8254,2020-02-06
요트장업,요트투어샹그릴라,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-4,33.2445653974,126.4167938875,064-738-2888,2020-02-06
승마장업,성읍승마장,제주특별자치도 서귀포시 표선면 번영로 2650,제주특별자치도 서귀포시 표선면 성읍리 2045-1,33.3985769550,126.7873995499,064-787-2324,2020-02-06
승마장업,제주조랑말타운,제주특별자치도 서귀포시 표선면 번영로 2486,제주특별자치도 서귀포시 표선면 성읍리 2867,33.4079351695,126.7728381133,064-787-8008,2020-02-06
승마장업,주식회사 동부레저,제주특별자치도 서귀포시 표선면 번영로 2454,제주특별자치도 서귀포시 표선면 성읍리 2873,33.4091679458,126.7705343183,064-787-5221,2020-02-06
승마장업,제주랜드 ATV 승마,제주특별자치도 서귀포시 성산읍 서성일로 397,제주특별자치도 서귀포시 성산읍 난산리 2815,33.4130111061,126.8328879436,064-784-5609,2020-02-06
승마장업,우리승마장,제주특별자치도 서귀포시 성산읍 중산간동로 4517,제주특별자치도 서귀포시 성산읍 삼달리 2254-9,33.3868675001,126.8124787137,064-787-4831,2020-02-06
승마장업,알프스 승마장 포니,제주특별자치도 서귀포시 표선면 서성일로 73,제주특별자치도 서귀포시 표선면 성읍리 475,33.3985301879,126.8027579772,064-787-3663,2020-02-06
승마장업,서광승마장,-,제주특별자치도 서귀포시 안덕면 서광리 50 ,33.2895066,126.3297477,064-794-5220,2020-02-06
승마장업,아일랜드 승마장,제주특별자치도 서귀포시 성산읍 서성일로 602,제주특별자치도 서귀포시 성산읍 난산리 2236,33.4243207595,126.8496398469,-,2020-02-06
승마장업,(주)세리메리즈월드,제주특별자치도 서귀포시 월드컵로45번길 64,제주특별자치도 서귀포시 법환동 925-1,33.2463031345,126.5112215631,064-738-8253,2020-02-06
승마장업,표선홀스랜드,제주특별자치도 서귀포시 표선면 하천로 11,제주특별자치도 서귀포시 표선면 하천리 357-1,33.3440185483,126.8435388140,064-787-7831,2020-02-06
승마장업,아덴힐승마장,-,제주특별자치도 서귀포시 안덕면 광평리 산 91 ,33.3403212,126.3593412,-,2020-02-06
종합체육시설업,WE호텔 종합체육시설,제주특별자치도 서귀포시 1100로 453-95,제주특별자치도 서귀포시 회수동 30,33.2861647329,126.4440335918,064-730-1230,2020-02-06
종합체육시설업,(주)부영주택 제주부영호텔&리조트,제주특별자치도 서귀포시 중문관광로 222,제주특별자치도 서귀포시 중문동 2700-2,33.2425614379,126.4232493534,-,2020-02-06
종합체육시설업,라메르 짐,제주특별자치도 서귀포시 김정문화로 51,제주특별자치도 서귀포시 법환동 745-5,33.2514243453,126.5102959488,064-802-3000,2020-02-06
,,,,,,,
