시도명,시군구명,시설명,구분,연락처,소재지지번주소
강원도,강릉시,파스칼모텔,숙박업,033-646-9933,강원도 강릉시 홍제동 997-2   
강원도,강릉시,K게스트하우스(케이게스트),숙박업,033-646-9966,강원도 강릉시 성남동 110-10
강원도,강릉시,강릉성남시장,기타,033-647-0006 ,강원도 강릉시 성남동 53-17 일원
강원도,강릉시,BR모텔(비알모텔),숙박업,033-647-0261,강원도 강릉시 성남동 110-5   
강원도,강릉시,노암한라3차아파트,공동주택,033-647-0496,강원도 강릉시 노암동 605
강원도,강릉시,강릉시근로자복지회관,기타,033-647-1070,강원도 강릉시 교동 711-4
강원도,강릉시,짬모텔,숙박업,033-647-1298,강원도 강릉시 성남동 112-4   
강원도,강릉시,썸머힐어린이집,보육시설,033-647-1472,강원도 강릉시 교동 1133-7
강원도,강릉시,경포유치원,보육시설,033-647-1680,강원도 강릉시 교동 1797
강원도,강릉시,피크닉모텔,숙박업,033-647-1851,강원도 강릉시 홍제동 998-6   
강원도,강릉시,문화체육시설사업소,기타,033-647-2004,강원도 강릉시 교동 2-10 외24필지
강원도,강릉시,대동빌딩,기타,033-647-2188,강원도 강릉시 옥천동 171
강원도,강릉시,강원양돈축산업협동조합성덕지점,기타,033-647-2212,강원도 강릉시 입암동 183-2 외2필지
강원도,강릉시,vv호텔(브이브이),숙박업,033-647-2222,강원도 강릉시 교동 1868-4
강원도,강릉시,화선장여관,숙박업,033-647-2396,강원도 강릉시 포남동 1005-231   
강원도,강릉시,모아텔,숙박업,033-647-3385,강원도 강릉시 교동 137-13   
강원도,강릉시,농촌한정식,식품접객업,033-647-3600,강원도 강릉시 임당동 176-2  
강원도,강릉시,스카이모텔(교동),숙박업,033-647-3950,강원도 강릉시 교동 1876-2   
강원도,강릉시,강일코스팜㈜,기타,033-647-4220,강원도 강릉시 대전동 915-4
강원도,강릉시,강릉더샵아파트,공동주택,033-647-4464,강원도 강릉시 입암동 711 
강원도,강릉시,대창빌딩,기타,033-647-4530,강원도 강릉시 포남동 1291-4
강원도,강릉시,교동부영1차아파트,공동주택,033-647-4640,강원도 강릉시 교동 1773
강원도,강릉시,백송가든,식품접객업,033-647-5230,강원도 강릉시 교동 1052-6  
강원도,강릉시,니스파크여관,숙박업,033-647-5522,강원도 강릉시 임당동 98-62
강원도,강릉시,황실사우나,기타,033-647-5858,강원도 강릉시 옥천동 280-2
강원도,강릉시,한빛마을,기타,033-647-6059,강원도 강릉시 구정면 어단리 700 외1필지
강원도,강릉시,기린병원,기타,033-647-6479,"강원도 강릉시 교동 1881-6 2,3층"
강원도,강릉시,남전빌딩,기타,033-647-6479 ,강원도 강릉시 금학동 71
강원도,강릉시,강릉도로교통운전면허시험장,기타,033-647-7000,강원도 강릉시 사천면 사기막리 464-1
강원도,강릉시,교동부영2차아파트,공동주택,033-647-7398,강원도 강릉시 교동 1747
강원도,강릉시,정동진모텔,숙박업,033-647-7786,강원도 강릉시 강동면 정동진리 35   
강원도,강릉시,베이커리가루,식품접객업,033-647-7953,강원도 강릉시 교동 1889-4 102호
강원도,강릉시,강릉동부시장번영회,기타,033-647-7999,강원도 강릉시 옥천동 223
강원도,강릉시,왕산중학교,학교,033-647-8770,강원도 강릉시 왕산면 도마리 325-18
강원도,강릉시,삼교리동치미막국수구정점,식품접객업,033-647-8830,강원도 강릉시 구정면 여찬리 170
강원도,강릉시,해람어린이집,기타,033-647-8898,강원도 강릉시 유천동 196
강원도,강릉시,해람어린이집,보육시설,033-647-8898,강원도 강릉시 유천동 196
강원도,강릉시,루소호텔,숙박업,033-647-9400,강원도 강릉시 교동 1877-3
강원도,강릉시,금광초등학교,기타,033-647-9420,강원도 강릉시 구정면 금광리 858-3 
강원도,강릉시,금광초등학교,학교,033-647-9420,강원도 강릉시 구정면 금광리 858-3 
강원도,강릉시,구정초등학교,학교,033-647-9607,강원도 강릉시 구정면 학산리 393
강원도,강릉시,강릉휴게소 서창방향(상행),식품접객업,033-647-9970,강원도 강릉시 성산면 보광리 103
강원도,강릉시,강릉휴게소 서창방향(상행),기타,033-647-9970,강원도 강릉시 성산면 보광리 103 외4필지
강원도,강릉시,한빛어린이집,보육시설,033-648-0722,강원도 강릉시 난곡동 443
강원도,강릉시,귀빈장여관,숙박업,033-648-0852,강원도 강릉시 교동 151-66   
강원도,강릉시,스푼더마켓강릉점,식품접객업,033-648-1177,강원도 강릉시 홍제동 120
강원도,강릉시,임곡초등학교,학교,033-648-2071,강원도 강릉시 강동면 임곡리 344
강원도,강릉시,(재)강릉과학산업진흥원,기타,033-648-2162,강원도 강릉시 대전동 강릉과학산업단지 블록 가2-1 외1필지
강원도,강릉시,사임당어린이집,보육시설,033-648-2226,강원도 강릉시 내곡동 430-4
강원도,강릉시,유천우미린아파트,공동주택,033-648-2348,강원도 강릉시 홍제동 1037
강원도,강릉시,삼척심씨대종회,기타,033-648-2556,강원도 강릉시 교동 1889-4
강원도,강릉시,동광장여관,숙박업,033-648-2581,강원도 강릉시 옥천동 154-1   
강원도,강릉시,한화생명빌딩,기타,033-648-2605,강원도 강릉시 옥천동 81-10
강원도,강릉시,입암태평양아파트,공동주택,033-648-2612,강원도 강릉시 입암동 506-5
강원도,강릉시,강릉문화원,기타,033-648-3014,강원도 강릉시 교동 1785
강원도,강릉시,신사임당어린이집,보육시설,033-648-3225,강원도 강릉시 내곡동 430-1
강원도,강릉시,모텔드라마,숙박업,033-648-3357,강원도 강릉시 교동 138-13   
강원도,강릉시,강릉힐링리조트,숙박업,033-648-4001~2,강원도 강릉시 성산면 보광리 1014-1
강원도,강릉시,제일생명빌딩(알리안츠생명),기타,033-648-4362,강원도 강릉시 옥천동 282-1
강원도,강릉시,강릉중앙시장번영회,기타,033-648-4477 ,강원도 강릉시 성남동 50
강원도,강릉시,썬프라자빌딩,기타,033-648-4907,강원도 강릉시 성남동 105-1
강원도,강릉시,화이트모텔,숙박업,033-648-4969,강원도 강릉시 포남동 1005-267   
강원도,강릉시,대상베스트코㈜강릉지점,기타,033-648-4994,강원도 강릉시 포남동 1163-1 외1필지
강원도,강릉시,왕산초등학교,학교,033-648-6131,강원도 강릉시 왕산면 도마리 595
강원도,강릉시,둥지어린이집,보육시설,033-648-6153,강원도 강릉시 교동 282-4
강원도,강릉시,신영1빌딩,기타,033-648-6890,강원도 강릉시 임당동 119-2
강원도,강릉시,올리비아모텔,숙박업,033-648-7511,강원도 강릉시 홍제동 998-9   
강원도,강릉시,(주)두레고속관광,운송업,033-648-7544,강원도 강릉시 교동 134-9
강원도,강릉시,강릉시립복지원,기타,033-648-7824,강원도 강릉시 내곡동 351 외1필지
강원도,강릉시,영동관광㈜,운송업,033-648-8012,강원도 강릉시 입암동 86-2
강원도,강릉시,성덕어린이집,보육시설,033-648-8049,강원도 강릉시 입암동 662-483
강원도,강릉시,마뉴버,식품접객업,033-648-8111,강원도 강릉시 교동 137-12 지하1층 
강원도,강릉시,초원장모텔,숙박업,033-648-8660,강원도 강릉시 옥천동 274-1   
강원도,강릉시,동림푸드㈜,기타,033-648-8811,강원도 강릉시 사천면 노동리 218
강원도,강릉시,강릉휴게소 강릉방향(하행),식품접객업,033-648-8850,강원도 강릉시 성산면 보광리 151
강원도,강릉시,강릉휴게소 깅릉방향(하행),기타,033-648-8850,강원도 강릉시 성산면 보광리 151 외10필지
강원도,강릉시,동아호텔,숙박업,033-648-9011,강원도 강릉시 임당동 129-2   
강원도,강릉시,강릉서부시장번영회,기타,033-648-9136 ,강원도 강릉시 용강동 29
강원도,강릉시,강릉시번영회 건물(옥천어린이집),기타,033-648-9804,강원도 강릉시 옥천동 265
강원도,강릉시,옥천어린이집,보육시설,033-648-9804,강원도 강릉시 옥천동 265
강원도,강릉시,㈜신세계푸드 강릉이마트,기타,033-649-1196,강원도 강릉시 송정동 1008-7  
강원도,강릉시,㈜신세계 이마트 강릉점,기타,033-649-1196,강원도 강릉시 송정동 1008-7  
강원도,강릉시,㈜신세계 이마트 강릉점,기타,033-649-1234,강원도 강릉시 송정동 1008-7
강원도,강릉시,관동대학교 생활관,기타,033-649-2977,강원도 강릉시 내곡동 522  외79필지
강원도,강릉시,공군제18전투비행단(톰스하우스 외2),식품접객업,033-649-3450,강원도 강릉시 학동 사서함 334-1(공군부대식당)
강원도,강릉시,한국생산기술연구원 강원지역본부,기타,033-649-4114,강원도 강릉시 사천면 방동리 강릉과학산업단지 A-1-6
강원도,강릉시,춘천지방검찰청강릉지청,기타,033-649-5543,강원도 강릉시 난곡동 138
강원도,강릉시,관동대학교 제2생활관식당,기타,033-649-7797,강원도 강릉시 내곡동 522  
강원도,강릉시,관동대학교 제5생활관식당,기타,033-649-7797,강원도 강릉시 내곡동 522  
강원도,강릉시,관동대학교 구내식당(학생식당),기타,033-649-7930,강원도 강릉시 내곡동 522  
강원도,강릉시,관동대학교 교직원식당,기타,033-649-7931,강원도 강릉시 내곡동 522
강원도,강릉시,강릉교도소,기타,033-649-8279,강원도 강릉시 홍제동 712
강원도,강릉시,강릉제일고등학교,학교,033-650-0120,강원도 강릉시 교동 886
강원도,강릉시,강릉제일고등학교,기타,033-650-0164,강원도 강릉시 교동 886  
강원도,강릉시,강원지방기상청,기타,033-650-0343,강원도 강릉시 사천면 방동리 807-1
강원도,강릉시,강일여자고등학교,학교,033-650-0700,강원도 강릉시 교동 1133-2
강원도,강릉시,한국전력공사 강릉지사,기타,033-650-1215,강원도 강릉시 포남동 1255
강원도,강릉시,㈜엠비씨 강원영동(MBC),기타,033-650-2113,강원도 강릉시 포남동 1091-6
강원도,강릉시,중부지방고용노동청강릉지청,기타,033-650-2500,강원도 강릉시 남문동 175-3
강원도,강릉시,강릉초등학교,학교,033-650-2610,강원도 강릉시 홍제동 38
강원도,강릉시,강원예술고등학교,기타,033-650-2700,강원도 강릉시 구정면 제비리 132-2 산29
강원도,강릉시,강릉과학산업진흥원,기타,033-650-3331,강원도 강릉시 대전동 897-2
강원도,강릉시,강릉과학산업진흥원 구내식당,기타,033-650-3332,강원도 강릉시 대전동 897-2
강원도,강릉시,한국과학기술연구원 강릉분원,기타,033-650-3400,강원도 강릉시 대전동 922-1
강원도,강릉시,한국과학기술연구원(KIST강릉분원),기타,033-650-3451,강원도 강릉시 대전동 922-1
강원도,강릉시,성덕초등학교,학교,033-650-4193,강원도 강릉시 입암동 625-1
강원도,강릉시,한솔초등학교,학교,033-650-4204,강원도 강릉시 포남동 1296
강원도,강릉시,관동중학교,학교,033-650-4653,강원도 강릉시 교동 1427
강원도,강릉시,남산초등학교,학교,033-650-4706,강원도 강릉시 내곡동 125
강원도,강릉시,해람중학교,학교,033-650-5000,강원도 강릉시 용강동 47-8
강원도,강릉시,해람중학교,기타,033-650-5000,강원도 강릉시 용강동 47-8
강원도,강릉시,㈜티에스케이강릉사업소(강릉하수처리장),기타,033-650-5200,강원도 강릉시 병산동 218 외110필지
강원도,강릉시,초당초등학교,학교,033-650-5477,강원도 강릉시 초당동 산 16
강원도,강릉시,강릉중학교,학교,033-650-6002,강원도 강릉시 입암동 645
강원도,강릉시,동인병원장례식장,식품접객업,033-650-6165,강원도 강릉시 포남동 1065-2호  
강원도,강릉시,강릉동인병원,기타,033-650-6499,강원도 강릉시 포남동 1065-2
강원도,강릉시,영동초등학교,학교,033-650-6777,강원도 강릉시 교동 1043
강원도,강릉시,옥천초등학교,학교,033-650-6800,강원도 강릉시 옥천동 111
강원도,강릉시,현대중공업㈜씨마크호텔,숙박업,033-650-7000,강원도 강릉시 강문동 274-1
강원도,강릉시,더레스토랑(씨마크호텔),식품접객업,033-650-7000,강원도 강릉시 강문동 274-1
강원도,강릉시,쉐프스테이블(씨마크호텔),식품접객업,033-650-7000,강원도 강릉시 강문동 274-1
강원도,강릉시,경포중학교,학교,033-650-7892,강원도 강릉시 노암동 462
강원도,강릉시,경포중학교,기타,033-650-7896,강원도 강릉시 노암동 462-1  
강원도,강릉시,중앙초등학교,학교,033-650-8453,강원도 강릉시 입암동 160-3
강원도,강릉시,㈜기아자동차강릉서비스센터,기타,033-650-8503/033-651-8585,강원도 강릉시 입암동 691-8
강원도,강릉시,율곡초등학교,학교,033-650-8712,강원도 강릉시 교동 1851
강원도,강릉시,강릉국토관리사무소,기타,033-650-8800,강원도 강릉시 성산면 구산리 405-5
강원도,강릉시,강릉여자고등학교,기타,033-650-9900,강원도 강릉시 옥천동 237-1  
강원도,강릉시,그랑블루,숙박업,033-651-0011,강원도 강릉시 강문동 308-10   
강원도,강릉시,포남1주공아파트,공동주택,033-651-0504,강원도 강릉시 포남동 1065
강원도,강릉시,패스웨이(PATHWAY),식품접객업,033-651-0670,강원도 강릉시 남항진동 1-3 1-3층 가동
강원도,강릉시,주식회사차현희순두부청국장,식품접객업,033-651-0812,강원도 강릉시 초당동 7-4 
강원도,강릉시,애니타임,숙박업,033-651-0966,강원도 강릉시 송정동 964-7   
강원도,강릉시,고려목욕탕(고려빌딩),기타,033-651-1259,강원도 강릉시 포남동 1291
강원도,강릉시,프리마모텔,숙박업,033-651-1919,강원도 강릉시 포남동 1291-2   
강원도,강릉시,엘빈커피숍,식품접객업,033-651-2100,강원도 강릉시 견소동 163  
강원도,강릉시,아모르모텔,숙박업,033-651-3113,강원도 강릉시 교동 156-24   
강원도,강릉시,원마트(강릉점),기타,033-651-3591,강원도 강릉시 입암동 106 외1필지
강원도,강릉시,헤렌하우스호텔,숙박업,033-651-4000,강원도 강릉시 견소동 287-21
강원도,강릉시,일송아파트,공동주택,033-651-4060,강원도 강릉시 포남동 978-1
강원도,강릉시,목화빌딩(목화예식장),기타,033-651-4466,강원도 강릉시 포남동 1241-5
강원도,강릉시,씨에스타모텔,숙박업,033-651-4475,강원도 강릉시 초당동 455-8   
강원도,강릉시,석현어린이집,보육시설,033-651-4842,강원도 강릉시 포남동 1219-1
강원도,강릉시,카리스마나이트클럽,식품접객업,033-651-5111,강원도 강릉시 포남동 1289-1  
강원도,강릉시,초당초등학교,기타,033-651-5131,강원도 강릉시 초당동 산 16  
강원도,강릉시,씨에스타 레스토랑,식품접객업,033-651-5225,강원도 강릉시 초당동 455-8
강원도,강릉시,하사랑어린이집,보육시설,033-651-5499,강원도 강릉시 홍제동 601-1
강원도,강릉시,굿모닝모텔,숙박업,033-651-5533,강원도 강릉시 강문동 308-1   
강원도,강릉시,송정늘봄공원,식품접객업,033-651-5566,강원도 강릉시 송정동 산112-5
강원도,강릉시,더샵어린이집,보육시설,033-651-5688,강원도 강릉시 입암동 711 
강원도,강릉시,포남2주공아파트,공동주택,033-651-5984,강원도 강릉시 포남동 1200
강원도,강릉시,원마트(주문진점),기타,033-651-5989,강원도 강릉시 주문진읍 교항리 176    
강원도,강릉시,경포고등학교,기타,033-651-6102,강원도 강릉시 포남동 21  
강원도,강릉시,경포고등학교,학교,033-651-6102,강원도 강릉시 포남동 21
강원도,강릉시,강릉동인병원,기타,033-651-6161,강원도 강릉시 포남동 1065-2
강원도,강릉시,동명중학교,기타,033-651-6605,강원도 강릉시 포남동 424  
강원도,강릉시,인터파크,숙박업,033-651-6655,강원도 강릉시 견소동 268-32   
강원도,강릉시,성혜유치원,보육시설,033-651-6956,강원도 강릉시 포남동 643
강원도,강릉시,KP스파(경포솔향온천),기타,033-651-7307,강원도 강릉시 강문동 23-9 외2필지
강원도,강릉시,청송아파트,공동주택,033-651-7661,강원도 강릉시 포남동 978-2
강원도,강릉시,청송상가,기타,033-651-7846,강원도 강릉시 포남동 1293-2
강원도,강릉시,강릉주택(은암빌딩),기타,033-651-9888,강원도 강릉시 포남동 1193
강원도,강릉시,신협건물,기타,033-651-9888,강원도 강릉시 주문진읍 주문리 317-9  
강원도,강릉시,성덕동문화센터,기타,033-651-9921,강원도 강릉시 입암동 58 외1필지
강원도,강릉시,입암6주공아파트,공동주택,033-652-0988,강원도 강릉시 입암동 710-1(130-1)
강원도,강릉시,강릉오성학교,기타,033-652-1023,강원도 강릉시 송정동 306-6  
강원도,강릉시,강릉초당두부,기타,033-652-1111,강원도 강릉시 강문동 136-1
강원도,강릉시,송정한신아파트,공동주택,033-652-1214,강원도 강릉시 견소동 202
강원도,강릉시,남강초등학교,학교,033-652-1612,강원도 강릉시 포남동 1278-117
강원도,강릉시,21세기기업㈜,기타,033-652-2121,강원도 강릉시 입암동 21-6
강원도,강릉시,햇빛사랑어린이집,보육시설,033-652-2355,강원도 강릉시 학동 261
강원도,강릉시,할리스커피강릉점(HOLLYS COFFEE),식품접객업,033-652-2543 ,강원도 강릉시 견소동 286-11
강원도,강릉시,머구리횟집,식품접객업,033-652-2591,강원도 강릉시 견소동 268-20  
강원도,강릉시,송정주공아파트,공동주택,033-652-2827,강원도 강릉시 포남동 1293-4
강원도,강릉시,엘마르모텔,숙박업,033-652-3100,강원도 강릉시 견소동 268-19   
강원도,강릉시,르노삼성자동차 서비스코너 강릉지점(태양주차장),기타,033-652-3101,강원도 강릉시 포남동 1294-1
강원도,강릉시,신용보증기금 강릉지점,기타,033-652-3300,강원도 강릉시 포남동 1288-1
강원도,강릉시,강릉솔향막국수,식품접객업,033-652-3330,강원도 강릉시 옥천동 369
강원도,강릉시,입암2주공아파트,공동주택,033-652-3850,강원도 강릉시 입암동 49
강원도,강릉시,강원여객자동차㈜-정비공장,기타,033-652-3888,강원도 강릉시 입암동 21-14
강원도,강릉시,한솔초등학교,기타,033-652-4213,강원도 강릉시 포남동 1296  
강원도,강릉시,질러2호점,식품접객업,033-652-4466,강원도 강릉시 포남동 1289-1  
강원도,강릉시,한국방송통신대학교 강릉시학습관,기타,033-652-6014,강원도 강릉시 송정동 1047
강원도,강릉시,동명초등학교,기타,033-652-6077,강원도 강릉시 송정동 169  
강원도,강릉시,동명초등학교,학교,033-652-6077,강원도 강릉시 송정동 168-1
강원도,강릉시,KT 강릉지사 구내식당,기타,033-652-6503,강원도 강릉시 포남동 1294  
강원도,강릉시,예원어린이집,보육시설,033-652-6788,강원도 강릉시 포남동 1231-2
강원도,강릉시,스타벅스커피 강릉안목항점,식품접객업,033-652-6987,강원도 강릉시 견소동 158
강원도,강릉시,강릉고등학교,학교,033-652-7112,강원도 강릉시 초당동 57-2
강원도,강릉시,강릉고등학교구내식당,기타,033-652-7163,강원도 강릉시 초당동 57-2  
강원도,강릉시,썬비치모텔,숙박업,033-652-7373,강원도 강릉시 강문동 308-15   
강원도,강릉시,공군송정휴양소,기타,033-652-7573,"강원도 강릉시 송정동 208-1, 산26"
강원도,강릉시,청송유치원,기타,033-652-7701,강원도 강릉시 두산동 114-1  
강원도,강릉시,청송유치원,보육시설,033-652-7701,강원도 강릉시 두산동 114-1
강원도,강릉시,일송상가,기타,033-652-8149,강원도 강릉시 포남동 1293-1
강원도,강릉시,해송횟집(헤렌하우스호텔),식품접객업,033-652-8200,강원도 강릉시 견소동 287-21
강원도,강릉시,포남LH1단지아파트,공동주택,033-652-8661,강원도 강릉시 포남동 1181
강원도,강릉시,궁전모텔,숙박업,033-652-9300,강원도 강릉시 포남동 1290-1   
강원도,강릉시,강릉유치원,보육시설,033-652-9360,강원도 강릉시 강문동 134
강원도,강릉시,새싹어린이집,보육시설,033-652-9407,강원도 강릉시 포남동 1117-6
강원도,강릉시,꿈동산숲어린이집,보육시설,033-652-9863,강원도 강릉시 포남동 55-10
강원도,강릉시,초당어린이집,보육시설,033-652-9955,강원도 강릉시 초당동 232
강원도,강릉시,세인트컨벤션웨딩,식품접객업,033-653 -2131,강원도 강릉시 남항진동 47
강원도,강릉시,세인트컨벤션웨딩,기타,033-653 -2131,강원도 강릉시 남항진동 47
강원도,강릉시,파라다이스호텔,숙박업,033-653-0008,강원도 강릉시 강문동 308-2   
강원도,강릉시,강문어화횟집,식품접객업,033-653-0025,강원도 강릉시 강문동 159-34
강원도,강릉시,보사노바커피로스터스,식품접객업,033-653-0038,강원도 강릉시 견소동 168
강원도,강릉시,(합)산토리니커피,식품접객업,033-653-0931,강원도 강릉시 견소동 5
강원도,강릉시,해맑은어린이집,보육시설,033-653-0996,강원도 강릉시 송정동 14-1
강원도,강릉시,포남초등학교,기타,033-653-1033,강원도 강릉시 포남동 1085  
강원도,강릉시,"입암4,5주공아파트",공동주택,033-653-1117,강원도 강릉시 입암동 685
강원도,강릉시,남강초등학교,기타,033-653-1614,강원도 강릉시 포남동 1278-117
강원도,강릉시,늘봄공원(포남동),식품접객업,033-653-2121,강원도 강릉시 포남동 533-5
강원도,강릉시,LG전자베스트샵 강릉서비스센터,기타,033-653-2223,강원도 강릉시 송정동 612
강원도,강릉시,동해상사고속㈜,운송업,033-653-2341,강원도 강릉시 견소동 190-77
강원도,강릉시,동해상사㈜(시외버스터미널),운송업,033-653-2341,강원도 강릉시 홍제동 992-1
강원도,강릉시,청담유치원,기타,033-653-2589,강원도 강릉시 포남동 525
강원도,강릉시,청담유치원,보육시설,033-653-2589,강원도 강릉시 포남동 525
강원도,강릉시,온새미로어린이집,보육시설,033-653-2992,강원도 강릉시 송정동 107-10
강원도,강릉시,래미안웨딩홀,식품접객업,033-653-3008,강원도 강릉시 송정동 331-13
강원도,강릉시,래미안컨벤션,기타,033-653-3008,강원도 강릉시 송정동 331-21
강원도,강릉시,동인병원장례식장(동인장의사),운송업,033-653-3488,강원도 강릉시 포남동 1065-2  
강원도,강릉시,신영2빌딩,기타,033-653-3500,강원도 강릉시 임당동 119-3
강원도,강릉시,강릉경찰서,기타,033-653-3796/033-646-3333,강원도 강릉시 포남동 1113
강원도,강릉시,행복예식장,기타,033-653-4500,강원도 강릉시 포남동 1090-10
강원도,강릉시,루팡,식품접객업,033-653-5115,강원도 강릉시 포남동 1291-3
강원도,강릉시,킹라이브레스토랑,식품접객업,033-653-5225,강원도 강릉시 포남동 1241-5  
강원도,강릉시,포남새마을금고,기타,033-653-5474,강원도 강릉시 포남동 1289-3
강원도,강릉시,키크러스,식품접객업,033-653-6004 ,강원도 강릉시 견소동 1
강원도,강릉시,강릉종합사회복지관,기타,033-653-6375,강원도 강릉시 입암동 49-9
강원도,강릉시,연꽃어린이집,보육시설,033-653-6377,강원도 강릉시 입암동 49-9
강원도,강릉시,강남빌딩(강남사우나),기타,033-653-6789,강원도 강릉시 입암동 102-1
강원도,강릉시,입암3주공아파트,공동주택,033-653-6822,강원도 강릉시 입암동 49-9
강원도,강릉시,그린장모텔,숙박업,033-653-7538,강원도 강릉시 포남동 1005-213   
강원도,강릉시,송강리조텔,숙박업,033-653-7575,강원도 강릉시 송정동 963-2   
강원도,강릉시,하슬라중학교,기타,033-653-7771,강원도 강릉시 포남동 1086  
강원도,강릉시,동진버스,운송업,033-653-8011,강원도 강릉시 입암동 21-8
강원도,강릉시,㈜한국지엠강릉서비스센터(GM),기타,033-653-8255,강원도 강릉시 입암동 10-16
강원도,강릉시,빅아일랜드,식품접객업,033-653-8422,강원도 강릉시 견소동 268-48
강원도,강릉시,엄마사랑어린이집,보육시설,033-653-8425,강원도 강릉시 포남동 511-1
강원도,강릉시,여객선터미널,운송업,033-653-8670,강원도 강릉시 견소동 286-10
강원도,강릉시,"씨스포빌(씨스타3호, 씨스타5호)",운송업,033-653-8670,강원도 강릉시 견소동 286-10
강원도,강릉시,솔향유치원,보육시설,033-653-8815,강원도 강릉시 포남동 1230-3
강원도,강릉시,풀잎어린이집,보육시설,033-653-8817,강원도 강릉시 입암동 710-1 입암6주공@내
강원도,강릉시,한우령한우프라자,식품접객업,033-653-8892,강원도 강릉시 유천동 209
강원도,강릉시,한우령한우프라자,기타,033-653-8892,강원도 강릉시 유천동 209 외1필지
강원도,강릉시,원예하누소,식품접객업,033-653-8907,강원도 강릉시 포남동 1208 2층 
강원도,강릉시,강릉원예농협하나로마트초당점,기타,033-653-8912,강원도 강릉시 포남동 1208
강원도,강릉시,아이리스모텔,숙박업,033-653-9111,강원도 강릉시 강문동 309  
강원도,강릉시,초당우성아파트,공동주택,033-653-9345,강원도 강릉시 초당동 143
강원도,강릉시,은파횟집,식품접객업,033-653-9566,강원도 강릉시 강문동 223
강원도,강릉시,신나는어린이집,보육시설,033-653-9579,강원도 강릉시 포남동 1194-14
강원도,강릉시,커피아메리카노,식품접객업,033-653-9876,강원도 강릉시 견소동 152
강원도,강릉시,라메르호텔,숙박업,033-655-0078,강원도 강릉시 사천면 방동리 68-1  
강원도,강릉시,손성목영화박물관,기타,033-655-1130~2,강원도 강릉시 저동 31 외5필지
강원도,강릉시,강릉율곡병원,기타,033-655-1133,강원도 강릉시 난곡동 401-1  
강원도,강릉시,강릉율곡병원,기타,033-655-1133,강원도 강릉시 난곡동 401-1
강원도,강릉시,유나단빌딩,기타,033-655-1177,강원도 강릉시 교동 1868-8
강원도,강릉시,평창한우타운,식품접객업,033-655-1223,강원도 강릉시 교동 627-5
강원도,강릉시,포항산업과학연구원 강원산업기술연구소,기타,033-655-1740,강원도 강릉시 대전동 905-4
강원도,강릉시,모텔몽,숙박업,033-655-1777,강원도 강릉시 교동 1882-2   
강원도,강릉시,솔올파크,숙박업,033-655-1800,강원도 강릉시 교동 1870-2  
강원도,강릉시,꿈나무어린이집,보육시설,033-655-2188,강원도 강릉시 입암동 415-7
강원도,강릉시,양돈축산업협동 하나로마트신교동점,기타,033-655-2216,강원도 강릉시 교동 1888-5 외1필지
강원도,강릉시,프린세스커피숍,식품접객업,033-655-2664,강원도 강릉시 금학동 53-2
강원도,강릉시,교동이편한세상아파트,공동주택,033-655-4400,강원도 강릉시 교동 357 외12필지
강원도,강릉시,천사장의나라(강원장의사)_통합,운송업,033-655-4440,강원도 강릉시 포남동 1114-1
강원도,강릉시,효원상조(효원라이프장례서비스),운송업,033-655-4444,강원도 강릉시 옥천동 101-4
강원도,강릉시,주니어타운,기타,033-655-5564,강원도 강릉시 교동 1890-5
강원도,강릉시,태양관광㈜,운송업,033-655-7401,강원도 강릉시 성내동 18-3
강원도,강릉시,캣츠모텔,숙박업,033-655-7776,강원도 강릉시 교동 1891-8   
강원도,강릉시,㈜한진 씨네몰,기타,033-655-8116,강원도 강릉시 옥천동 189
강원도,강릉시,솔올중학교,기타,033-655-8811,강원도 강릉시 교동 1798  
강원도,강릉시,솔올중학교,학교,033-655-8811,강원도 강릉시 교동 1798
강원도,강릉시,홍제한신휴플러스아파트,공동주택,033-655-9091,강원도 강릉시 홍제동 111-18
강원도,강릉시,제이엠유치원,보육시설,033-655-9494,강원도 강릉시 입압동 321
강원도,강릉시,홍제힐스테이트아파트,공동주택,033-655-9530,강원도 강릉시 홍제동 1007외 2  
강원도,강릉시,입암금호어울림아파트,공동주택,033-655-9559,강원도 강릉시 입암동 321 외3
강원도,강릉시,㈜엘티투어강릉지점-포씨즌비치관광호텔,숙박업,033-655-9900,강원도 강릉시 안현동 10-5   
강원도,강릉시,강릉축산업협동조합(내곡동지점),기타,033-655-9991,강원도 강릉시 내곡동 422-10 외5필지
강원도,강릉시,강릉축산업협동조합(포남점),기타,033-655-9995,강원도 강릉시 포남동 1162
강원도,강릉시,강릉전파관리소,기타,033-660-2800,강원도 강릉시 연곡면 방내리 산106
강원도,강릉시,강릉시농업기술센터,기타,033-660-3144,강원도 강릉시 사천면 미노리 440-1 외3필지
강원도,강릉시,강원도립대학교(전문대학),학교,033-660-3300,강원도 강릉시 주문진읍 교항리 8-2    
강원도,강릉시,주문진읍사무소,기타,033-660-3414,강원도 강릉시 주문진읍 주문리 1033   
강원도,강릉시,문화웨딩홀-주문진문화교육센터,기타,033-660-3450 ,강원도 강릉시 주문진읍 교항리 398-4
강원도,강릉시,솔향하늘길화장장,기타,033-660-3858,강원도 강릉시 사천면 석교리 774-1 외1필지
강원도,강릉시,HILL'S5(힐스파이브)펜션,숙박업,033-660-5000,강원도 강릉시 연곡면 삼산리 95번지  외 17필지(소금강) 
