순번,여행지명,사진파일,위도,경도,연락처,주소,여행일,설명
74,자라섬 ,http://www.welchon.com/upload/travelsub/20190829101708933.jpg,37.810653,127.5354,031-8078-8028,경기 가평군 가평읍 자라섬로 60,1,"자라섬은 북한강에 떠 잇는 하나의 섬으로 약 20여만평의 크기이다. 중앙 부위에는 자연 수목원이 있으며, 강가 수변도로와 해바라기 광장, 들꽃광장, 코스모스 등 수많은 꽃과 나무로 이루어진 자연 휴양지이다. 또한 캠핑족들이 자유롭게 그리고 쾌적하게 즐길 수 있는 곳이기도 하다.    - 주소 : 경기도 가평군 가평읍 달전리 1-1  - 문의 : 031-8078-8028 / www.jarasum.net   "
75,이화원(나비생태공원),http://www.welchon.com/upload/travelsub/20190829100602682.jpg,37.818404,127.518913,031-581-0228,경기 가평군 가평읍 자라섬로 64,1,"자라섬 내에 위치한 이화원에는 1800평의 온실과 320평의 나비 존이 어우러져 세계 최대 나비공원을 이루고 있다. 날씨에 상관없이 쾌적한 환경에서 나비를 관찰할 수 있고, 나비전문가로부터 재미있는 이야기들을 직접 들을 수 있다. 정원 내에 다양하게 조성된 폭포, 분수 등 다양할 볼거리도 찾아가며 즐길 수 있다.    - 주소 : 경기도 가평군 가평읍 대곡리 57-3  - 문의 : 031-581-0228 / http://9forest.kr  - 요금 : 일반(7,000원), 2세~19세(5,000원)  - 시간 : 동절기 09:00~17:00, 하절기 : 09:00~18:00          매주 월요일 휴관 "
76,가평레일바이크,http://www.welchon.com/upload/travelsub/20190829101847094.jpg,37.829385,127.514744,031-582-7788,경기 가평군 가평읍 장터길 14,1,"가평레일바이크는 영화 ‘편지’의 촬영지 경강역, 가평의 참 맛을 느낄 수 있는 가평전통장, 계절 따라 그 모습을 달리하는 느티나무터널, 북한강을 가로지르는 높이 30m의 아찔한 북한강 철교를 횡단하는 코스로 가평역을 출발하여 경강역에서 회차, 가평역으로 돌아오는 왕복코스(8km)이다.   - 주소 : 경기도 가평군 가평읍 장터길 14  - 문의 : 031-582-7788 / www.gprailpark.com  - 요금 : 2인(25,000원), 4인(35,000원)  - 매일 09:00~17:00(6회 운행, 동절기 : 15:30 마감) "
77,초롱이둥지마을,http://www.welchon.com/upload/travelsub/20200701205728409.jpg,37.6,127.52,031-585-9956,경기 가평군 설악면 묵안로 906,1,
78,별바라기마을,http://www.welchon.com/upload/travelsub/20200810101849304.JPG,,,031-585-3823,경기 가평군 조종면 명지산로 325,1,
79,수미마을,http://www.welchon.com/upload/travelsub/20190527104424034.jpg,37.5142989,127.6571051,,경기 양평군 단월면 곱다니길 55-2,1,
80,두메향기 불빛축제,http://www.welchon.com/upload/travelsub/20181219174135138.jpg,37.5525147,127.3857853,031-774-3114,경기 양평군 양서면 목왕로592번길 62-59,1,"양평 여행을 아름다운 별빛과 함께 마무리하길 추천한다. 양평 양서면에 위치한 산나물 테마공원인 두메향기에서는 연중 별빛축제를 진행한다. 약 5만평의 숲 속 테마정원 곳곳에 LED전구를 활용하여 환상적인 포토존들과 함께 낮과는 또 다른 두메향기의 매력을 느낄 수 있다.  ※ 입장료 : 성인 6,000원/ 청소년ㆍ어린이 5,000원 (4시 이전 입장 시 무료)"
81,질울고래실마을,http://www.welchon.com/upload/travelsub/20181130103411332.jpg,37.5181664,127.3855043,,경기 양평군 양서면 양서도곡길 76,1,"▶ 체험  품앗이, 놀이문화, 음식문화, 자연생태, 농촌생활문화 체험 등 ▶ 식사  농가백반(뷔페식) ▶ 숙박  마을회관 1, 2층(각 30명, 20명), 신관(25명), 마을민박(최대 10명) / 전화예약가능 T.010-3939-7539"
82,연꽃언덕,http://www.welchon.com/upload/travelsub/20181219174100931.jpg,37.549862,127.3256938,031-774-4577,경기 양평군 양서면 용늪언덕길 57,1,"양평 연꽃언덕은 두물머리 근처에 있는 식당이다. 유명한 두부정식 맛집으로, 찬이 정갈하고 분위기 좋은 식당에서 두부와 대패삼겹살의 조합을 맛볼 수 있다. 2층 건물에서 내다보는 풍경이 예쁘다. 맛과 분위기를 한껏 즐길 수 있다. - 주요메뉴 : 두부정식 15,000원(1인 기준, 2인 이상 주문가능)"
83,양평군립미술관,http://www.welchon.com/upload/travelsub/20181219174024810.jpg,37.4970994,127.483999,031-775-8515,경기 양평군 양평읍 문화복지길 2,1,"양평군립미술관은 2011년에 개관한 현대미술 중심의 젊은 미술관이다. 미술을 통한 체험학습의 공간이 되도록 교육활동도 적극적으로 육성하고 있다. 올 겨울에는 ‘빛의 파라다이스’라는 주제로 12.14-2.17 전시를 진행한다. 개관 7주년을 맞이하여 평면, 입체, 영상, 설치 등 국내외 현대미술 작품 100여 점을 전시한다. ※ 입장료 : 성인 1,000원/ 청소년 700원/ 어린이 500원 (월요일 휴무)"
84,보릿고개마을,http://www.welchon.com/upload/travelsub/20201203161548774.jpg,,,031-774-7786,경기 양평군 용문면 연안길 23-1,1,건강한 먹거리 체험이 가득한 양평 보릿고개마을
85,외갓집체험마을,http://www.welchon.com/upload/travelsub/20190219085456338.jpg,37.5619334,127.7750065,031-772-3885,경기 양평군 청운면 신론로 344,1,"▶ 체험  나무꾼 체험, 군고구마 구워 먹기, 딸기 수확, 깡통열차, 연 만들어 날리기, 썰매 타기 등 ▶ 식사  뷔페식 ▶ 숙박  10평형, 40평형 콘도형 펜션 7동 60개 실 / 예약 T. 031-772-3885~7"
86,여물리체험마을,http://www.welchon.com/upload/travelsub/20200811180122192.jpg,,,031-772-3122,경기 양평군 청운면 청운체육공원길 26,1,"여름에는 수심이 얕고, 투명한 맑은 물(양평의 상수원 보호구역이며 건강생태 마을지정)이 흐르는 개울이 바로 앞에 있어 피서와 체험을 동시에 즐길 수 있습니다."
87,넓은들마을,http://www.welchon.com/upload/travelsub/20200914150454528.jpg,,,031-885-9090,경기 여주시 능서면 월평로 389,1,풍요로운 자연과 전통이 숨쉬는 시골의 인심과 정겨움이 가득한 마을! 넓은들 마을입니다
88,조선왕가,http://www.welchon.com/upload/travelsub/20171219095740714.jpg,38.0635871,127.101457,031-834-8383,경기 연천군 연천읍 현문로 339-10,2,"*6차산업인증업체 * 추천 체험 거리 : 풍등 날리기, 한방비누 만들기"
89,나룻배마을,http://www.welchon.com/upload/travelsub/20200810111533085.jpg,,,031-833-5005,경기 연천군 왕징면 북삼로 98,1,
90,"전곡선사박물관, 전곡리유적",http://www.welchon.com/upload/travelsub/20171219095624325.jpg,38.01158,127.063761,031-835-5600,경기 연천군 전곡읍 평화로443번길 2,2,"휴관일 : 매주 월요일 (단, 월요일이 공휴일일 경우 제외)             매년 1월 1일과 설날, 추석 당일 이용료 : 무료 이용시간 : 10:00 ~ 18:00"
91,푸르내마을,http://www.welchon.com/upload/travelsub/20190701151548100.jpg,38.035931,127.100536,031-833-5299,경기 연천군 청산면 청연로 30-62,1,
92,초성김치마을,http://www.welchon.com/upload/travelsub/20171219095547555.jpg,37.9929372,127.069257,031-835-0381,경기 연천군 청산면 평화로 209,1,"*농촌체험휴양마을 * 추천 체험 거리 : 포기김치 담기, 겉절이 김치 담기 등 * 초성김치마을 숙박 가능 인원    단체숙박 46명 / 개별숙박 12명 "
93,이천세라피아,http://www.welchon.com/upload/travelsub/20180122133305308.jpg,37.276902,127.4233879,031-631-6501,경기 이천시 경충대로2697번길 263 (관고동),1,"휴관일 : 월요일, 1월 1일 휴무 입장료 : 무료 (단, 비엔날레기간 유료) 이용시간 : 평일 09:00 - 18:00 / 주말 09:00 - 18:00"
94,감악산 출렁다리,http://www.welchon.com/upload/travelsub/20180213111648050.jpg,37.1911128,127.5070451,031-940-4617,경기 이천시 대월면 대월로358번길 168-24,1,
95,자채방아마을,http://www.welchon.com/upload/travelsub/20180122133249767.jpg,37.1911128,127.5070451,031-634-4283,경기 이천시 대월면 대월로358번길 168-24,1,"* 추천 체험거리 : 승마체험, 도토리오색쌀떡 만들기, 고구마묵 만들기, 썰매타기 등  * 소재지 : 경기도 이천시 대월면 대월로358번길 168-24  * 문의 : 031-634-4283, http://이천자채방아마을.com"
96,덕평공룡수목원,http://www.welchon.com/upload/travelsub/20190829104122670.jpg,37.2410938,127.3349923,031-633-5029,경기 이천시 마장면 작촌로 282,1,"25만평방미터 규모의 동맥이 산자락에 수목원과 공룡테마를 구현한 공룡수목원은 2016년에 개원한 이래 어린이들에게는 무한한 상상의 힘과 재미를, 가족들에게는 바쁜 일상의 쉼표를 찍을 수 있는 신개념의 가족 테마파크 수목원이다. 동물먹이주기, 다육화분 만들기, 3D 공룡영상체험 등 다양한 체험을 즐길 수 있고 넓은 수목원 야외에서 가족들과 점심도 먹으며 즐거운 시간을 보내기에 제격이다.   - 주소 : 경기도 이천시 마장면 작촌로 282  - 문의 : 031-633-5029 / www.dinovill.com  - 요금 : 평일(어른 9천원, 중고생 및 어린이 등 6천원), 주말(어른 1만원. 중고생 및 어린이 등 7천원)  - 연중무휴(평일 오전 9시~오후 6시(주말 오후9시))  - 다육화분 만들기, 동물먹이주기, 머그컵만들기, 3D 공룡영상체험 등 "
97,이천농업테마공원,http://www.welchon.com/upload/travelsub/20190829104246504.jpg,37.1810295,127.454641,031-632-6607,경기 이천시 모가면 공원로 48,1,"이천농업테마공원은 농경사회를 기억하는 어른들에게는 고향의 향수를 불러일으키는 추억의 공간으로, 도시에서 나고 자란 아이들에게는 살아있는 농경문화의 교육과 체험을 할 수 있는 곳이다. 공원 안에 위치한 펜션에서 하루밤 머무르면서 고구마 수확체험, 가마솥비빔밥체험 등을 할 수 있으며, 아이들은 유아숲체험을 무료로 할 수 있고, 어른들은 마옥산과 마국산 등산을 즐길 수도 있다.     - 주소 : 경기도 이천시 모가면 공원로 48  - 문의 : 031-632-6607 / http://2000farmpark.or.kr  - 체험 : 고구마수확체험 5천원, 가마솥비빔밥체험 7천원, 삼색유과만들기 1만원 등  - 숙박 : 숲체험촌 펜션 9개실, 먹거리촌 펜션 3개실 등 "
98,서경들마을,http://www.welchon.com/upload/travelsub/20190829104424934.jpg,37.1618633,127.4789088,031-634-1089,경기 이천시 모가면 진상미로1178번길 13,1,"서경들마을은 마을 뒤 산세가 소가 밭은 갈고 있는 형국이라 하여 유래된 ‘쇠경’으로 불리다가 훗날 ‘서경’이 되어 서경들마을로 명명되었다. 마을에서 직접 생산된 콩으로 청국장만들기 체험을 할 수 있고 전통장도 판매하고 있다. 대형의 주막과 체험장을 보유하고 있어 가족단위 뿐만 아니라 단체로 이용도 가능하다.     [서경들마을 소개] - 농촌체험휴양마을 * 추천 체험거리 : 수확체험(고구마, 땅콩), 두부만들기, 청국장 만들기, 전통주 만들기, 인절미 만들기 등(사전 예약)  * 숙박 : 숙박체험관(4개), 주막숙박(4개) * 소재지 : 경기도 이천시 모가면 진상미로 1178번길 13 * 문의 :  031-634-1089, 010-6496-1089         www.seogyeong.kr  "
99,노승산우무실마을,http://www.welchon.com/upload/travelsub/20190403151038744.jpg,37.1407621,127.4978751,031-641-5600,경기 이천시 설성면 진상미로867번길 34-8,1,
100,이천도예마을,http://www.welchon.com/upload/travelsub/20180122133036793.jpg,37.3062853,127.4040503,031-633-6381,경기 이천시 신둔면 경충대로 3128,1,휴관일 : 연중무휴 입장료 : 없음 
101,부래미마을,http://www.welchon.com/upload/travelsub/20200914143106146.jpg,,,031-643-0817,경기 이천시 율면 금율로640번길 177,1,농촌의 평화로움과 그리움을 찾아 방문하는 도시민들의 쉼터
102,돼지박물관,http://www.welchon.com/upload/travelsub/20190829104649938.jpg,37.0858229,127.5817169,031-641-7540,경기 이천시 율면 임오산로372번길 129-7,1,"돼지박물관은 돼지라는 동물을 주제로 하여 교육을 진행하는 교육농장이다. 단순히 돼지는 더러울 것이라는 편견을 버리고 돼지들이 펼치는 공연 및 퍼레이드를 감상하고 돼지 박물관을 견학해보자. 박물관 밖으로 나오면 야외에서 맘껏 뛰어놀 수 있는 힐링의 정원 공간도 있어 가족들이 와서 즐기다 갈 수 있다.   - 주소 : 경기도 이천시 율면 임오산로 372번길 129-7  - 문의 : 031-641-7540 / http://www.pigpark.co.kr  - 요금 : 대인 7천원, 소인 6천원  - 돼지공연관람, 피그퍼레이드, 돼지박물관 관람 등  - 8~10월까지 매일 운영   "
103,한배미마을,http://www.welchon.com/upload/travelsub/20190701153259210.jpg,37.984361,126.90428,,경기 파주시 적성면 달빛길 345,1,
104,"범륜사, 운계폭포",http://www.welchon.com/upload/travelsub/20180213111720308.jpg,37.9383837,126.9518288,031-940-4611,경기 파주시 적성면 설마천로 222-146,1,
105,산머루농원,http://www.welchon.com/upload/travelsub/20180213111636775.jpg,37.960245,126.9579231,031-958-4558,경기 파주시 적성면 윗배우니길 441-25,1,"* 찾아가는 양조장 & 6차산업 인증업체 * 추천 체험거리 : 산머루 와이너리투어, 나만의 와인 만들기 체험 등"
106,산머루마을,http://www.welchon.com/upload/travelsub/20200810105323631.jpg,,,,경기 파주시 적성면 윗배우니길 441-25,1,친환경과 머루의 달콤한 향기가 가득한 산머루농원에서 머루와 함께하는 시간을 가져보세요.
107,바람새마을,http://www.welchon.com/upload/travelsub/20180816171049384.jpg,37.0133259,127.0201598,031-663-5453,경기 평택시 고덕면 새악길 43-62,1,"▶ 체험  유채호떡 체험, 머드비누 체험, 부들공예 체험, 바람새피리 체험, 트랙터 달구지 타기 등 ▶ 식사  백반(40명 이상인 경우 제공 가능) ▶ 숙박  운영 안 함, 마을 인근 '소풍정원' 캠핑장(47개 사이트. 평택시 공원과 or 인터파크 문의)"
108,교동장독대마을,http://www.welchon.com/upload/travelsub/20181219180641272.jpg,38.1033637,127.2192001,031-534-5211,경기 포천시 관인면 신교동로 148-11,1,"교동장독대마을은 농촌의 건강한 음식을 직접 만들어 먹어볼 수 있는 곳이다. 오감만족 삼시세끼, 우리쌀클레이, 전통고추장 체험 등 다양한 체험을 할 수 있다. 가족단위로 체험이 가능하여 아이를 동반한 가족들이 방문하기 좋다. 시골풍경이 내다보이는 마을카페에서 차 한 잔의 여유를 즐길 수 있고 숙박시설도 갖추어져 있다."
109,포천아트밸리,http://www.welchon.com/upload/travelsub/20181219180759154.JPG,37.9234466,127.2365009,031-538-3483,경기 포천시 신북면 아트밸리로 234,2,"포천 아트밸리는 폐채석장이 멋지게 변신한 친환경 문화예술 공간이다. 우리나라의 으뜸 조경석이었던 포천석을 생산하던 곳으로 화강암질의 다양한 지질이 산재해 있어 국가지질공의 지질명소에 포함되어 있다. 폐채석장의 화려한 변신과 많은 예술작품이 조화롭게 펼쳐진 곳 한탄·임진강 국가지질공원의 명소 중 하나다. ※ 입장료 : 성인 2,000원/ 청소년 1,500원/ 어린이 800원 등"
110,청산명가,http://www.welchon.com/upload/travelsub/20181219180930694.jpg,37.955002,127.1498013,031-536-5362,경기 포천시 신북면 청신로 1215,2,"청산명가(구 청산별미)는 버섯요리 전문점으로 직접 버섯을 재배하고 있으며, 농촌진흥청이 지정한 농가맛집이다. 버섯한우샤브를 비롯하여, 버섯전골, 버섯들깨전골, 버섯탕수, 버섯돌솥비빔밥 등 직접 재배한 버섯을 이용하여 요리한다. 화학 조미료를 사용하지 않고 깔끔하고 정갈한 맛을 내려고 노력하고 있다. ※ 월요일 휴무"
111,허브아일랜드,http://www.welchon.com/upload/travelsub/20181219181017872.jpg,37.9659259,127.131708,031-535-6494,경기 포천시 신북면 청신로947번길 35,2,"허브아일랜드는 허브를 테마로 한 공간으로 겨울에도 대형 온실에서 허브의 진한 향이 느껴진다. 허브박물관과 허브화장품, 허브베개 등 다양한 허브체험, 허브비빔밥 등 허브음식, 허브를 이용한 허브힐링테라피 등 허브에 대한 모든 것을 느껴볼 수 있다. 겨울에는 반짝이는 불빛들로 밤이 더 화려하다. ※ 입장료 : 17세 이상 6,000원(65세 이상 4,000원)/ 37개월~16세 4,000원 등 * 학생증, 신분증 등 증빙서류 지참 필요"
112,어메이징파크,http://www.welchon.com/upload/travelsub/20171219094911865.jpg,37.926651,127.1422211,031-532-1881,경기 포천시 신북면 탑신로 860,1,"ㅇ 입장료    Amazing package = 입장료+과학관+9ZONE / 어른 13,000원, 청소년 10,000원 All in one = 입장료+과학관+9ZONE+어메이징스윙+히든브릿지/ 어른 16,000원, 청소년 14,000원 ㅇ 이용시간 : 평일 10:00~21:00 PM 18:00 입장마감                       주말 10:00~22:00 PM 18:00 입장마감  ㅇ 12월~3월 : 월, 화 휴무"
113,한탄강 둘레길 1코스 ‘벼룻길’,http://www.welchon.com/upload/travelsub/20181219180556648.jpg,38.0772342,127.2220763,,경기 포천시 영북면 비둘기낭길 116,1,"비둘기낭폭포에서 시작하는 한탄강 둘레길 중 ‘벼룻길’은 한탄강의 지질명소를 감상할 수 있는 둘레길이다. 비둘기낭폭포, 멍우리협곡, 부소천협곡 등 한탄강의 비경이 차례로 이어진다. ※ 한탄강둘레길-벼룻길 : 비둘기낭폭포 - 멍우리협곡 - 부소천협곡, 6.2km(왕복 약 3시간 소요)"
114,비둘기낭폭포,http://www.welchon.com/upload/travelsub/20181219180438486.jpg,38.0772342,127.2220763,031-538-2106,경기 포천시 영북면 비둘기낭길 116,1,"비둘기낭 폭포 한탄강 팔경 중 제6경으로 신비롭고 아름다운 경치로 관광지 및 촬영지로 사랑받고 있다. 현무암 협곡, 주상절리, 해식동굴 등 화산활동과 관련된 다양한 지질 구조를 관찰할 수 있는 지질 박물관이기도 하다. 천연기념물 제 537호로 지정되어 있다. ‘선덕여왕, ‘추노’, ‘ 최종병기 활’ 등 영화, 드라마 촬영지로 알려지면서 큰 인기를 끌고 있다. "
115,외갓집마을,http://www.welchon.com/upload/travelsub/20200106100439331.JPG,37.5619339,127.7728486,031-772-3885,경기도 양평군 청운면 신론로 344,1,"전국 최대 규모의 체험장! 유기농 딸기체험과 맨손송어잡기체험을 대표로 나무꾼 체험, 닭장에서 알 서리 체험 등 독특한 체험과 함께하는 축제 ※ 딸기송어축제(1,2월 매주 토요일)"
116,강천섬 유원지,http://www.welchon.com/upload/travelsub/20191008132114239.jpg,37.2347391,127.6927469,,경기도 여주시 강천면 강천리 627번지,1,"가을 정취를 제대로 느낄 수 있는 강천섬유원지는 강바람을 벗 삼아서 산책을 즐기기에 좋은 곳이다. 백패킹 캠퍼들이 선호하는 곳이지만 남한강을 따라 자전거를 타기 좋고, 걷다가 쉬다가 하면서 강바람 따라 걷는 것만으로도 기분 전환이 되는 자연의 휴식처이다. "
117,세종대왕릉,http://www.welchon.com/upload/travelsub/20191008125208597.jpg,37.318083,127.5939396,031-885-3123,경기도 여주시 능서면 왕대리 산33-1,1,조선시대 최고의 성군이었던 세종대왕의 정신이 가장 잘 드러나는 곳 바로 여주에 위치한 세종대왕릉이다. 입구에는 세종대왕이 재위 기간 동안 남긴 업적이 갖가지 모형으로 만들어져 있다. 세종대왕릉은 세종대왕과 소헌 왕후가 합장된 무덤으로 현재의 서울 내곡동에 능이 조성되었으나 세조 때 영릉의 터가 좋지 않다하여 1469년 현 위치로 옮겼다고 한다. 현재의 위치는 기를 많이 받을 수 있는 곳이라 하여 연중 수십만 명이 다녀가는 곳이다.
118,넓은들마을(농촌체험휴양마을),http://www.welchon.com/upload/travelsub/20191008125505850.jpg,37.2633036,127.5787278,031-885-9090,경기도 여주시 능서면 월평로 389,1,"넓은들 마을은 넓은 들판이 끝없이 펼쳐지는 마을로 다른 무엇보다 생생한 농사체험으로 국내 관광객뿐만 아니라 외국인 관광객들에게도 큰 인기를 얻고 있다. 산, 강, 계곡 등에 둘러싸여 있는 다른 마을과는 달리 넓은들 마을은 농사체험을 집중적으로 할 수 있고, 김치 체험장에서는 직접 김치를 담그기도 하고 알록달록 색동저고리를 입고 전통그네를 타며 우리나라 전통문화를 체험할 수 있다는 것이 가장 큰 장점이다. "
119,명성황후생가,http://www.welchon.com/upload/travelsub/20191008125701266.jpg,37.2593649,127.6539988,031-881-9730,경기도 여주시 명성로 71 ,1,명성황후 출생 후 8세까지 살던 생가와 명성황후가 한양으로 올라간 후 왕비로 책정되기 전까지 살았던 감고당이 함께 조성된 곳으로 감고당은 본래 종로구 안국동 덕성여고 본관에 있다가 2006년 원형을 이전 복원했다고 한다. 
120,강천보 한강문화관,http://www.welchon.com/upload/travelsub/20191008130033498.jpg,37.2800487,127.6776482,031-880-6242,경기도 여주시 신단1길 83,1,물과 사람 문화가 흐르는 복합문화공간 한강문화관은 남한강의 수려한 물길을 조망할 수 있는 11층 높이의 아름다운 전망대가 있으며 다양한 기획전시가 개최되고 있다. 
121,황학산수목원,http://www.welchon.com/upload/travelsub/20191008125827563.jpg,37.2785,127.6472056,031-887-2741,경기도 여주시 황학산수목원길73,1,"여주의 드넓은 하늘 아래 자연과 인간이 교감할 수 있는 황학산 수목원은 가을단풍을 가장 잘 느낄 수 있는 산림청에서 조성한 국립 수목원이다. 수목원 안에는 습지원, 석정원, 산열매원, 미니가든, 항아리 정원 등 특색에 따라 조성된 14개의 테마정원으로 이루어져 있으며 매주 화요일부터 금요일까지 사전예약을 하면 숲 해설 프로그램을 이용할 수 있다. "
122,숲옛마을,http://www.welchon.com/upload/travelsub/20190121162220647.JPG,35.7798166,127.8185883,055-942-2247,경남 거창군 북상면 송계로 738,1,"▶ 체험  딸기와 농촌 체험, 농촌 생활 체험, 만들기 체험 등 ▶ 식사  한식뷔페, 바비큐, 비빔밥, 잔치국수 및 수제비(단체만 가능) ▶ 숙박  10인실 1개동, 15인실 2개동 / 전화 확인 필수 T.055-942-2247"
123,수승대마을,http://www.welchon.com/upload/travelsub/20200810150844531.jpg,,,055-941-2023,경남 거창군 위천면 원학길 410,1,"거창의 명승유적지 수승대가 가까이 있고, 정온선생고택과 사계절 산수가 아름다운 금원산이 아주 가까이 있으며 수승대체험휴양마을에서 3분 거리에 전국에서 유명한 황산고가마을도 있습니다. "
124,장척힐링마을,http://www.welchon.com/upload/travelsub/20180726165234935.jpg,35.2771149,128.9245414,,경남 김해시 상동면 장척로462번길 140,1,"- 체험: 자연물 공예체험, 목공예체험, 짚라인, 숲해설 산딸기수확, 감자캐기 등 - 식사: 캠핑장에서 각자 식사 등 - 숙박: 글램핑장 5개, 캠핑데크 32개 / 인터넷 예약"
125,두모마을,http://www.welchon.com/upload/travelsub/20190429095802725.jpg,34.7337998,127.9553316,055-862-5865,경남 남해군 상주면 양아로533번길 18,1,
126,갱번마루마을,http://www.welchon.com/upload/travelsub/20200810135309046.JPG,,,055-862-5590,경남 남해군 설천면 설천로 291-6,1,한편의 시처럼 달콤한 추억이 가득한 마을
127,해바리마을,http://www.welchon.com/upload/travelsub/20200701202455070.jpg,34.846207,127.975414,055-867-1616,경남 남해군 창선면 서부로 257,1,
128,꽃새미마을,http://www.welchon.com/upload/travelsub/20190219090554268.jpg,35.4522864,128.7052586,055-391-3825,경남 밀양시 초동면 방동길 129,1,"▶ 체험  허브농장 견학, 염색 체험, 떡메치기, 장아찌 만들기, 문패 만들기, 허브 체험 등 ▶ 식사  허브오리백숙, 허브오리불고기, 허브닭백숙, 허브제육볶음 된장정식, 허브새싹비빔밥, 하브돈까스 등 ▶ 숙박  꽃새미주막, 참샘허브나라, 흙촌, 백년가약 / 예약 T. 055-391-3825"
129,실안낙조,http://www.welchon.com/upload/travelsub/20171219164921981.jpg,34.9379646,128.0437893,,경남 사천시 노을길 52 (실안동),1,
130,항공우주박물관,http://www.welchon.com/upload/travelsub/20171219164627567.jpg,35.0715185,128.0624398,055-851-6565,경남 사천시 사남면 공단1로 78,1,"*이용시간 : 3월~10월 : 09시~18시 / 11월~2월 : 09시~17시                     과학관 : 하절기 10시~18시, 동절기 10시~17시 *입장료 : 성인 3,000원, 65세 이상 2,000원 청소년,어린이 2,000원, 주차비 무료 *사진 : 한국관광공사"
131,우천바리안마을,http://www.welchon.com/upload/travelsub/20180118163450311.jpg,35.0337691,128.1173943,055-854-2723,경남 사천시 사남면 우천길 47-12,1,"*체험 프로그램 : 연중1(전통/전래 놀이) : 민화그리기 15,000원                          연중2 : 맷돌커피/라떼 9,000원  봄 : 허브향 주머니만들기 6,000원                          여름 : 조각등불배 만들기 15,000원  가을/겨울 : 고구마캐기체험 10,000원 * 식체험 전통놀이와 함께 즐기는 우리음식(오곡밥) 25,000원 : 이 체험은 마을투어와  전통.전래놀이와 함께 이루어지는 단체 체험입니다.(최소20명) 가마솥뚜껑볶음밥(직접만들어먹기) : 이 체험은 연중실시하지만  단체 체험에서 가능한체험입니다. 가마솥이 대형인지라 최소 25명이상 한개의 체험이 더 포함되었을때 가마솥뚜껑 볶음밥을 체험 또는 식사로 드실 수 있습니다. * 사진 : 한국관광공사"
132,배누리교육농장,http://www.welchon.com/upload/travelsub/20171219164800877.jpg,34.9658982,128.0516744,,경남 사천시 해안관광로 458-19 (송포동),1,"* 체험 프로그램 : 건강한 발효빵 만들기, 닭 한 살이 체험교육, 동물교감 체험교육,                            계절별 과일 수확 체험 교육, 빵도마 만들기(나무공예) * 사진 : 배누리교육농장"
133,창원성주사,http://www.welchon.com/upload/travelsub/20190829130224951.PNG,35.176138,128.7153187,055-262-0108,경남 창원시 성산구 곰절길 191 (천선동),1,"창원성주사는 대한불교조계종 제14교구 본사인 범어사의 말사이다. 도력으로 왜구를 물리친 무염(無染) 국사를 기리기 위해 835년(흥덕왕 10) 창건되었다. 당시 해안지대에는 왜구의 침략이 잦아 왕이 몹시 고민하였는데, 지리산에 있던 무염이 이 산에 와서 신통력으로 신병(神兵)을 불러 물리쳤다고 한다. 이에 왕이 밭 360결(結)과 노비 100호(戶)를 내려 절을 창건하게 하고, 성인이 상주하는 곳이라는 뜻으로 성주사라 이름 지었다고 한다.    - 주소 : 경남 창원시 성산구 곰절길 191  - 문의 : 055-262-0108 "
134,창원과학체험관,http://www.welchon.com/upload/travelsub/20190829130351447.jpg,35.2304082,128.6584816,055-267-2676,경남 창원시 성산구 충혼로72번길 16 (중앙동),1,"창원과학체험관은 경남 유일의 과학체험관으로, 내일의 주인공인 어린이와 청소년들에게 미래의 꿈과 희망을 심어줄 훌륭한 과학의 터전이자 요람이다. 과학이라면 어렵다! 재미없다! 라는 편견을 깨뜨려 과학을 즐기면서 배우고 부모와 자녀가 함께 체험할 수 있는 곳이 바로 창원과학체험관이다. 창원과학체험관은 하이테크적 이미지를 강조한 본관에 상설전시관인 2층은 사이언스테이션으로 기초과학존, 생명과학존, 기계소재존, 환경과 에너지존이 위치해 있으며, 3층은 사이언스 테마파크로 우주항공존, 정보통신존, 창원 특별존으로 구성되어 있다.   - 주소 : 경남 창원시 성산구 충혼로 72번길 16  - 문의 : 055-267-2676, 2681~2  - 요금 : 어른 3,000원, 청소년 2,500원 어린이 2,000원"
135,빗돌배기마을,http://www.welchon.com/upload/travelsub/20201203142959867.jpg,,,055-291-4822,경남 창원시 의창구 대산면 진산대로505번길 51-17,1,빗돌로 이루어진 동산 아래 옹기종기 모여사는 정겹고 따뜻한 농촌마을
136,1. 황매산 모산재,http://www.welchon.com/upload/travelsub/20191008161027344.jpg,35.468575,127.9993572,055-930-4752,경남 합천 가회면 둔내리 산159-3,1,"모산재는 잣골듬이라고도 부르고, ‘신령스런 바위산’이란 뜻의 영암산으로 부르기도 한다. 산이나 봉이 아닌 ‘높은 산의 고개’라는 뜻의 재라는 것이 특이하다. 산 전체가 하나의 거대한 바위덩어리로 보이는 모산재는 한폭의 한국화를 연상케한다, 돛대바위, 무지개터, 황매산성, 순결바위, 국사당을 잇는 산행코스로 주능선 부분은 풍화작용으로 넓은 평지를 이루고 숲이 우거졌으며, 정상에는 한국 제일의 명당자리로 알려진 무지개터와 바위 끝 부분이 갈라진 커다란 순결바위가 있다. 순결바위는 평소 생활이 깨끗하지 못한 사람이 이바위의 틈에 들어가면 빠져나오지 못한다는 말이 전해진다 "
