amenity,shop,name,name:ko,addr:full,phone,brand,cuisine
restaurant,,마루와토방,마루와토방,"광주광역시 북구 문산로 96 (문흥동,(1층))",,,
restaurant,,영,영,"광주광역시 북구 군왕로 57-1 (두암동, 지하1층)",,,
restaurant,,끝내주는집,끝내주는집,"광주광역시 북구 금호로 9 (운암동,(1층))",,,
restaurant,,옥당고기세상,옥당고기세상,"광주광역시 북구 송해로 47-2 (삼각동, 1층)",,,
restaurant,,7번가피자,7번가피자,"광주광역시 북구 서강로 89 (운암동, 103호)",062-531-2777,,pizza
restaurant,,난타5000오치삼각점,난타5000오치삼각점,"광주광역시 북구 설죽로370번길 24 (오치동, 1층)",,,
restaurant,,고산촌닭,고산촌닭,광주광역시 북구 용주로 29-10 (용봉동),062-522-9210,,
restaurant,,마실,마실,"광주광역시 북구 비엔날레로 173, 1층 (용봉동)",062-526-8767,,
restaurant,,우리동네행복맛집,우리동네행복맛집,"광주광역시 북구 동운로 217-5 (운암동, 1층)",,,
restaurant,,행복한파랑새,행복한파랑새,광주광역시 북구 유림로 140 (동림동),062-526-4485,,
restaurant,,남도추어탕,남도추어탕,"광주광역시 북구 양산로 87, 1층 (양산동)",062-576-0400,,
restaurant,,투사랑(3호점),투사랑(3호점),"광주광역시 북구 황계로55번길 7 (운암동, 1층, 상가동 101호)",,,
restaurant,,종로맥가(광주오치점),종로맥가(광주오치점),"광주광역시 북구 안산로 67 (오치동, 1층)",,,
restaurant,,삼대가족국밥,삼대가족국밥,"광주광역시 북구 중흥로 100 (신안동, 1층)",,,korean
restaurant,,마포돈구이,마포돈구이,"광주광역시 북구 대천로 125-1 (문흥동,(1층))",,,
restaurant,,전대별식,전대별식,"광주광역시 북구 호동로 25 (중흥동, 1층)",,,
restaurant,,용봉,용봉,"광주광역시 북구 저불로69번길 18 (용봉동, 2층)",,,
restaurant,,행운의식당,행운의식당,"광주광역시 북구 무등로 240 (중흥동, 1층 )",062-521-8625,,
restaurant,,명인국수와숯불냉면,명인국수와숯불냉면,"광주광역시 북구 비엔날레로 134 (용봉동, 1층)",,,
restaurant,,밥묵꼬술묵꼬,밥묵꼬술묵꼬,광주광역시 북구 대천로157번길 2 (문흥동),,,
restaurant,,웰빙식당,웰빙식당,"광주광역시 북구 금재로36번길 65-5 (북동, 1층)",062-236-2048,,
restaurant,,예향정전대점,예향정전대점,"광주광역시 북구 호동로 5 (용봉동, 1층)",062-266-4328,,
restaurant,,미진,미진,"광주광역시 북구 일곡마을로 152 (일곡동, 1층)",062-572-7027,,
restaurant,,푸드서비스,푸드서비스,"광주광역시 북구 우치로264번길 16 (오치동,(1층))",,,
restaurant,,알케이필리피나스스토어(RK PILIPINAS STORE),알케이필리피나스스토어(RK PILIPINAS STORE),"광주광역시 북구 면앙로121번길 63, 1층 (문흥동)",,,
restaurant,,자연마을,자연마을,"광주광역시 북구 동문대로248번길 39 (각화동,외1필지 각화종합상가 201호)",,,
restaurant,,수유리우동집(운암점),수유리우동집(운암점),"광주광역시 북구 대자실로 22 (운암동, 1층 109호)",,,
restaurant,,헤이즈99(Hayes99),헤이즈99(Hayes99),"광주광역시 북구 일곡택지로99번길 35 (일곡동, 1층,2층)",,,
restaurant,,두암점굽네치킨,두암점굽네치킨,"광주광역시 북구 삼정로 71 (두암동,부영상가 104호)",,,chicken
restaurant,,수바,수바,"광주광역시 북구 운용로 86 (용봉동, 2층)",,,
restaurant,,일천억레스토랑,일천억레스토랑,"광주광역시 북구 북문대로19번길 13 (운암동,2층)",,,
restaurant,,돼지마을숯불구이,돼지마을숯불구이,"광주광역시 북구 설죽로471번길 51 (삼각동,1층)",,,
restaurant,,전승규감자탕이야기,전승규감자탕이야기,"광주광역시 북구 서하로 153, 1층 (매곡동)",062-266-0385,,
restaurant,,명가(明家)왕족발,명가(明家)왕족발,"광주광역시 북구 하서로 421 (용두동, 양산빌딩 1층 106호)",062-571-8235,,
restaurant,,도원,도원,"광주광역시 북구 설죽로217번길 14 (용봉동, 1층)",,,
restaurant,,소담소담,소담소담,"광주광역시 북구 신흥로 28-1 (중흥동, 1층)",062-515-8541,,
restaurant,,호박,호박,광주광역시 북구 양산제로 109-4 (연제동),,,
restaurant,,신천불닭발,신천불닭발,"광주광역시 북구 설죽로202번길 63 (용봉동, 2층)",,,
restaurant,,캠토(헤아림점),캠토(헤아림점),"광주광역시 북구 하서로 290-51 (일곡동, 가동 1층)",,,
restaurant,,삼삼추어탕,삼삼추어탕,"광주광역시 북구 무등로 281-4 (중흥동,(1층))",,,
restaurant,,쌈육구,쌈육구,"광주광역시 북구 설죽로202번길 83, 2층 (용봉동)",062-434-8293,,
restaurant,,미진푸드,미진푸드,광주광역시 북구 첨단벤처소로 62 (월출동),062-973-0206,,
restaurant,,수산물회백화점,수산물회백화점,"광주광역시 북구 양산택지로 27 (양산동, 가동 1층)",,,
restaurant,,씨스타,씨스타,"광주광역시 북구 밤실로167번길 1 (풍향동,(지하))",,,
restaurant,,아지트,아지트,"광주광역시 북구 면앙로165번길 15 (두암동, 1층)",,,
restaurant,,신바람막창구이,신바람막창구이,"광주광역시 북구 풍동길13번길 2 (풍향동,(지상1층))",062-525-4540,,
restaurant,,카페뮤,카페뮤,"광주광역시 북구 우치로422번길 11 (삼각동, 2층)",,,
restaurant,,달통기타라이브,달통기타라이브,"광주광역시 북구 저불로 94 (용봉동, 1층)",,,
restaurant,,뚱스백반,뚱스백반,"광주광역시 북구 서암대로 6 (운암동,(1층))",,,
restaurant,,포차포차,포차포차,광주광역시 북구 대천로 125 (문흥동),,,
restaurant,,맛있는이야기,맛있는이야기,"광주광역시 북구 우치로27번길 47, 1층 (중흥동)",,,
restaurant,,토방,토방,광주광역시 북구 설죽로320번길 18 (오치동),,,
restaurant,,황후쟁반짜장,황후쟁반짜장,"광주광역시 북구 양산택지로33번길 10-5 (양산동, 1층)",,,
restaurant,,사또김밥,사또김밥,"광주광역시 북구 독립로 265 (북동, 1층)",,,
restaurant,,일품명가,일품명가,"광주광역시 북구 양산택지로33번길 10-5 (양산동, 1층)",,,
restaurant,,줄벼락,줄벼락,광주광역시 북구 설죽로214번길 70-6 (용봉동),,,
restaurant,,김떡순,김떡순,"광주광역시 북구 안산로 34, 1층 (오치동)",,,
restaurant,,내담대구탕찜,내담대구탕찜,광주광역시 북구 대천로139번길 5-1 (문흥동),062-251-7533,,
restaurant,,CIEL씨엘,CIEL씨엘,"광주광역시 북구 첨단연신로107번길 29 (신용동, 202호)",,,
restaurant,,옛날스넥,옛날스넥,"광주광역시 북구 설죽로370번길 27 (삼각동, 삼각동 모아,호반아파트상가 102호)",062-251-3435,,
restaurant,,풍호양꼬치,풍호양꼬치,광주광역시 북구 반룡로 35 (용봉동),,,
restaurant,,자유공간,자유공간,"광주광역시 북구 대자로 75-2 (운암동,(1층))",,,
restaurant,,행복카페,행복카페,"광주광역시 북구 양산택지로 42 (양산동, 1층, 2층)",062-575-5558,,
restaurant,,공원칼국수,공원칼국수,"광주광역시 북구 하백로 10 (매곡동,(1층))",062-574-2535,,
restaurant,,깻잎통닭,깻잎통닭,"광주광역시 북구 대천로 175-1 (문흥동, 1층)",062-471-5669,,chicken
restaurant,,니꾸소,니꾸소,광주광역시 북구 용봉택지로 54 (용봉동),062-512-9111,,
restaurant,,썬더치킨,썬더치킨,"광주광역시 북구 동문대로112번길 27, 1층 (두암동)",062-263-3392,,chicken
restaurant,,낭만오징어,낭만오징어,"광주광역시 북구 첨단연신로108번길 51-20 (신용동, 1층)",,,
restaurant,,후,후,"광주광역시 북구 저불로 40, 3층 (용봉동)",,,
restaurant,,논두렁추어탕,논두렁추어탕,"광주광역시 북구 북문대로33번길 12 (운암동, 1층)",062-522-0888,,
restaurant,,달콤해,달콤해,"광주광역시 북구 반룡로27번길 27 (용봉동, 1층)",062-522-8984,,
restaurant,,술고래가맥,술고래가맥,광주광역시 북구 호동로 62-1 (문흥동),062-266-9030,,
restaurant,,이석열초밥참치,이석열초밥참치,광주광역시 북구 능안로12번길 47 (문흥동),062-267-9235,,japanese
restaurant,,천지연,천지연,광주광역시 북구 설죽로214번길 90 (용봉동),062-527-6385,,
restaurant,,국수나무일곡점,국수나무일곡점,"광주광역시 북구 설죽로 518-4 (일곡동,(113호))",062-576-9991,,
restaurant,,썬초밥참치연어,썬초밥참치연어,"광주광역시 북구 설죽로217번길 34-6 (용봉동, 1층)",,,japanese
restaurant,,일곡대패삼겹살,일곡대패삼겹살,"광주광역시 북구 설죽로 517-7 (일곡동, 1층)",,,
restaurant,,초이스,초이스,광주광역시 북구 서암대로 10-1 (운암동),,,
restaurant,,아프리카스,아프리카스,"광주광역시 북구 용주로30번길 50 (용봉동, 1층)",,,
restaurant,,명륜진사갈비(일곡점),명륜진사갈비(일곡점),광주광역시 북구 설죽로 506-9 (일곡동),062-571-7288,,
restaurant,,올래호프,올래호프,"광주광역시 북구 설죽로 496-9 (일곡동, 2층)",,,
restaurant,,욜로비어호프,욜로비어호프,"광주광역시 북구 설죽로 496-5 (일곡동, 110호)",062-572-0038,,
restaurant,,말죽거리,말죽거리,광주광역시 북구 서하로 256 (오치동),062-262-6459,,
restaurant,,오라구(ORAGU)전대후문점,오라구(ORAGU)전대후문점,"광주광역시 북구 우치로100번길 9, 2층 (용봉동)",,,
restaurant,,찡찡꼬마김밥,찡찡꼬마김밥,"광주광역시 북구 대자실로 22 (운암동, 상가동 1층 108호)",,,
restaurant,,무등골한우식육식당,무등골한우식육식당,"광주광역시 북구 양산로 6 (양산동,1층)",062-571-9290,,
restaurant,,산수옥모밀,산수옥모밀,"광주광역시 북구 첨단연신로 265 (신용동, 102호)",,,
restaurant,,철따라맛따라,철따라맛따라,"광주광역시 북구 설죽로315번길 40 (매곡동, 1층)",062-571-8083,,
restaurant,,엘리팝일곡점,엘리팝일곡점,"광주광역시 북구 설죽로 496-3 (일곡동, 1층)",062-575-5906,,
restaurant,,피아체레,피아체레,"광주광역시 북구 서방로 170 (두암동,(지상1층))",,,
restaurant,,미꼬투리,미꼬투리,"광주광역시 북구 매곡로 89 (매곡동,외2필지)",062-574-9294,,
restaurant,,가리비,가리비,광주광역시 북구 금호로 14 (운암동),,,
restaurant,,흑산도홍어집,흑산도홍어집,"광주광역시 북구 북문대로19번길 8, 1층 (운암동)",,,
restaurant,,멕시카나치킨,멕시카나치킨,"광주광역시 북구 서하로106번길 4 (매곡동,(지상1층))",062-574-8295,,chicken
restaurant,,벌툰전남대점,벌툰전남대점,"광주광역시 북구 면앙로6번길 76 (용봉동,2층)",062-265-5883,,
restaurant,,민속갈비,민속갈비,"광주광역시 북구 설죽로217번길 34-8 (용봉동, 1층,2층)",062-512-3337,,
restaurant,,돈족발,돈족발,"광주광역시 북구 우치로231번길 50 (오치동, 1층 105호)",,,
restaurant,,김밥랜드,김밥랜드,"광주광역시 북구 북문대로242번길 13, 상가동 106호 (동림동,동림동푸른마을주공3단지아파트)",,,
restaurant,,오모야,오모야,광주광역시 북구 설죽로214번길 123 (용봉동),062-528-2204,,
restaurant,,투사랑,투사랑,광주광역시 북구 신임로 18 (임동),062-529-0690,,
restaurant,,용전옛날손짜장,용전옛날손짜장,"광주광역시 북구 우치로 824 (용전동, 1층)",062-571-5261,,
restaurant,,피엠푸드,피엠푸드,"광주광역시 북구 설죽로 535-1 (일곡동, 상가동 111호)",,,
restaurant,,통큰아구찜,통큰아구찜,"광주광역시 북구 우치로231번길 17 (오치동, 1층)",,,
restaurant,,첼로,첼로,"광주광역시 북구 금호로 14 (운암동, 1층)",,,
restaurant,,니꼬니꼬,니꼬니꼬,광주광역시 북구 군왕로 84 (두암동),062-263-4357,,
restaurant,,심야식당,심야식당,"광주광역시 북구 밤실로208번길 24 (두암동, 1층)",,,
restaurant,,함평장어농장,함평장어농장,"광주광역시 북구 운용로 73 (용봉동,(1층))",,,
restaurant,,화꾸소흑도새기,화꾸소흑도새기,광주광역시 북구 설죽로320번길 4 (오치동),062-266-3392,,
restaurant,,명랑핫도그,명랑핫도그,"광주광역시 북구 우치로90번길 7-8, 1층 (용봉동)",,,
restaurant,,고조선,고조선,"광주광역시 북구 군왕로 159-1 (두암동, 1층)",,,
restaurant,,바다이야기회포장마차,바다이야기회포장마차,광주광역시 북구 저불로 34 (용봉동),,,
restaurant,,원이네웰빙호떡튀김,원이네웰빙호떡튀김,"광주광역시 북구 서방로 73 (우산동, 1층)",,,
restaurant,,남다른감자탕,남다른감자탕,"광주광역시 북구 하남대로 711 (운암동, 1층)",062-531-2114,,
restaurant,,담양식돼지갈비그대로,담양식돼지갈비그대로,"광주광역시 북구 우치로331번길 4, 1층 (삼각동, 외1필)",,,
restaurant,,유니버셜커유,유니버셜커유,"광주광역시 북구 설죽로 620 (일곡동, 2층 6호)",,,
restaurant,,신안골,신안골,광주광역시 북구 자산로 45 (신안동),062-511-7717,,
restaurant,,금성칡냉면,금성칡냉면,"광주광역시 북구 월동로 37 (두암동, 1층)",062-264-1370,,
restaurant,,술고래,술고래,"광주광역시 북구 서하로 235, 1층 (오치동)",,,
restaurant,,서림정,서림정,광주광역시 북구 신임로 18 (임동),,,
restaurant,,YET(엩),YET(엩),"광주광역시 북구 면앙로6번길 68, 5층 (용봉동)",,,
restaurant,,타이하나,타이하나,"광주광역시 북구 운용로95번길 9, 1층 (용봉동)",,,
restaurant,,남상미 맛집,남상미 맛집,광주광역시 북구 서하로 235 (오치동),062-262-5471,,
restaurant,,이모네포장마차,이모네포장마차,광주광역시 북구 밤실로 198 (두암동),062-251-3594,,
restaurant,,주연,주연,"광주광역시 북구 반룡로18번길 18 (용봉동, 1층)",062-515-1260,,
restaurant,,어부회포차,어부회포차,"광주광역시 북구 양산택지로 54, 1층 (양산동)",,,
restaurant,,최고당,최고당,"광주광역시 북구 우치로110번길 16-1 (용봉동, 1층)",,,
restaurant,,목동모밀,목동모밀,"광주광역시 북구 비엔날레로 109-1 (용봉동, 1층)",062-525-5110,,
restaurant,,술이있어카~이야기가있어톡!,술이있어카~이야기가있어톡!,"광주광역시 북구 호동로 42-1, 1층 (중흥동)",,,
restaurant,,한아름삼겹살,한아름삼겹살,"광주광역시 북구 안산로 34 (오치동, 1층)",062-263-5652,,
restaurant,,투다리(각화점),투다리(각화점),광주광역시 북구 군왕로 200 (각화동),062-269-7216,,
restaurant,,짬뽕대왕,짬뽕대왕,광주광역시 북구 북문대로 101-9 (운암동),062-511-5050,,
restaurant,,산골갈비탕,산골갈비탕,"광주광역시 북구 용전마을길 24-6 (용전동, 1층)",062-576-4516,,
restaurant,,대성콩물,대성콩물,"광주광역시 북구 제봉로 272 (중흥동, 1층)",,,
restaurant,,길가온,길가온,"광주광역시 북구 중가로51번길 18, 1층 (유동)",,,
restaurant,,갈무리,갈무리,광주광역시 북구 우치로90번길 6 (용봉동),,,
restaurant,,모퉁이,모퉁이,"광주광역시 북구 면앙로185번길 31 (두암동, 1층)",,,
restaurant,,용봉콘서트별이빛나는밤에,용봉콘서트별이빛나는밤에,"광주광역시 북구 운용로 98, 3층 (용봉동)",,,
restaurant,,다온,다온,광주광역시 북구 동운로201번길 68 (운암동),,,
restaurant,,가든,가든,"광주광역시 북구 신용산길 66 (신용동, 2층)",,,
restaurant,,이영미궁중한방삼계탕,이영미궁중한방삼계탕,"광주광역시 북구 서하로 156, 1층 (용봉동)",062-513-9292,,
restaurant,,노가리앤비어,노가리앤비어,광주광역시 북구 호동로15번길 26-1 (용봉동),,,
restaurant,,최고김밥,최고김밥,"광주광역시 북구 서방로9번길 8 (중흥동, 1층)",,,
restaurant,,나연이네,나연이네,"광주광역시 북구 연양로67번길 20, 1층 (양산동)",062-572-0092,,
restaurant,,빈스키친,빈스키친,"광주광역시 북구 일곡마을로 168, 1층 (일곡동)",062-251-0335,,
restaurant,,완도활어,완도활어,광주광역시 북구 저불로 14-2 (용봉동),062-526-5600,,
restaurant,,곱순이곱창,곱순이곱창,"광주광역시 북구 서강로66번길 42, 1층 (운암동)",062-512-9077,,
restaurant,,주막촌,주막촌,"광주광역시 북구 우치로228번길 60, 1층 (오치동)",,,
restaurant,,배터지는 생 돈까스,배터지는 생 돈까스,"광주광역시 북구 서강로62번길 5-1 (운암동, 1층 )",,,
restaurant,,더블루스,더블루스,"광주광역시 북구 하서로 415 (용두동, 외 5필지, 2층)",,,
restaurant,,치킨카페,치킨카페,"광주광역시 북구 면앙로121번길 91 (문흥동, 1층)",,,chicken
restaurant,,에쏠로지일곡점,에쏠로지일곡점,"광주광역시 북구 양일로305번길 2 (일곡동, 1층)",062-575-2525,,
restaurant,,치순이통닭(양산점),치순이통닭(양산점),"광주광역시 북구 자라봉로 49 (양산동, 2동 1층)",062-576-7984,,chicken
restaurant,,밤산책가들,밤산책가들,"광주광역시 북구 서암대로159번길 37 (신안동, 1층)",,,
restaurant,,청원모밀,청원모밀,"광주광역시 북구 설죽로 518 (일곡동, 1층)",,,
restaurant,,쑥이커피,쑥이커피,"광주광역시 북구 대천로 81 (오치동,1층)",062-264-8268,,
restaurant,,더(the)마시까,더(the)마시까,광주광역시 북구 양일로305번길 28 (일곡동),,,
restaurant,,노가리앤비어(매곡점),노가리앤비어(매곡점),"광주광역시 북구 매곡로 74 (매곡동, 1층)",,,
restaurant,,돈까스뷔페,돈까스뷔페,"광주광역시 북구 양일로305번길 2 (일곡동, 2층)",,,
restaurant,,커피스토리,커피스토리,"광주광역시 북구 양산제로 113, 1층 (연제동)",062-575-2287,,
restaurant,,천자물회,천자물회,"광주광역시 북구 서하로257번길 2, 1층 (오치동)",,,
restaurant,,황하호연,황하호연,"광주광역시 북구 서하로 362-3 (문흥동, 1층)",,,
restaurant,,왕골남서문,왕골남서문,"광주광역시 북구 하서로 438, 1층 (용두동)",062-571-2290,,
restaurant,,수미기사식당,수미기사식당,광주광역시 북구 경양로103번길 2 (신안동),062-528-2680,,
restaurant,,마니쿠니,마니쿠니,광주광역시 북구 서방로 130-1 (두암동),062-653-7939,,
restaurant,,운암7080,운암7080,"광주광역시 북구 대자로 70, 2층 (운암동)",,,
restaurant,,월,월,"광주광역시 북구 서양로 12 (신안동, 1층)",,,
restaurant,,황제쟁반짜장,황제쟁반짜장,광주광역시 북구 서림로 150 (임동),062-529-9075,,
restaurant,,초짓남,초짓남,광주광역시 북구 설죽로 506-10 (일곡동),062-576-9982,,
restaurant,,종로전집,종로전집,광주광역시 북구 북문대로159번길 30 (운암동),,,
restaurant,,더비어,더비어,광주광역시 북구 매곡로 15 (용봉동),,,
restaurant,,태경상사(카페토크),태경상사(카페토크),"광주광역시 북구 동문대로 122-1 (두암동, 1층, 2층)",062-266-7711,,
restaurant,,세연식당,세연식당,광주광역시 북구 동문대로 269 (문흥동),062-269-3353,,
restaurant,,황계산장,황계산장,광주광역시 북구 밤실로169번길 16 (풍향동),,,
restaurant,,카츠앤소바,카츠앤소바,광주광역시 북구 우치로90번길 17 (용봉동),062-252-9455,,
restaurant,,바다치킨,바다치킨,"광주광역시 북구 군왕로 20-1 (풍향동, 1층)",,,chicken
restaurant,,88켄터키치킨,88켄터키치킨,"광주광역시 북구 군왕로8번길 5 (풍향동, 1층)",,,chicken
restaurant,,미담소,미담소,"광주광역시 북구 저불로 30, 1층 (용봉동)",062-514-5656,,
restaurant,,역전총각맥주,역전총각맥주,"광주광역시 북구 우치로257번길 24 (오치동, 1층)",,,
restaurant,,굽네치킨 용봉점,굽네치킨 용봉점,"광주광역시 북구 서암대로 74-1 (신안동,103호)",062-525-9294,,chicken
restaurant,,째깐이네,째깐이네,"광주광역시 북구 호동로 54 (문흥동,(1층))",,,
restaurant,,별미손만두,별미손만두,광주광역시 북구 북문대로 245 (동림동),062-513-9255,,
restaurant,,청춘불패,청춘불패,"광주광역시 북구 필문대로11번길 12, 1층 (풍향동)",,,
restaurant,,엄마손집밥,엄마손집밥,광주광역시 북구 호동로79번길 47 (용봉동),,,
restaurant,,장작패는돼지,장작패는돼지,광주광역시 북구 서방로107번길 97 (두암동),062-267-2888,,
restaurant,,광주역장례식장,광주역장례식장,"광주광역시 북구 무등로 198 (신안동, 2층)",,,
restaurant,,오징어나라1,오징어나라1,"광주광역시 북구 우치로100번길 38, 1층 (용봉동)",062-265-7696,,
restaurant,,월남옥(越南屋),월남옥(越南屋),"광주광역시 북구 비엔날레로 134 (용봉동, 1층)",,,
restaurant,,1993,1993,광주광역시 북구 문산로 108 (문흥동),,,
restaurant,,청춘여행전대점,청춘여행전대점,"광주광역시 북구 우치로100번길 38, 1층 (용봉동)",,,
restaurant,,달싸름,달싸름,"광주광역시 북구 설죽로126번길 52 (신안동, 1층 101호)",,,
restaurant,,나주곰탕,나주곰탕,"광주광역시 북구 문화소통로 136 (오치동, 1층)",,,
restaurant,,디디치킨,디디치킨,"광주광역시 북구 서하로 235, 1층 (오치동)",062-264-8592,,chicken
restaurant,,일곡신코다리,일곡신코다리,"광주광역시 북구 설죽로455번길 30 (삼각동, 1층)",,,
restaurant,,엠카페딜라잇(M Cafe Delight),엠카페딜라잇(M Cafe Delight),"광주광역시 북구 비엔날레로 101 (용봉동, 1층)",,,
restaurant,,김경엽다슬기,김경엽다슬기,광주광역시,062-375-0660,,
restaurant,,원조교동해물짬뽕,원조교동해물짬뽕,"광주광역시 북구 독립로 251 (북동,(1층))",,,
restaurant,,피자에자격,피자에자격,"광주광역시 북구 동림용산로 31 (동림동,(1층))",,,pizza
restaurant,,"커피,오후","커피,오후","광주광역시 북구 동운로201번길 60 (운암동, 1층)",,,
restaurant,,맛있는부엌,맛있는부엌,"광주광역시 북구 첨단연신로107번길 45-11, 1층 102호 (신용동)",,,
restaurant,,썬더치킨상대점,썬더치킨상대점,"광주광역시 북구 설죽로202번길 36, 1층 (용봉동)",,,chicken
restaurant,,동아리,동아리,"광주광역시 북구 무등로 22 (임동, 외1필지 1층)",,,
restaurant,,행복한커피공방,행복한커피공방,"광주광역시 북구 서강로131번길 5-6 (운암동, 1층,2층)",,,
restaurant,,부대통령뚝배기,부대통령뚝배기,"광주광역시 북구 우치로90번길 21 (용봉동,(1층))",,,
restaurant,,사랑비라이브,사랑비라이브,"광주광역시 북구 양산신촌길 13 (양산동, 1층)",,,
restaurant,,짚쌩2,짚쌩2,광주광역시 북구 면앙로6번길 82 (용봉동),,,
restaurant,,짚쌩3,짚쌩3,"광주광역시 북구 면앙로6번길 82 (용봉동,(3층))",,,
restaurant,,대한민국핫도그전대상대점,대한민국핫도그전대상대점,"광주광역시 북구 설죽로202번길 90, 1층 (용봉동)",062-526-9990,,
restaurant,,이바돔감자탕(첨단2지구점),이바돔감자탕(첨단2지구점),"광주광역시 북구 첨단연신로 271 (신용동, 2층 )",062-576-1217,,
restaurant,,블리스아웃(blissout),블리스아웃(blissout),"광주광역시 북구 우치로 104-9 (용봉동, 1층)",,,
restaurant,,일번지,일번지,"광주광역시 북구 송월로20번길 2 (오치동, 1층)",,,
restaurant,,모해,모해,"광주광역시 북구 저불로69번길 17-1 (용봉동,(1층))",,,
restaurant,,다온장어,다온장어,"광주광역시 북구 우치로228번길 55 (오치동, 1층)",,,
restaurant,,다부,다부,"광주광역시 북구 저불로 65, 1층 (용봉동)",,,
restaurant,,윤희네계절음식,윤희네계절음식,"광주광역시 북구 우치로27번길 24 (중흥동,(1층))",,,
restaurant,,부리나치킨(문흥점),부리나치킨(문흥점),"광주광역시 북구 대천로 113-1 (문흥동,(1층))",,,chicken
restaurant,,진우한우곱창양산점,진우한우곱창양산점,"광주광역시 북구 양산택지로 42 (양산동, 1층)",062-572-2279,,
restaurant,,라움,라움,"광주광역시 북구 삼정로 101 (두암동, 1층)",,,
restaurant,,양떼목장,양떼목장,"광주광역시 북구 양산택지로 27 (양산동, 가동 1층)",062-576-9292,,
restaurant,,구억식당,구억식당,"광주광역시 북구 운용로 89, 1층 (용봉동)",062-511-6680,,
restaurant,,쿠잉,쿠잉,"광주광역시 북구 서림로 19 (임동, 1층,2층)",,,
restaurant,,깐깐한족발(일곡점),깐깐한족발(일곡점),"광주광역시 북구 설죽로 518-7 (일곡동, 1층)",,,
restaurant,,차카차카패밀리카페,차카차카패밀리카페,"광주광역시 북구 연양로105번길 32 (양산동, 1층)",,,
restaurant,,돼지꿈꾸다,돼지꿈꾸다,"광주광역시 북구 자동차로 73 (신안동, 1층)",062-526-3392,,
restaurant,,월하리,월하리,"광주광역시 북구 설죽로471번길 8, 1층 (삼각동)",062-575-5292,,
restaurant,,친구비어,친구비어,광주광역시 북구 서하로 202-15 (오치동),,,
restaurant,,숯과꼼장어,숯과꼼장어,"광주광역시 북구 양일로305번길 26, 1층 (일곡동)",,,
restaurant,,블랙돼지,블랙돼지,광주광역시 북구 설죽로217번길 11 (용봉동),,,
restaurant,,반하다,반하다,"광주광역시 북구 대자로 54 (운암동, 2층)",,,
restaurant,,다원각,다원각,"광주광역시 북구 군왕로 22 (풍향동,(1층))",062-263-4488,,
restaurant,,새힘통닭,새힘통닭,"광주광역시 북구 무등로80번길 24 (임동, 1층)",062-525-8409,,chicken
restaurant,,메밀정원,메밀정원,"광주광역시 북구 일곡마을로 173-1, 1층 (일곡동)",062-573-0900,,
restaurant,,편한자리,편한자리,광주광역시 북구 일곡택지로 61 (일곡동),062-574-0693,,
restaurant,,비어펍,비어펍,"광주광역시 북구 첨단연신로91번길 44 (신용동, 2층,201호)",,,
restaurant,,손팥죽집,손팥죽집,광주광역시 북구 우치로331번길 3 (오치동),062-266-2004,,
restaurant,,참치가(家)마시따,참치가(家)마시따,광주광역시 북구 서방로107번길 75-2 (두암동),062-269-3774,,
restaurant,,타임비어,타임비어,"광주광역시 북구 용봉택지로 39 (용봉동, 상가동 5층, 506호)",,,
restaurant,,전통나주곰탕,전통나주곰탕,광주광역시 북구 운용로 95 (용봉동),062-514-0448,,
restaurant,,땡초푸드파이터(본점),땡초푸드파이터(본점),"광주광역시 북구 밤실로208번길 7, 1층 (두암동)",,,
restaurant,,23시참숯돼지구이,23시참숯돼지구이,광주광역시 북구 동운로 182 (운암동),,,
restaurant,,만다린,만다린,"광주광역시 북구 첨단연신로108번길 59-24 (신용동, 1층)",,,
restaurant,,반올림피자샵,반올림피자샵,"광주광역시 북구 서강로 38 (운암동, 상가동 1층 101호)",,,pizza
restaurant,,수곡식당,수곡식당,"광주광역시 북구 수곡마을로 7-13 (수곡동, 1층)",,,
restaurant,,주전부리,주전부리,"광주광역시 북구 군왕로 69-1 (두암동, 1층)",,,
restaurant,,뚱뚱이할머니족발,뚱뚱이할머니족발,"광주광역시 북구 용봉택지로 62 (용봉동,(1층))",062-514-7795,,
restaurant,,고기마트식육식당,고기마트식육식당,"광주광역시 북구 양산택지로 118, 만성빌딩 1층 101~102호 (본촌동)",062-363-3003,,
restaurant,,다오래,다오래,"광주광역시 북구 용주로30번길 72 (용봉동, 1층)",,,
restaurant,,라운지에스프레소,라운지에스프레소,"광주광역시 북구 첨단연신로 25 (연제동, 1층 111호, 112호)",,,
restaurant,,옛날스넥,옛날스넥,"광주광역시 북구 문산로 61 (문흥동, 1층 104호)",,,
restaurant,,스텀블온(STUMBLEON),스텀블온(STUMBLEON),"광주광역시 북구 우치로 86-4 (용봉동, 지하1층)",,,
restaurant,,청자,청자,광주광역시 북구 서강로 57 (운암동),,,
restaurant,,카페(caffe)꿈,카페(caffe)꿈,"광주광역시 북구 금남로131번길 9 (북동, 1층)",,,
restaurant,,옹고집보쌈,옹고집보쌈,광주광역시 북구 저불로 18-4 (용봉동),062-515-0160,,
restaurant,,형님육회,형님육회,"광주광역시 북구 자미로66번길 15 (신안동, 1층)",062-527-9445,,
restaurant,,왕꽃돈,왕꽃돈,"광주광역시 북구 비엔날레로 3 (운암동,(1층))",062-366-5980,,
restaurant,,봉황유황오리명가,봉황유황오리명가,광주광역시 북구 서암대로 9 (운암동),,,
