위도,경도,ref,light:count,addr:subdistrict,addr:hamlet,phone,operator,operator:type,source:date,highway,support,light_method,light:lit,light:shape,light:tilt
37.62964249,126.7412491,159-17,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1578
37.62979126,126.7409363,159-18,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1579
37.62992096,126.7406998,159-19,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1580
37.62794113,126.7461014,159-2,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1581
37.63005066,126.7404556,159-20,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1582
37.6301918,126.7401505,159-21,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1583
37.63033676,126.7398911,159-22,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1584
37.63050079,126.7396469,159-23,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1585
37.63067245,126.7393723,159-24,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1586
37.63082504,126.7391129,159-25,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1587
37.63103485,126.7388458,159-26,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1588
37.6312294,126.7385864,159-27,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1589
37.63140869,126.7383804,159-28,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1590
37.63155365,126.7381744,159-29,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1591
37.62802124,126.7458572,159-3,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1592
37.63173676,126.7379608,159-30,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1593
37.63191223,126.7377853,159-31,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1594
37.63209534,126.7375488,159-32,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1595
37.63227081,126.7373428,159-33,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1596
37.63249207,126.7371445,159-34,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1597
37.6327095,126.7369614,159-35,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1598
37.63282394,126.7366943,159-36,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1599
37.63305283,126.736412,159-37,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1600
37.63328552,126.7361374,159-38,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1601
37.6334877,126.7359238,159-39,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1602
37.62810516,126.7455902,159-4,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1603
37.63367844,126.7357178,159-40,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1604
37.62822723,126.7452698,159-5,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1605
37.62836838,126.7449341,159-6,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1606
37.62847137,126.7445755,159-7,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1607
37.62857437,126.7442703,159-8,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1608
37.62868881,126.7438965,159-9,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1609
37.68207932,126.6042633,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1610
37.68129455,126.6068762,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1611
37.68137254,126.6066235,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1612
37.68152233,126.6062855,16-13,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1613
37.68165188,126.6059589,16-14,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1614
37.68174991,126.6056381,16-15,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1615
37.6818591,126.6052861,16-16,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1616
37.68197976,126.6049964,16-17,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1617
37.68218519,126.6044596,16-18,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1618
37.68193353,126.6046423,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1619
37.6818241,126.6049235,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1620
37.68171236,126.6051877,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1621
37.68162979,126.6054177,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1622
37.68147555,126.6057699,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1623
37.68135288,126.6061305,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1624
37.68122997,126.6064231,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1625
37.68111616,126.6067439,,2,통진읍,마송리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1626
37.62863159,126.7426529,160-1,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1627
37.62611771,126.7487793,160-10,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1628
37.62579346,126.7493515,160-11,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1629
37.62548447,126.7498398,160-12,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1630
37.62508774,126.7504196,160-13,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1631
37.62473679,126.7509995,160-14,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1632
37.62442398,126.7514267,160-15,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1633
37.62411118,126.7518463,160-16,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1634
37.62377548,126.7522812,160-17,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1635
37.62351227,126.7526398,160-18,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1636
37.62323761,126.753006,160-19,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1637
37.62845993,126.7433014,160-2,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1638
37.6230011,126.7534027,160-20,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1639
37.62270355,126.7539063,160-21,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1640
37.62231064,126.7544632,160-22,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1641
37.62190247,126.7550278,160-23,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1642
37.62147141,126.7555618,160-24,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1643
37.62112045,126.7560272,160-25,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1644
37.6207428,126.7564011,160-26,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1645
37.62044525,126.756897,160-27,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1646
37.62023926,126.757576,160-28,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1647
37.620327,126.7586517,160-29,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1648
37.62823868,126.7440033,160-3,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1649
37.62042236,126.7593384,160-30,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1650
37.62049866,126.7599487,160-31,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1651
37.62059021,126.7605515,160-32,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1652
37.62796021,126.744812,160-4,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1653
37.62762451,126.7456665,160-5,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1654
37.62730408,126.7464218,160-6,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1655
37.62705231,126.7470474,160-7,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1656
37.62675858,126.7476349,160-8,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1657
37.62644577,126.7481766,160-9,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1658
37.62745667,126.7464523,161-1,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1659
37.62617874,126.7489395,161-10,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1660
37.62602615,126.7492218,161-11,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1661
37.62585449,126.7495041,161-12,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1662
37.62569046,126.7497711,161-13,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1663
37.62553787,126.7500076,161-14,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1664
37.62535858,126.7502747,161-15,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1665
37.62519455,126.7505264,161-16,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1666
37.62499237,126.7508087,161-17,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1667
37.62482834,126.7510681,161-18,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1668
37.62464523,126.7513199,161-19,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1669
37.62734985,126.7466965,161-2,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1670
37.62447739,126.7515717,161-20,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1671
37.62427521,126.7518463,161-21,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1672
37.62409592,126.7520981,161-22,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1673
37.62393188,126.7523422,161-23,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1674
37.623703,126.7526627,161-24,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1675
37.6235199,126.7529297,161-25,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1676
37.62334442,126.7531967,161-26,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1677
37.6231842,126.7534332,161-27,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1678
37.62301636,126.753624,161-28,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1679
37.62283325,126.7538834,161-29,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1680
37.62722778,126.7469711,161-3,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1681
37.62268448,126.7541122,161-30,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1682
37.62252426,126.7543259,161-31,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1683
37.62236786,126.7545929,161-32,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1684
37.62218857,126.7548599,161-33,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1685
37.62200165,126.7551498,161-34,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1686
37.62181854,126.7554474,161-35,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1687
37.62161636,126.7557526,161-36,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1688
37.62143326,126.756073,161-37,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1689
37.62127304,126.7563858,161-38,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1690
37.62109756,126.7566528,161-39,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1691
37.62709045,126.7472992,161-4,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1692
37.62094498,126.7569199,161-40,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1693
37.62693024,126.7475815,161-5,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1694
37.62678528,126.7478638,161-6,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1695
37.62664032,126.7481461,161-7,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1696
37.62644196,126.7484589,161-8,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1697
37.6263237,126.748703,161-9,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1698
37.62113953,126.757164,162-1,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1699
37.62267303,126.7545853,162-10,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1700
37.62284851,126.7543488,162-11,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1701
37.62301254,126.7541046,162-12,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1702
37.62320709,126.7538757,162-13,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1703
37.62335205,126.7536392,162-14,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1704
37.62353897,126.7533951,162-15,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1705
37.62371445,126.7531433,162-16,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1706
37.62388992,126.7528992,162-17,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1707
37.62407684,126.7526398,162-18,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1708
37.62424469,126.752388,162-19,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1709
37.62130737,126.7569046,162-2,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1710
37.62444687,126.7521057,162-20,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1711
37.62461853,126.7518616,162-21,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1712
37.62479401,126.7516098,162-22,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1713
37.62499237,126.7513123,162-23,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1714
37.62517548,126.7510147,162-24,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1715
37.62535095,126.7507706,162-25,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1716
37.62554169,126.7505188,162-26,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1717
37.62571335,126.7502518,162-27,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1718
37.62588882,126.7499924,162-28,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1719
37.6260643,126.7497025,162-29,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1720
37.62147522,126.7565994,162-3,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1721
37.62622833,126.7494202,162-30,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1722
37.62638474,126.7491455,162-31,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1723
37.62654114,126.7488632,162-32,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1724
37.62669373,126.7486115,162-33,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1725
37.62682724,126.7483597,162-34,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1726
37.6269989,126.7480392,162-35,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1727
37.62713242,126.747757,162-36,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1728
37.62729263,126.747467,162-37,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1729
37.62743378,126.7471771,162-38,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1730
37.62759018,126.7468872,162-39,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1731
37.6216507,126.7563019,162-4,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1732
37.62769699,126.7465897,162-40,1,고촌읍,향산리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1733
37.62179947,126.7559967,162-5,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1734
37.62198639,126.7556992,162-6,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1735
37.62217712,126.7554016,162-7,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1736
37.62236404,126.7551117,162-8,1,고촌읍,풍곡리,031-980-2796,김포시 도로관리과,government,2020-02-20,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,1737
