도로안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,도로안전표지구분,도로안전표지종별일련번호,주행제한속도,도로안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자
420,,,,,,,,,경상남도 통영시 용남면 동달리 951-2,34.864506,128.441517,2,221,,차높이제한(4m),,,,경상남도 통영시,055-650-5332,2021-01-21
421,,,,,,,,,경상남도 통영시 용남면 동달리 979-4,34.864352,128.441671,2,211,,진입금지,,,,경상남도 통영시,055-650-5332,2021-01-21
422,,,,,,,,,경상남도 통영시 용남면 동달리 973-14,34.863845,128.441517,3,327,,일방통행,,,,경상남도 통영시,055-650-5332,2021-01-21
423,,,,,,,,,경상남도 통영시 용남면 동달리 973-21,34.863701,128.441345,3,312,,양측방통행,,,,경상남도 통영시,055-650-5332,2021-01-21
424,,,,,,,,,경상남도 통영시 용남면 동달리 974-7,34.863324,128.441015,2,224,70,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
425,,,,,,,,,경상남도 통영시 용남면 동달리 974-4,34.862779,128.440937,1,107,,우합류도로,,,,경상남도 통영시,055-650-5332,2021-01-21
426,,,,,,,,,경상남도 통영시 용남면 동달리 974-4,34.862779,128.440937,2,221,,차높이제한(3.8m),,,,경상남도 통영시,055-650-5332,2021-01-21
427,,,,,,,,,경상남도 통영시 용남면 동달리 967-1,34.862041,128.440743,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
428,,,,,,,,,경상남도 통영시 용남면 동달리 967-1,34.862031,128.440708,2,224,70,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
429,,,,,,,,,경상남도 통영시 용남면 동달리 967-1,34.862031,128.440708,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
430,,,,,,,,,경상남도 통영시 용남면 화삼리 1001-12,34.861449,128.4411,2,224,70,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
431,,,,,,,,,경상남도 통영시 용남면 화삼리 1084-2,34.858166,128.441431,1,125,,신호기,,,,경상남도 통영시,055-650-5332,2021-01-21
432,,,,,,,,,경상남도 통영시 용남면 화삼리 1084-2,34.858166,128.441431,4,401,,거리(70m),,,,경상남도 통영시,055-650-5332,2021-01-21
433,,,,,,,,,경상남도 통영시 용남면 화삼리 1085-2,34.857856,128.441367,3,328,,일방통행,,,,경상남도 통영시,055-650-5332,2021-01-21
434,,,,,,,,,경상남도 통영시 용남면 화삼리 1084-3,34.857911,128.441356,3,313,,우측면통행,,,,경상남도 통영시,055-650-5332,2021-01-21
435,,,,,,,,,경상남도 통영시 무전동 24-4,34.857557,128.440846,3,311,,유턴,,,,경상남도 통영시,055-650-5332,2021-01-21
436,,,,,,,,,경상남도 통영시 용남면 화삼리 1083-3,34.857415,128.441071,2,224,70,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
437,,,,,,,,,경상남도 통영시 용남면 화삼리 1083-3,34.857415,128.441071,3,312,,양측방통행,,,,경상남도 통영시,055-650-5332,2021-01-21
438,,,,,,,,,경상남도 통영시 무전동 30-5,34.856825,128.440771,2,224,50,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
439,,,,,,,,,경상남도 통영시 무전동 30-5,34.856825,128.440771,3,329,,비보호좌회전,,,,경상남도 통영시,055-650-5332,2021-01-21
440,,,,,,,,,경상남도 통영시 무전동 30-5,34.856825,128.440771,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
441,,,,,,,,,경상남도 통영시 용남면 화삼리 1280-2,34.856258,128.440683,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
442,,,,,,,,,경상남도 통영시 무전동 56-4,34.855981,128.439541,2,224,50,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
443,,,,,,,,,경상남도 통영시 무전동 56-4,34.855981,128.439541,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
444,,,,,,,,,경상남도 통영시 무전동 61-1,34.855438,128.438519,1,125,,신호기,,,,경상남도 통영시,055-650-5332,2021-01-21
445,,,,,,,,,경상남도 통영시 무전동 61-1,34.855438,128.438519,4,401,,거리(200m),,,,경상남도 통영시,055-650-5332,2021-01-21
446,,,,,,,,,경상남도 통영시 용남면 화삼리 1189-1,34.856192,128.440486,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
447,,,,,,,,,경상남도 통영시 용남면 화삼리 1130-12,34.85979,128.441156,2,214,,좌회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
448,,,,,,,,,경상남도 통영시 용남면 동달리 966-1,34.862567,128.441115,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
449,,,,,,,,,경상남도 통영시 용남면 동달리 966-1,34.862567,128.441115,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
450,,,,,,,,,경상남도 통영시 용남면 동달리 951-6,34.864583,128.441683,3,328,,일방통행,,,,경상남도 통영시,055-650-5332,2021-01-21
451,,,,,,,,,경상남도 통영시 용남면 동달리 979-2,34.863949,128.441222,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
452,,,,,,,,,경상남도 통영시 용남면 동달리 1001-4,34.867133,128.442197,2,221,,차높이제한(4.3m),,,,경상남도 통영시,055-650-5332,2021-01-21
453,,,,,,,,,경상남도 통영시 용남면 동달리 1001-2,34.867057,128.442149,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
454,,,,,,,,,경상남도 통영시 용남면 동달리 1001-1,34.866981,128.442075,3,324,,어린이보호(어린이보호구역안),,,,경상남도 통영시,055-650-5332,2021-01-21
455,,,,,,,,,경상남도 통영시 용남면 동달리 1001-1,34.866981,128.442075,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
456,,,,,,,,,경상남도 통영시 용남면 동달리 1091,34.866518,128.441848,4,427,,해제(어린이보호),,,,경상남도 통영시,055-650-5332,2021-01-21
457,,,,,,,,,경상남도 통영시 용남면 동달리 999-1,34.866253,128.441741,1,125,,신호기,,,,경상남도 통영시,055-650-5332,2021-01-21
458,,,,,,,,,경상남도 통영시 용남면 동달리 1092-2,34.866052,128.441375,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
459,,,,,,,,,경상남도 통영시 용남면 동달리 853-4,34.867337,128.442463,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
460,,,,,,,,,경상남도 통영시 용남면 동달리 1003-10,34.867534,128.44207,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
461,,,,,,,,,경상남도 통영시 용남면 동달리 1002-2,34.867463,128.442646,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
462,,,,,,,,,경상남도 통영시 용남면 동달리 853-5,34.867815,128.443333,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
463,,,,,,,,,경상남도 통영시 용남면 동달리 1418-1,34.867976,128.443677,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
464,,,,,,,,,경상남도 통영시 용남면 동달리 1418-1,34.868033,128.443805,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
465,,,,,,,,,경상남도 통영시 용남면 동달리 851-7,34.86811,128.443742,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
466,,,,,,,,,경상남도 통영시 용남면 동달리 853,34.868297,128.444039,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
467,,,,,,,,,경상남도 통영시 용남면 동달리 853-74,34.868195,128.444243,1,107,,유합류도로,,,,경상남도 통영시,055-650-5332,2021-01-21
468,,,,,,,,,경상남도 통영시 용남면 동달리 854-10,34.868355,128.444093,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
469,,,,,,,,,경상남도 통영시 용남면 동달리 854-10,34.868451,128.444059,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
470,,,,,,,,,경상남도 통영시 용남면 동달리 853-3,34.868499,128.444215,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
471,,,,,,,,,경상남도 통영시 용남면 동달리 750-4,34.868936,128.4444426,2,218,,정차.주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
472,,,,,,,,,경상남도 통영시 용남면 동달리 750-14,34.868997,128.444547,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
473,,,,,,,,,경상남도 통영시 용남면 장문리 산263-3,34.8736,128.420328,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
474,,,,,,,,,경상남도 통영시 용남면 장문리 산263-3,34.873883,128.420816,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
475,,,,,,,,,경상남도 통영시 용남면 장문리 산 260-5,34.873694,128.420959,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
476,,,,,,,,,경상남도 통영시 용남면 장문리 산 260-5,34.87326,128.421025,2,228,,양보,,,,경상남도 통영시,055-650-5332,2021-01-21
477,,,,,,,,,경상남도 통영시 용남면 장문리 산 260-5,34.873189,128.421125,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
478,,,,,,,,,경상남도 통영시 용남면 장문리 산 260-5,34.872946,128.421266,1,105,,ㅓ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
479,,,,,,,,,경상남도 통영시 용남면 장문리 산 260-5,34.872946,128.421266,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
480,,,,,,,,,경상남도 통영시 용남면 장문리 1007-2,34.872149,128.422175,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
481,,,,,,,,,경상남도 통영시 용남면 장문리 1050-1,34.871903,128.423059,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
482,,,,,,,,,경상남도 통영시 용남면 장문리 1053,34.871864,128.423492,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
483,,,,,,,,,경상남도 통영시 용남면 장문리 1053-1,34.871787,128.423785,2,224,40,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
484,,,,,,,,,경상남도 통영시 용남면 장문리 1053-1,34.871787,128.423785,4,403,,구역(죽림만일원),,,,경상남도 통영시,055-650-5332,2021-01-21
485,,,,,,,,,경상남도 통영시 용남면 장문리 1053-1,34.871738,128.423943,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
486,,,,,,,,,경상남도 통영시 용남면 장문리 1133-17,34.870382,128.424158,3,304,,회전교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
487,,,,,,,,,경상남도 통영시 용남면 장문리 1133-17,34.870382,128.424158,4,409,,안전속도(30),,,,경상남도 통영시,055-650-5332,2021-01-21
488,,,,,,,,,경상남도 통영시 용남면 장문리 1076,34.870495,128.424005,3,304,,회전교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
489,,,,,,,,,경상남도 통영시 용남면 장문리 1076,34.870495,128.424005,4,409,,안전속도(30),,,,경상남도 통영시,055-650-5332,2021-01-21
490,,,,,,,,,경상남도 통영시 용남면 장문리 1181-3,34.870514,128.423918,2,228,,양보,,,,경상남도 통영시,055-650-5332,2021-01-21
491,,,,,,,,,경상남도 통영시 용남면 장문리 1077,34.870739,128.424088,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
492,,,,,,,,,경상남도 통영시 용남면 장문리 1073-2,34.870272,128.423886,3,304,,회전교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
493,,,,,,,,,경상남도 통영시 용남면 장문리 1073-2,34.870272,128.423886,4,409,,안전속도(30),,,,경상남도 통영시,055-650-5332,2021-01-21
494,,,,,,,,,경상남도 통영시 용남면 장문리 1074-3,34.870164,128.423854,2,228,,양보,,,,경상남도 통영시,055-650-5332,2021-01-21
495,,,,,,,,,경상남도 통영시 용남면 장문리 1035-5,34.870127,128.423456,2,228,,양보,,,,경상남도 통영시,055-650-5332,2021-01-21
496,,,,,,,,,경상남도 통영시 용남면 장문리 1034-2,34.869977,128.423225,1,109,,회전형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
497,,,,,,,,,경상남도 통영시 용남면 장문리 1034-1,34.870033,128.423103,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
498,,,,,,,,,경상남도 통영시 용남면 장문리 산276-12,34.870122,128.419175,1,104,,ㅏ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
499,,,,,,,,,경상남도 통영시 용남면 장문리 산277-4,34.869867,128.418585,1,105,,ㅓ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
500,,,,,,,,,경상남도 통영시 용남면 장문리 994,34.869573,128.417621,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
501,,,,,,,,,경상남도 통영시 용남면 장문리 994,34.869573,128.417621,2,224,50,최고속도제한(50),,,,경상남도 통영시,055-650-5332,2021-01-21
502,,,,,,,,,경상남도 통영시 용남면 장문리 994,34.869573,128.417621,4,402,,거리(여기서부터 기호-선리-삼화삼거리5km),,,,경상남도 통영시,055-650-5332,2021-01-21
503,,,,,,,,,경상남도 통영시 용남면 장문리 994,34.869573,128.417621,4,409,,안전속도(40),,,,경상남도 통영시,055-650-5332,2021-01-21
504,,,,,,,,,경상남도 통영시 용남면 장문리 993-4,34.86949,128.417413,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
505,,,,,,,,,경상남도 통영시 용남면 장문리 984,34.8694,128.416642,3,311,,유턴,,,,경상남도 통영시,055-650-5332,2021-01-21
506,,,,,,,,,경상남도 통영시 용남면 장문리 984,34.8694,128.416642,4,407,,신호등화상태(좌회전신호시),,,,경상남도 통영시,055-650-5332,2021-01-21
507,,,,,,,,,경상남도 통영시 용남면 장문리 984,34.8694,128.416642,2,224,70,최고속도제한(70),,,,경상남도 통영시,055-650-5332,2021-01-21
508,,,,,,,,,경상남도 통영시 용남면 장문리 984,34.8694,128.416642,2,216,,유턴금지,,,,경상남도 통영시,055-650-5332,2021-01-21
509,,,,,,,,,경상남도 통영시 용남면 장문리 988-2,34.869167,128.416793,3,308,,직진및우회전,,,,경상남도 통영시,055-650-5332,2021-01-21
510,,,,,,,,,경상남도 통영시 용남면 장문리 1036-3,34.869964,128.422645,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
511,,,,,,,,,경상남도 통영시 용남면 장문리 1036-3,34.869964,128.422645,4,409,,안전속도(30),,,,경상남도 통영시,055-650-5332,2021-01-21
512,,,,,,,,,경상남도 통영시 용남면 장문리 1016-2,34.870034,128.421683,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
513,,,,,,,,,경상남도 통영시 용남면 화삼리 593-2,34.855431,128.445607,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
514,,,,,,,,,경상남도 통영시 용남면 화삼리 593-2,34.855431,128.445607,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
515,,,,,,,,,경상남도 통영시 용남면 화삼리 486-3,34.854072,128.447244,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
516,,,,,,,,,경상남도 통영시 용남면 화삼리 486-3,34.854072,128.447244,4,401,,거리(30m),,,,경상남도 통영시,055-650-5332,2021-01-21
517,,,,,,,,,경상남도 통영시 용남면 화삼리 470-4,34.853572,128.44784,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
518,,,,,,,,,경상남도 통영시 용남면 화삼리 470-4,34.853572,128.44784,4,401,,거리(30m),,,,경상남도 통영시,055-650-5332,2021-01-21
519,,,,,,,,,경상남도 통영시 용남면 화삼리 169,34.853437,128.448028,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
520,,,,,,,,,경상남도 통영시 용남면 화삼리 176-1,34.853125,128.44893,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
521,,,,,,,,,경상남도 통영시 용남면 화삼리 183-10,34.852505,128.451072,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
522,,,,,,,,,경상남도 통영시 용남면 화삼리 83-1,34.854174,128.452767,4,403,,구역(어린이집),,,,경상남도 통영시,055-650-5332,2021-01-21
523,,,,,,,,,경상남도 통영시 용남면 화삼리 83-1,34.854174,128.452767,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
524,,,,,,,,,경상남도 통영시 용남면 화삼리 83-1,34.854174,128.452767,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
525,,,,,,,,,경상남도 통영시 용남면 화삼리 75-2,34.855462,128.452753,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
526,,,,,,,,,경상남도 통영시 용남면 화삼리 75-2,34.855922,128.45269,4,403,,구역(어린이집),,,,경상남도 통영시,055-650-5332,2021-01-21
527,,,,,,,,,경상남도 통영시 용남면 화삼리 75-2,34.855922,128.45269,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
528,,,,,,,,,경상남도 통영시 용남면 화삼리 15-1,34.857245,128.451892,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
529,,,,,,,,,경상남도 통영시 용남면 화삼리 15-1,34.856998,128.45139,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
530,,,,,,,,,경상남도 통영시 용남면 화삼리 15-1,34.856998,128.45139,4,403,,거리(30m),,,,경상남도 통영시,055-650-5332,2021-01-21
531,,,,,,,,,경상남도 통영시 용남면 화삼리 15-1,34.858256,128.450179,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
532,,,,,,,,,경상남도 통영시 용남면 화삼리 8-10,34.859732,128.449458,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
533,,,,,,,,,경상남도 통영시 용남면 화삼리 8-1,34.859881,128.449607,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
534,,,,,,,,,경상남도 통영시 용남면 화삼리 4-3,34.86027,128.449845,1,127,,강변도로,,,,경상남도 통영시,055-650-5332,2021-01-21
535,,,,,,,,,경상남도 통영시 용남면 화삼리 1259-2,34.861424,128.448894,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
536,,,,,,,,,경상남도 통영시 용남면 화삼리 1259-2,34.861898,128.448561,1,127,,강변도로,,,,경상남도 통영시,055-650-5332,2021-01-21
537,,,,,,,,,경상남도 통영시 용남면 화삼리 1259-2,34.862686,128.447418,1,111,,"우로굽은도로	",,,,경상남도 통영시,055-650-5332,2021-01-21
538,,,,,,,,,경상남도 통영시 용남면 화삼리 1259-2,34.862548,128.447597,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
539,,,,,,,,,경상남도 통영시 용남면 화삼리 1259-2,34.862548,128.447597,1,107,,"우합류도로	",,,,경상남도 통영시,055-650-5332,2021-01-21
540,,,,,,,,,경상남도 통영시 용남면 화삼리 1259-2,34.864293,128.446805,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
541,,,,,,,,,경상남도 통영시 용남면 삼화리 1008-15,34.892923,128.443243,2,225,30,최저속도제한(30),,,,경상남도 통영시,055-650-5332,2021-01-21
542,,,,,,,,,경상남도 통영시 용남면 삼화리 1008-15,34.892742,128.442802,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
543,,,,,,,,,경상남도 통영시 용남면 삼화리 960-6,34.892242,128.440802,2,225,30,최저속도제한(30),,,,경상남도 통영시,055-650-5332,2021-01-21
544,,,,,,,,,경상남도 통영시 용남면 삼화리 960-12,34.892348,128.440478,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
545,,,,,,,,,경상남도 통영시 용남면 삼화리 960-12,34.892348,128.440478,1,116,,오르막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
546,,,,,,,,,경상남도 통영시 용남면 삼화리 950-24,34.892657,128.439731,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
547,,,,,,,,,경상남도 통영시 용남면 삼화리 950-29,34.893005,128.440262,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
548,,,,,,,,,경상남도 통영시 용남면 삼화리 950-29,34.893051,128.440337,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
549,,,,,,,,,경상남도 통영시 용남면 삼화리 950-21,34.893127,128.440397,2,225,30,최저속도제한(30),,,,경상남도 통영시,055-650-5332,2021-01-21
550,,,,,,,,,경상남도 통영시 용남면 삼화리 950-21,34.893256,128.440544,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
551,,,,,,,,,경상남도 통영시 용남면 삼화리 950-27,34.893514,128.440889,2,225,30,최저속도제한(30),,,,경상남도 통영시,055-650-5332,2021-01-21
552,,,,,,,,,경상남도 통영시 용남면 삼화리 950-27,34.893514,128.440889,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
553,,,,,,,,,경상남도 통영시 용남면 삼화리 950-19,34.893606,128.44104,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
554,,,,,,,,,경상남도 통영시 용남면 삼화리 950-19,34.893676,128.441269,2,225,30,최저속도제한(30),,,,경상남도 통영시,055-650-5332,2021-01-21
555,,,,,,,,,경상남도 통영시 용남면 삼화리 947-2,34.893737,128.441439,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
556,,,,,,,,,경상남도 통영시 용남면 삼화리 947,34.893798,128.441438,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
557,,,,,,,,,경상남도 통영시 용남면 삼화리 945-43,34.894386,128.441777,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
558,,,,,,,,,경상남도 통영시 용남면 삼화리 945-36,34.894509,128.441846,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
559,,,,,,,,,경상남도 통영시 용남면 삼화리 945-36,34.894538,128.44193,1,116,,오르막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
560,,,,,,,,,경상남도 통영시 용남면 삼화리 945-36,34.89449,128.442681,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
561,,,,,,,,,경상남도 통영시 용남면 삼화리 945-36,34.89449,128.442681,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
562,,,,,,,,,경상남도 통영시 용남면 삼화리 945-42,34.894512,128.442862,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
563,,,,,,,,,경상남도 통영시 용남면 삼화리 945-42,34.894499,128.442939,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
564,,,,,,,,,경상남도 통영시 용남면 삼화리 945-34,34.894519,128.443146,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
565,,,,,,,,,경상남도 통영시 용남면 동달리 1408-2,34.865506,128.44687,1,105,,ㅓ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
566,,,,,,,,,경상남도 통영시 용남면 동달리 1408-2,34.865506,128.44687,2,228,,양보,,,,경상남도 통영시,055-650-5332,2021-01-21
567,,,,,,,,,경상남도 통영시 용남면 동달리 1408-1,34.865444,128.446619,1,116,,오르막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
568,,,,,,,,,경상남도 통영시 용남면 동달리 858-18,34.864471,128.446355,1,127,,강변도로,,,,경상남도 통영시,055-650-5332,2021-01-21
569,,,,,,,,,경상남도 통영시 용남면 동달리 858-18,34.864342,128.445872,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
570,,,,,,,,,경상남도 통영시 용남면 동달리 841-51,34.867183,128.448442,1,105,,ㅓ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
571,,,,,,,,,경상남도 통영시 용남면 동달리 1408-4,34.867863,128.448865,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
572,,,,,,,,,경상남도 통영시 용남면 동달리 1408-4,34.867863,128.448865,4,427,,해제(어린이보호구역),,,,경상남도 통영시,055-650-5332,2021-01-21
573,,,,,,,,,경상남도 통영시 용남면 동달리 1408-3,34.867705,128.44912,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
574,,,,,,,,,경상남도 통영시 용남면 동달리 1408-3,34.868518,128.448852,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
575,,,,,,,,,경상남도 통영시 용남면 동달리 1407-5,34.868734,128.449213,1,133,,어린이보호,,,,경상남도 통영시,055-650-5332,2021-01-21
576,,,,,,,,,경상남도 통영시 용남면 동달리 1407-5,34.868734,128.449213,4,427,,해제(어린이보호구역),,,,경상남도 통영시,055-650-5332,2021-01-21
577,,,,,,,,,경상남도 통영시 용남면 동달리 825-96,34.868729,128.449109,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
578,,,,,,,,,경상남도 통영시 용남면 동달리 841-20,34.867938,128.446748,4,427,,해제(어린이보호구역),,,,경상남도 통영시,055-650-5332,2021-01-21
579,,,,,,,,,경상남도 통영시 용남면 동달리 841-20,34.867938,128.446748,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
580,,,,,,,,,경상남도 통영시 용남면 동달리 843-3,34.868373,128.445982,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
581,,,,,,,,,경상남도 통영시 용남면 동달리 997-8,34.865528,128.441938,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
582,,,,,,,,,경상남도 통영시 용남면 동달리 997-8,34.865528,128.441938,1,107,,우합류도로,,,,경상남도 통영시,055-650-5332,2021-01-21
583,,,,,,,,,경상남도 통영시 용남면 동달리 1426-3,34.86595,128.442197,2,218,,"정차,주차금지",,,,경상남도 통영시,055-650-5332,2021-01-21
584,,,,,,,,,경상남도 통영시 용남면 동달리 1426-3,34.86595,128.442197,2,218,,"정차,주차금지",,,,경상남도 통영시,055-650-5332,2021-01-21
585,,,,,,,,,경상남도 통영시 용남면 동달리 997-8,34.86556,128.441923,2,213,,우회전금지,,,,경상남도 통영시,055-650-5332,2021-01-21
586,,,,,,,,,경상남도 통영시 용남면 대곡길26,34.863906,128.440573,2,218,,"정차,주차금지",,,,경상남도 통영시,055-650-5332,2021-01-21
587,,,,,,,,,경상남도 통영시 용남면 동달리 1408-3,34.867849,128.450801,1,105,,ㅓ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
588,,,,,,,,,경상남도 통영시 용남면 동달리 1408-3,34.867569,128.451251,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
589,,,,,,,,,경상남도 통영시 용남면 동달리 97-1,34.867414,128.451714,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
590,,,,,,,,,경상남도 통영시 용남면 동달리 97-1,34.867414,128.451714,1,104,,ㅏ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
591,,,,,,,,,경상남도 통영시 용남면 동달리 93-3,34.867264,128.451992,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
