위도,경도,addr:subdistrict,ref,operator,phone,source:date
35.191441,129.126364,재송2동,재송2동-45,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190322,129.123083,재송2동,재송2동-46,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190525,129.124941,재송2동,재송2동-47,해운대구(안전총괄과),051-749-6167,2021-01-01
35.19093,129.124328,재송2동,재송2동-48,해운대구(안전총괄과),051-749-6167,2021-01-01
35.188218,129.127354,재송2동,재송2동-49,해운대구(안전총괄과),051-749-6167,2021-01-01
35.188421,129.127938,재송2동,재송2동-50,해운대구(안전총괄과),051-749-6167,2021-01-01
35.188538,129.128528,재송2동,재송2동-51,해운대구(안전총괄과),051-749-6167,2021-01-01
35.187923,129.130949,재송2동,재송2동-52,해운대구(안전총괄과),051-749-6167,2021-01-01
35.189829,129.131155,재송2동,재송2동-53,해운대구(안전총괄과),051-749-6167,2021-01-01
35.190217,129.131773,재송2동,재송2동-54,해운대구(안전총괄과),051-749-6167,2021-01-01
