식당위도,식당경도,name,cuisine,takeaway,reservation,phone,addr:full,amenity,capacity,internet_access,access:disabled,website,source,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
34.758384,127.656094,여수축산농협한우명품관,beef,yes,yes,+82 61 692 2010,,restaurant,,wlan,yes,,공공데이터포털,2020-11-09 14:54,,소호로,638,,,,
34.4975159,126.6200606,해남식당,korean,no,yes,+82 61 534 5584,,restaurant,96,wlan,yes,,공공데이터포털,2020-10-30 17:24,,대흥사길,98-2,삼산면,,,
34.9266633,127.6989235,백년대계마당쇠국밥,korean,yes,yes,+82 61 793 5510,,restaurant,36,wlan,,https://blog.naver.com/koeunsup/221384969995,공공데이터포털,2020-10-07 10:09,,항만13로,27-7,,,1,
34.644244,126.771085,큰샘골,korean,yes,yes,+82 61 433 0668,,restaurant,,wlan,,,공공데이터포털,2020-11-04 17:53,,동성로,66,강진읍,,,
34.9791707,127.5778455,파라솔장어,fish,yes,yes,+82 61 762 9222,,restaurant,24,wlan,yes,,공공데이터포털,2020-10-07 11:45,,서평로,55,광양읍,,,
34.5731904,126.6007485,이왕이면오리,meat,yes,yes,+82 61 532 5272,,restaurant,,wlan,yes,,공공데이터포털,2020-10-28 10:48,,중앙1로,299,해남읍,,,
34.5658731,126.6056602,오대감한우직판장식육식당,beef,yes,yes,+82 61 536 2700,,restaurant,,wlan,yes,,공공데이터포털,2020-10-20 11:04,,영빈로,49,해남읍,,,
34.5734419,126.3077529,하나로횟집,fish,yes,yes,+82 61 534 6253,,restaurant,60,wlan,yes,,공공데이터포털,2020-10-28 11:05,,관광레저로,12-1,문내면,,,
34.7260287,127.7103058,정담,korean,yes,yes,+82 61 641 9233,,restaurant,64,wlan,,,공공데이터포털,2020-11-10 16:51,,신월2길,5,,,,
34.7491437,127.6982753,이화식당,fish,yes,yes,+82 61 654 9887,,restaurant,52,wlan,,http://cityfood.co.kr/h9/ihwasigdang,공공데이터포털,2020-10-14 13:17,,문수5길,46,,,,
34.7570261,127.6580152,석정,korean,yes,yes,+82 61 686 5235,,restaurant,,wlan,,,공공데이터포털,2020-11-04 14:37,,시청서5길,11-1,,,,
34.9281871,127.5521543,매안정,korean,yes,yes,+82 61 725 2165,,restaurant,,no,,,공공데이터포털,2020-10-16 16:19,,매안2길,15-3,해룡면,,,
34.940788,127.7312247,진국밥,korean,yes,yes,+82 61 799 2408,,restaurant,32,no,,,공공데이터포털,2020-10-19 10:47,,폭포사랑길,99,,,,
34.9333034,127.7002748,한우관,beef,yes,yes,+82 61 792 0123,,restaurant,,wlan,,http://blog.naver.com/ehdtjr0904,공공데이터포털,2020-10-27 16:07,,발섬6길,16,,,2,
34.7740969,127.6479984,수빈해물찜(우리집해물탕),fish,yes,yes,+82 61 685 1333,,restaurant,12,wlan,,,공공데이터포털,2020-11-11 9:44,,화산로,90,,,,
34.9991377,127.5059731,대연가든,korean,yes,yes,+82 61 753 4461,,restaurant,12,wlan,,,공공데이터포털,2020-11-19 22:59,,청소길,68,서면,,,
34.9408795,127.698586,축항횟집,fish,yes,yes,+82 61 791 1718,,restaurant,36,wlan,,,공공데이터포털,2020-10-13 11:24,,중마청룡길,13,,,,
34.7521265,127.7053185,여문수육국밥,korean,yes,yes,+82 61 651 7788,,restaurant,,wlan,,,공공데이터포털,2020-10-21 16:19,,여문1로,36-1,,,,
34.580858,126.6472623,흑석산명가,meat,yes,yes,+82 61 537 5557,,restaurant,56,no,,,공공데이터포털,2020-10-23 15:33,,농공단지길,5,옥천면,,,
34.5660355,126.6023472,다미정,korean,yes,yes,+82 61 533 6607,,restaurant,64,no,,,공공데이터포털,2020-10-27 11:23,,남부순환로,86,해남읍,,2,
34.3188614,126.7437028,수빈식당,korean,yes,yes,+82 61 552 2077,,restaurant,30,wlan,,,공공데이터포털,2020-11-13 10:19,,개포로,142,완도읍,,,
34.9422898,127.4936767,진미감자탕,korean,yes,yes,+82 61 746 7877,,restaurant,78,wlan,,,공공데이터포털,2020-10-21 12:17,,장평로,27,,,,
34.9545726,127.6920978,홍천뚝배기 마동점,korean,yes,yes,+82 61 794 0025,,restaurant,16,no,,,공공데이터포털,2020-10-13 15:13,,사동로,202,,,,
34.9400161,127.5258201,진품우리집호반점,meat,yes,yes,+82 61 725 2276,,restaurant,20,wlan,,,공공데이터포털,2020-10-16 17:58,,도장길,18,,,,
34.76044,127.6611246,큰해물천지여수점,fish,yes,yes,+82 61 685 4864,,restaurant,44,wlan,yes,,공공데이터포털,2020-11-11 11:37,,시청서1길,8-1,,,,
34.775995,127.646882,장수참옻삼계탕,korean,no,yes,+82 61 685 9932,,restaurant,,no,,,공공데이터포털,2020-10-30 23:32,,성산4길,10,,,,
34.9352763,127.7001124,불쟁이신쭈꾸,fish,yes,yes,+82 61 794 0103,,restaurant,36,wlan,,,공공데이터포털,2020-10-12 17:46,,발섬6길,38,,,1,
34.9730468,127.5788019,어촌일기,fish,yes,yes,+82 61 761 1515,,restaurant,68,no,,,공공데이터포털,2020-10-08 17:24,,서북로,25,광양읍,,,
34.7525171,127.7034993,맛나감자탕여수여서점,korean,yes,yes,+82 61 920 2177,,restaurant,,wlan,,http://m0003405.mddang.kr/,공공데이터포털,2020-10-19 14:41,,여서1로,53,여서동,,2,
34.7466541,127.6704034,맷돌순두부,korean,yes,yes,+82 61 686 7276,,restaurant,32,wlan,,,공공데이터포털,2020-10-28 9:26,,예울마루로,37-21,,,,
34.7568857,127.6592457,참숯대감집 대청마루,korean,yes,yes,+82 61 692 5882,,restaurant,,wlan,yes,,공공데이터포털,2020-11-03 10:18,,시청서5길,24,,,,
34.9474289,127.6886991,불소식당 광양중동점,beef,yes,yes,+82 61 793 5592,,restaurant,,wlan,,,공공데이터포털,2020-10-19 9:48,,구마4길,20,,,1,
34.7528594,127.703453,와쭈,korean,yes,yes,+82 61 652 7939,,restaurant,,wlan,,,공공데이터포털,2020-10-14 11:27,,여문문화1길,38-1,,,,
34.7632435,127.6666685,여진식당,korean,yes,yes,+82 61 685 7999,,restaurant,16,wlan,,,공공데이터포털,2020-11-10 10:25,,학동5길,2-2,,,,
34.7477679,127.700056,봉팔이회마차,fish,yes,yes,+82 61 653 6335,,restaurant,32,wlan,,,공공데이터포털,2020-10-28 9:28,,대치3길,5-5,,,,
34.9622502,127.7211199,진미정,meat,yes,yes,+82 61 795 3993,,restaurant,40,no,,,공공데이터포털,2020-10-29 10:31,,정수1길,12,,,,
34.7519153,127.7024233,올리브레스토랑,japanese,yes,yes,+82 61 652 1697,,restaurant,,wlan,,http://www.ok114.co.kr/0616521697,공공데이터포털,2020-11-04 16:55,,여서1로,41-1,,,,
34.7465711,127.6700252,강촌토종닭숯불구이,korean,yes,yes,+82 61 684 5592,,restaurant,36,wlan,,,공공데이터포털,2020-10-29 9:37,,예울마루로,37-26,,,,
34.7261768,127.7156348,팔남매식당,korean,no,yes,+82 61 644 8892,,restaurant,,no,,,공공데이터포털,2020-10-28 9:51,,어항단지로,51,,,,
34.9316436,127.6964697,황금어장,fish,yes,yes,+82 61 791 1330,,restaurant,42,wlan,,,공공데이터포털,2020-10-15 12:25,,길호2길,18,,,1,
34.7465725,127.6703918,고고차이나,chinese,yes,yes,+82 61 692 0123,,restaurant,24,wlan,,https://gogochina0123.modoo.at,공공데이터포털,2020-10-28 17:44,,예울마루로,37-21,,,,
34.9611583,127.51645,조례쌈밥,korean,yes,yes,+82 61 723 4916,,restaurant,28,wlan,,,공공데이터포털,2020-11-19 19:41,,유동길,128,,,,
34.7510661,127.6992807,불꽃삼겹살,korean,yes,yes,+82 61 652 0922,,restaurant,,wlan,,,공공데이터포털,2020-11-05 11:27,,문수6길,21,,,,
34.9360375,127.7001221,남다른감자탕 동광양중동점,korean,yes,yes,+82 61 794 2111,,restaurant,72,wlan,,http://namzatang.co.kr,공공데이터포털,2020-10-27 16:19,,공영로,99,,,1,
34.7485776,127.7088846,청양일초여수쭈꾸미,korean,yes,yes,+82 61 652 3896,,restaurant,,wlan,,,공공데이터포털,2020-10-21 8:28,,여서로,260-14,,,,
34.9330517,127.5555254,불쟁이신쭈꾸미신대점,korean,yes,yes,+82 61 724 6667,,restaurant,28,wlan,,,공공데이터포털,2020-10-07 15:32,,매안로,74,해룡면,,,
34.7763957,127.6493597,돌깨마을맷돌순두부 무선점,korean,yes,yes,+82 61 641 5503,,restaurant,8,wlan,,,공공데이터포털,2020-11-13 10:43,,성산3길,23,,,,
34.5789129,126.5914908,수남숯불구이,meat,yes,yes,+82 61 537 9192,,restaurant,64,wlan,,,공공데이터포털,2020-11-04 9:23,,구교3길,29,해남읍,,,
34.7569701,127.6574282,24시대감집해장국,korean,yes,yes,+82 61 692 0305,,restaurant,20,wlan,,,공공데이터포털,2020-11-04 14:30,,시청서5길,5,,,,
34.6413594,126.7662025,돌담한정식,korean,no,yes,+82 61 434 1033,,restaurant,130,wlan,,,공공데이터포털,2020-10-19 11:23,,영랑생가길,5,강진읍,,,
34.7543767,127.6558429,정씨부엌여천점,korean,yes,yes,+82 61 682 8833,,restaurant,,wlan,,,공공데이터포털,2020-10-28 10:41,,장성1길,9-1,,,,
34.7482809,127.6756031,북경반점,chinese,yes,yes,+82 61 686 6708,,restaurant,,wlan,,,공공데이터포털,2020-11-10 16:00,,웅남2길,37,,,,
34.9316474,127.6958336,골목고기 중동점,meat,no,yes,+82 61 795 3999,,restaurant,,wlan,yes,,공공데이터포털,2020-10-15 12:32,,길호2길,30,,,1,
34.6406448,126.7668609,강진한식뷔페,korean,yes,yes,+82 61 433 2750,,restaurant,,wlan,yes,,공공데이터포털,2020-10-15 9:55,,영랑로,58,강진읍,,,
34.7482097,127.7005929,여수밀면,fish,no,no,+82 61 654 7003,,restaurant,,wlan,,,공공데이터포털,2020-10-20 8:41,,대치1길,6-1,,,,
34.7584777,127.6565412,진품우리집오리,meat,yes,yes,+82 61 685 5233,,restaurant,,wlan,yes,,공공데이터포털,2020-11-10 10:57,,시청서3길,7-2,,,,
34.7530971,127.7025854,숯불애소,beef,yes,yes,+82 61 643 5592,,restaurant,,wlan,,http://www.bullso.co.kr/,공공데이터포털,2020-11-05 11:21,,여문문화2길,40,,,,
34.9435226,127.5162094,순천갈대장어,fish,yes,yes,+82 61 741 9595,,restaurant,,wlan,,http://blog.naver.com/cnggaldae,공공데이터포털,2020-11-06 16:54,,연향번영1길,23,,,,
34.9048489,127.3437584,놀부밥집,korean,yes,yes,+82 61 753 0301,,restaurant,36,wlan,,,공공데이터포털,2020-11-24 17:27,,삼일로,67,낙안면,,,
34.9323255,127.5532256,정씨부엌,korean,yes,yes,+82 61 727 8188,,restaurant,,wlan,,,공공데이터포털,2020-10-27 11:21,,향매로,130,해룡면,,,
34.9730413,127.5769358,호호냉면,korean,yes,yes,+82 61 762 0080,,restaurant,32,wlan,yes,,공공데이터포털,2020-10-08 9:54,,서북3길,28,광양읍,,,
34.9723701,127.4912496,바다양푼이동태탕 순천용당점,korean,yes,yes,+82 61 752 7001,,restaurant,8,wlan,,,공공데이터포털,2020-11-18 11:46,,용당초등길,7-7,,,,
34.9475519,127.5138134,녹동골,fish,yes,yes,+82 61 722 5878,,restaurant,32,wlan,,,공공데이터포털,2020-11-06 15:47,,구암1길,8,,,,
34.750345,127.701072,황금코다리여수여서점,beef,yes,yes,+82 61 652 5988,,restaurant,,wlan,,,공공데이터포털,2020-10-20 8:39,,여서1로,21,,,,
34.6390084,126.7736056,대통령밥상,korean,yes,yes,+82 61 433 3959,,restaurant,60,wlan,yes,,공공데이터포털,2020-10-16 17:39,,오감길,2,강진읍,,,7
34.5693283,126.6062575,콩나루 해남점,korean,yes,yes,+82 61 535 6613,,restaurant,20,wlan,,,공공데이터포털,2020-10-26 9:37,,남부순환로,20-1,해남읍,,,
34.9967983,127.6036343,차도리가든,chicken,yes,yes,+82 61 762 3065,,restaurant,,wlan,yes,,공공데이터포털,2020-11-01 21:37,,신재로,337,옥룡면,,,
34.7462382,127.6709875,다담골숯불갈비 여수점,meat,yes,yes,+82 61 685 3389,,restaurant,,wlan,,https://yeosudadamgol.modoo.at/,공공데이터포털,2020-11-02 17:51,,예울마루로,37-53,,,4,
34.732994,127.646342,소호회관,fish,no,yes,+82 61 682 5222,,restaurant,24,wlan,yes,,공공데이터포털,2020-11-10 12:50,,소호로,317,,,,
34.9689172,127.5249974,법원맛집,korean,yes,yes,+82 61 723 8874,,restaurant,,wlan,,http://061-723-8874.okqr.co.kr,공공데이터포털,2020-10-15 16:29,,왕지4길,10-12,,,,
34.93141,127.6969679,진도리닭도리탕,korean,yes,yes,+82 61 791 2233,,restaurant,,wlan,yes,,공공데이터포털,2020-10-19 9:11,,길호2길,7,,,1,
34.7529859,127.703556,대박난쪽갈비,meat,yes,yes,+82 61 652 3355,,restaurant,,wlan,,http://www.xn--w39av0gp6bz1o6vcl81a.kr/,공공데이터포털,2020-10-14 11:24,,여문문화길,37,,,,
34.7567757,127.6644067,마리나부페,international,no,yes,+82 61 686 6900,,restaurant,,wlan,yes,http://www.marinabuffet.com/,공공데이터포털,2020-11-16 10:38,,선소로,25,,,,
34.7727749,127.6536323,까꿍이국밥,korean,yes,yes,+82 61 691 0029,,restaurant,4,wlan,,,공공데이터포털,2020-10-30 22:18,,무선중앙로,87-1,,,,
34.7757896,127.6497269,정든집,korean,yes,yes,+82 61 684 5588,,restaurant,,wlan,,,공공데이터포털,2020-11-19 16:55,,무선6길,47,,,,
34.6347346,126.7807871,강진탐진강장어나라,fish,yes,yes,+82 61 434 8292,,restaurant,32,wlan,yes,,공공데이터포털,2020-11-04 13:21,,목리길,83-13,강진읍,,,
34.6677264,126.3304418,사랑방식당,korean,no,yes,+82 61 533 1234,,restaurant,80,wlan,,,공공데이터포털,2020-11-02 9:25,,청용길,54,화원면,,,
34.931343,127.699236,스시한,sushi,yes,yes,+82 61 791 1456,,restaurant,,wlan,,,공공데이터포털,2020-10-08 8:59,,길호5길,5,,,1,
34.9439825,127.6983702,다이닝센(광양점),international,yes,yes,+82 61 795 9545,,restaurant,,wlan,yes,,공공데이터포털,2020-10-19 10:29,,중마중앙로,154,,,,
34.958002,127.517392,순천양꼬치,korean,yes,yes,+82 61 902 1234,,restaurant,,wlan,,,공공데이터포털,2020-11-24 18:45,,봉화로,252,,,,
34.769335,127.7040648,등뼈가 여수미평점,korean,yes,yes,+82 61 655 3066,,restaurant,48,wlan,,http://www.theamjatang.co.kr/,공공데이터포털,2020-10-29 13:11,,미평9길,22,미평동,,,
34.7632248,127.636192,죽림회포차,,no,yes,,,restaurant,16,wlan,yes,,공공데이터포털,2020-12-29 15:52,,죽림중앙로,27,소라면,,,
34.9738343,127.4817915,여수장어명가본점,fish,yes,yes,+82 61 752 1199,,restaurant,,wlan,,,공공데이터포털,2020-10-15 17:09,,중앙로,317,,,,
34.9718529,127.5226652,아웃백스테이크하우스 순천점,international,yes,yes,+82 61 727 0681,,restaurant,,wlan,,https://www.outback.co.kr,공공데이터포털,2020-10-18 23:08,,왕지5길,4,,,2,
34.9636596,127.57935,꽃두레,meat,yes,yes,+82 61 763 0707,,restaurant,50,wlan,,http://ddurae.modoo.at/,공공데이터포털,2020-10-30 15:41,,회암3길,2,광양읍,,,
34.7403355,127.7339995,들깨나라교동점,korean,yes,yes,+82 61 663 5678,,restaurant,,wlan,,,공공데이터포털,2020-10-29 21:44,,중앙로,57,,,,
34.7546834,127.705936,큰맘할매순대국 여수 여서점,korean,yes,yes,+82 61 653 5634,,restaurant,,wlan,,http://www.bkfood.kr/,공공데이터포털,2020-10-21 10:06,,여문문화길,10,문수동,,,
34.9339837,127.699324,미풍해장국,korean,yes,yes,+82 61 792 3210,,restaurant,20,wlan,yes,,공공데이터포털,2020-10-12 14:38,,발섬3길,9,,,1,
34.6391466,126.7735558,보리가익어갈무렵,korean,yes,yes,+82 61 433 7854,,restaurant,32,wlan,yes,,공공데이터포털,2020-10-15 10:22,,오감길,2,강진읍,,,
34.9566534,127.483582,투가리,,yes,yes,+82 61 751 3545,,restaurant,32,wlan,,,공공데이터포털,2020-10-14 10:40,,행중길,14,,,,
34.9392625,127.4953168,맛이랑짱뚱어랑,fish,yes,yes,+82 61 743 0333,,restaurant,28,wlan,,,공공데이터포털,2020-10-08 16:06,,풍덕새길,68,,,,
34.9909686,127.4983529,돌담,korean,yes,yes,+82 61 753 3033,,restaurant,32,no,,,공공데이터포털,2020-11-18 11:24,,배들이길,1,서면,,,
34.9679327,127.5277734,고산아구찜,korean,yes,yes,+82 61 724 0000,,restaurant,8,wlan,,,공공데이터포털,2020-10-13 14:44,,지봉로,626-6,,,,
34.7262492,127.720756,금비늘,fish,yes,yes,+82 61 641 2243,,restaurant,20,wlan,,,공공데이터포털,2020-10-28 12:45,,어항단지로,,국동,,,
34.9694941,127.5262639,이화수전통육개장 순천법원점,korean,yes,yes,+82 61 725 0107,,restaurant,,wlan,,http://cafe.naver.com/ihwasoo,공공데이터포털,2020-10-12 16:37,,왕지로,38,,,,
34.5766036,126.593612,유진참치초밥,sushi,yes,yes,+82 61 533 1999,,restaurant,80,wlan,,,공공데이터포털,2020-10-29 11:43,,북부순환로,176,해남읍,,,
34.7573771,127.6574042,대나무생숯장어구이,fish,yes,yes,+82 61 684 5792,,restaurant,28,wlan,,,공공데이터포털,2020-11-09 11:58,,시청서3길,25-1,학동,,,
34.7771803,127.6461581,시골집돼지국밥,korean,yes,yes,+82 61 691 5400,,restaurant,12,wlan,,http://countryhousefood.modoo.at/,공공데이터포털,2020-11-13 11:04,,대통2길,90,,,,
34.7575159,127.6631279,화선생,chinese,yes,yes,+82 61 664 9999,,restaurant,,wlan,yes,http://www.ok114.co.kr/0616649999,공공데이터포털,2020-11-10 10:45,,선소로,15-8,,,,
34.9484951,127.5230772,태화정,korean,yes,yes,+82 61 722 6408,,restaurant,,wlan,,,공공데이터포털,2020-10-20 11:50,,상대석1길,29,,,,
34.9630352,127.721125,맛내골,korean,yes,yes,+82 61 795 7290,,restaurant,100,no,,,공공데이터포털,2020-10-30 13:46,,정수2길,23-8,,,,
34.7475812,127.7448037,엑스포돌게식당,korean,yes,yes,+82 61 665 7957,,restaurant,28,no,,,공공데이터포털,2020-10-30 11:15,,공화남3길,19-1,공화동,,2,
34.9527033,127.5200236,용우동 순천연향점,japanese,yes,yes,+82 61 745 2828,,restaurant,,wlan,,,공공데이터포털,2020-11-11 16:03,,연향상가6길,7,,,,
34.7754093,127.6474325,메밀막국수,korean,yes,yes,+82 61 685 8818,,restaurant,,wlan,yes,https://hyangyumiga.modoo.at/,공공데이터포털,2020-10-30 16:07,,무선중앙로,17,,,,
34.3168163,126.752726,뱃고동,fish,yes,yes,+82 61 555 0456,,restaurant,,wlan,,,공공데이터포털,2020-10-30 13:35,,해변공원로,17,완도읍,,,
34.405547,126.628025,진미식당,korean,yes,yes,+82 61 533 0818,,restaurant,16,wlan,,,공공데이터포털,2020-10-27 11:54,,볼무당길,1,북평면,,,
34.9795842,127.5809099,전통유신손두부,korean,yes,yes,+82 61 761 6311,,restaurant,20,wlan,,,공공데이터포털,2020-10-30 11:04,,서평7길,46,광양읍,,,
34.7410924,127.7392734,행운무궁화,fish,no,yes,+82 61 663 3033,,restaurant,,wlan,,http://0616633033.tshome.co.kr,공공데이터포털,2020-11-05 11:15,,동문로,38,,,,
34.7523273,127.7031941,이화수전통육개장 여수여서점,korean,yes,yes,+82 61 655 0861,,restaurant,40,wlan,,http://cafe.naver.com/ihwasoo,공공데이터포털,2020-11-02 16:16,,여서1로,49,,,,
34.9268964,127.6977934,이화수전통육개장 광양중동점,korean,yes,yes,+82 61 794 7277,,restaurant,,wlan,,http://cafe.naver.com/ihwasoo,공공데이터포털,2020-10-07 14:14,,항만9로,129,,,1,
34.4178686,126.5872692,태동식당,korean,yes,yes,+82 61 536 8330,,restaurant,24,no,,,공공데이터포털,2020-10-21 16:55,,시등리길,61-1,현산면,,,
34.7415816,127.7400689,갈비명가,meat,yes,yes,+82 61 662 9290,,restaurant,,wlan,,,공공데이터포털,2020-10-13 9:53,,관문서5길,3,,,,
34.5763381,126.5936043,호남감자탕,korean,yes,yes,+82 61 536 8988,,restaurant,128,wlan,yes,,공공데이터포털,2020-10-16 14:54,,북부순환로,172,해남읍,,,
34.9749221,127.6036026,마로정,korean,yes,yes,+82 61 762 9392,,restaurant,28,wlan,yes,http://blog.naver.com/lsj79427,공공데이터포털,2020-10-19 20:49,,기두길,5-1,광양읍,,,
34.7761748,127.6465825,해미락한식점업,korean,no,yes,+82 61 691 1745,,restaurant,,no,,,공공데이터포털,2020-11-13 11:26,,성산4길,6,,,,
34.757736,127.660198,진품참옻닭,korean,yes,yes,+82 61 682 4050,,restaurant,,wlan,yes,,공공데이터포털,2020-11-10 11:56,,시청서1길,50-4,,,,
34.9818448,127.580852,갯벌낙지수제비,korean,yes,yes,+82 61 762 9255,,restaurant,76,no,,,공공데이터포털,2020-11-06 12:58,,인덕로,1115,광양읍,,,
34.9444838,127.6938011,소담참숯불구이,chicken,yes,yes,+82 61 795 0076,,restaurant,,wlan,,,공공데이터포털,2020-10-15 10:05,,불로로,133,,,,
34.3145278,126.7552222,진미횟집,fish,yes,yes,+82 61 553 2008,,restaurant,90,wlan,,,공공데이터포털,2020-11-16 9:36,,장보고대로,282-1,완도읍,,,
34.7172986,126.7611717,도원참치,japanese,yes,yes,+82 61 432 0957,,restaurant,18,wlan,yes,,공공데이터포털,2020-11-05 17:45,,까치내로,1020,작천면,,,
35.0047748,127.2655375,순천식당,korean,yes,yes,+82 61 755 2378,,restaurant,48,wlan,,http://suncheonsikdang.cityfood.co.kr/,공공데이터포털,2020-10-19 10:33,,송광사안길,125,송광면,,,
34.9276898,127.6986428,바다양푼이동태탕 광양중마점,korean,yes,yes,+82 61 792 0016,,restaurant,48,wlan,yes,,공공데이터포털,2020-10-07 13:34,,항만9로,142,,,1,
34.5711619,126.6094644,이바돔감자탕 해남점,korean,yes,yes,+82 61 537 3849,,restaurant,24,wlan,yes,http://www.ebadom.com/,공공데이터포털,2020-10-26 13:23,,해남로,21,해남읍,,,
34.7416025,127.7522394,오동도해양식당,fish,yes,yes,+82 61 666 9471,,restaurant,,wlan,,,공공데이터포털,2020-10-30 13:02,,오동도로,102,,,,
34.7412625,127.7332764,청춘파스타,italian,yes,yes,+82 61 663 7770,,restaurant,,wlan,,,공공데이터포털,2020-11-13 17:36,,진남상가길,33-4,,,2,
34.7525336,127.7008934,24시전주명가콩나물국밥(여수문수점),korean,yes,yes,+82 61 653 0301,,restaurant,,wlan,,,공공데이터포털,2020-10-29 12:47,,문수로,47,,,,
34.2993287,126.5272071,바다동산,fish,yes,yes,+82 61 532 3004,,restaurant,,no,,http://blog.naver.com/dlguddla12,공공데이터포털,2020-11-03 13:57,,땅끝마을길,52,송지면,,,
34.9338886,127.4954991,용팔이,korean,yes,yes,+82 61 904 0821,,restaurant,16,wlan,,,공공데이터포털,2020-11-18 11:50,,오천6길,37,,,1,
34.7454565,127.7427371,콩시루 여수엑스포점,korean,yes,yes,+82 61 664 0337,,restaurant,32,wlan,yes,,공공데이터포털,2020-10-19 14:19,,동문로,102,,,,
34.726149,127.697804,등대지기,korean,yes,yes,+82 61 641 5767,,restaurant,60,wlan,,,공공데이터포털,2020-10-29 8:59,,신월로,448-12,,,,
34.7594314,127.6684926,자연밥상(정스베이커리),coffee_shop,yes,yes,+82 61 685 8317,,restaurant,16,wlan,,,공공데이터포털,2020-10-15 9:03,,신기남1길,31,,,,
34.9362675,127.7009764,홍춘천치즈닭갈비 광양중동점,chicken,yes,yes,+82 61 794 4777,,restaurant,,wlan,yes,,공공데이터포털,2020-10-13 12:42,,중마로,542,,,1,
34.9394911,127.7006733,대복삼계탕,korean,yes,yes,+82 61 793 9999,,restaurant,,wlan,yes,,공공데이터포털,2020-10-12 11:34,,시청로,82,,,,
34.9360251,127.5482782,대단한갈비,meat,yes,yes,+82 61 723 2122,,restaurant,,wlan,,,공공데이터포털,2020-10-21 14:20,,매안로,159,해룡면,,,
34.9401904,127.4934005,상무청과,coffee_shop,yes,no,,,restaurant,,wlan,,,공공데이터포털,2020-11-11 10:29,,장평로,5,,,,
34.321684,126.7427623,계절의 맛 명성,korean,no,yes,+82 61 553 0035,,restaurant,70,wlan,,http://wandoseafood0035.modoo.at/,공공데이터포털,2020-11-16 15:08,,개포로145번길,31,완도읍,,,
34.7111632,126.8161015,병영서가네,korean,yes,yes,+82 61 434 0892,,restaurant,,wlan,yes,http://blog.naver.com/seogane0892,공공데이터포털,2020-11-12 17:45,,병영성로,73,병영면,,,
34.6378662,126.7691867,거북초밥,japanese,yes,yes,+82 61 434 2525,,restaurant,8,wlan,yes,,공공데이터포털,2020-10-16 10:43,,영랑로,22,강진읍,,,
34.7330655,127.7402562,명품나루터,fish,yes,yes,+82 61 644 6686,,restaurant,28,no,,,공공데이터포털,2020-11-10 21:39,,진두공원길,21,돌산읍,,,
34.8039329,127.666341,엑스포식당,korean,no,yes,+82 61 683 4178,,restaurant,,wlan,,,공공데이터포털,2020-11-18 22:12,,여수산단로,238,,,,
34.7800496,127.6466847,일조오리닭,meat,yes,yes,+82 61 685 4799,,restaurant,16,wlan,,,공공데이터포털,2020-12-29 15:51,,무선로,249-1,화장동,,,
34.7503951,127.7005555,또바기,korean,yes,yes,+82 61 652 2781,,restaurant,24,no,,,공공데이터포털,2020-11-05 10:43,,여문문화길,77,,,,
34.8820785,127.5730788,율촌돌판오리,meat,yes,yes,+82 61 691 5292,,restaurant,,wlan,,,공공데이터포털,2020-11-02 14:18,,여순로,1022-47,율촌면,,,
34.7210036,127.7461336,원조여수서대회,korean,yes,yes,+82 61 643 5989,,restaurant,12,wlan,yes,,공공데이터포털,2020-11-18 9:16,,강남해안로,51,돌산읍,,,
34.7330817,127.7426258,정가네갓·갈치조림생선구이,fish,yes,yes,+82 61 642 5008,,restaurant,,wlan,,,공공데이터포털,2020-11-11 15:58,,진두해안길,68,돌산읍,,,
34.7367249,127.7315603,오뚜기식당,korean,no,yes,+82 61 643 6585,,restaurant,,wlan,,,공공데이터포털,2020-10-29 12:27,,남산로,70,,,,
34.7487828,127.5994875,가사리꽃님이네,korean,yes,yes,+82 61 685 4265,,restaurant,,wlan,,,공공데이터포털,2020-11-12 20:27,,가사안길,27,소라면,,,
34.7742256,127.6437049,덕양곱창,korean,yes,yes,+82 61 691 4856,,restaurant,6,no,,,공공데이터포털,2020-10-25 21:40,,성산5길,60,화장동,,,
34.7397474,127.7351631,광장미가,fish,yes,yes,+82 61 662 1870,,restaurant,,no,,,공공데이터포털,2020-10-18 16:55,,중앙로,72-22,중앙동,,,
34.7600914,127.6602375,개미식당,korean,yes,yes,+82 61 686 7496,,restaurant,,wlan,yes,,공공데이터포털,2020-10-20 11:29,,시청서2길,51-4,,,,
34.7580688,127.6598967,여수꽃게살비빔밥,korean,no,yes,+82 61 681 4022,,restaurant,32,no,,,공공데이터포털,2020-11-11 11:20,,시청서1길,50-7,,,,
34.7605264,127.6599009,장안복집,blowfish,yes,yes,+82 61 684 4946,,restaurant,,no,,,공공데이터포털,2020-10-20 12:24,,시청서2길,39-5,,,,
34.7399417,127.7366285,한려식당,korean,no,yes,+82 61 662 2691,,restaurant,,wlan,,,공공데이터포털,2020-10-18 21:26,,중앙로,81-1,,,,
34.7881562,127.5682458,자연애횟집,fish,no,no,+82 61 683 3200,,restaurant,,wlan,,,공공데이터포털,2020-11-11 13:35,,해넘이길,241,소라면,,,
34.7530875,127.7031083,한강마차,,yes,yes,+82 61 653 5331,,restaurant,,no,,,공공데이터포털,2020-10-29 12:49,,여문문화길,40,문수동,,,
