식당위도,식당경도,name,cuisine,takeaway,reservation,phone,addr:full,amenity,capacity,internet_access,access:disabled,website,source,source:date
34.9266633,127.6989235,백년대계마당쇠국밥,korean,yes,yes,061-793-5510,전라남도 광양시 항만13로 27-7 1층,restaurant,36,wlan,,https://blog.naver.com/koeunsup/221384969995,공공데이터포털,2020-10-07 10:09
34.644244,126.771085,큰샘골,korean,yes,yes,061-433-0668,전라남도 강진군 강진읍 동성로 66,restaurant,,wlan,,,공공데이터포털,2020-11-04 17:53
34.9791707,127.5778455,파라솔장어,fish,yes,yes,061-762-9222,전라남도 광양시 광양읍 서평로 55,restaurant,24,wlan,yes,,공공데이터포털,2020-10-07 11:45
34.5731904,126.6007485,이왕이면오리,meat,yes,yes,061-532-5272,전라남도 해남군 해남읍 중앙1로 299,restaurant,,wlan,yes,,공공데이터포털,2020-10-28 10:48
34.5658731,126.6056602,오대감한우직판장식육식당,beef,yes,yes,061-536-2700,전라남도 해남군 해남읍 영빈로 49,restaurant,,wlan,yes,,공공데이터포털,2020-10-20 11:04
34.5734419,126.3077529,하나로횟집,fish,yes,yes,061-534-6253,전라남도 해남군 문내면 관광레저로 12-1 ,restaurant,60,wlan,yes,,공공데이터포털,2020-10-28 11:05
34.7260287,127.7103058,정담,korean,yes,yes,061-641-9233,전라남도 여수시 신월2길 5,restaurant,64,wlan,,,공공데이터포털,2020-11-10 16:51
34.7491437,127.6982753,이화식당,fish,yes,yes,061-654-9887,전라남도 여수시 문수5길 46,restaurant,52,wlan,,http://cityfood.co.kr/h9/ihwasigdang,공공데이터포털,2020-10-14 13:17
34.7570261,127.6580152,석정,korean,yes,yes,061-686-5235,전라남도 여수시 시청서5길 11-1,restaurant,,wlan,,,공공데이터포털,2020-11-04 14:37
34.9281871,127.5521543,매안정,korean,yes,yes,061-725-2165,전라남도 순천시 해룡면 매안2길 15-3,restaurant,,no,,,공공데이터포털,2020-10-16 16:19
34.940788,127.7312247,진국밥,korean,yes,yes,061-799-2408,전라남도 광양시 폭포사랑길 99,restaurant,32,no,,,공공데이터포털,2020-10-19 10:47
34.9333034,127.7002748,한우관,beef,yes,yes,061-792-0123,"전라남도 광양시 발섬6길 16 1층, 2층",restaurant,,wlan,,http://blog.naver.com/ehdtjr0904,공공데이터포털,2020-10-27 16:07
34.7740969,127.6479984,수빈해물찜(우리집해물탕),fish,yes,yes,061-685-1333,전라남도 여수시 화산로 90,restaurant,12,wlan,,,공공데이터포털,2020-11-11 9:44
34.9991377,127.5059731,대연가든,korean,yes,yes,061-753-4461,전라남도 순천시 서면 청소길 68,restaurant,12,wlan,,,공공데이터포털,2020-11-19 22:59
34.9408795,127.698586,축항횟집,fish,yes,yes,061-791-1718,전라남도 광양시 중마청룡길 13,restaurant,36,wlan,,,공공데이터포털,2020-10-13 11:24
34.7521265,127.7053185,여문수육국밥,korean,yes,yes,061-651-7788,전라남도 여수시 여문1로 36-1,restaurant,,wlan,,,공공데이터포털,2020-10-21 16:19
34.580858,126.6472623,흑석산명가,meat,yes,yes,061-537-5557,전라남도 해남군 옥천면 농공단지길 5,restaurant,56,no,,,공공데이터포털,2020-10-23 15:33
34.5660355,126.6023472,다미정,korean,yes,yes,061-533-6607,전라남도 해남군 해남읍 남부순환로 86 2층,restaurant,64,no,,,공공데이터포털,2020-10-27 11:23
34.3188614,126.7437028,수빈식당,korean,yes,yes,061-552-2077,전라남도 완도군 완도읍 개포로 142,restaurant,30,wlan,,,공공데이터포털,2020-11-13 10:19
34.9422898,127.4936767,진미감자탕,korean,yes,yes,061-746-7877,전라남도 순천시 장평로 27,restaurant,78,wlan,,,공공데이터포털,2020-10-21 12:17
34.9545726,127.6920978,홍천뚝배기 마동점,korean,yes,yes,061-794-0025,전라남도 광양시 사동로 202,restaurant,16,no,,,공공데이터포털,2020-10-13 15:13
34.9400161,127.5258201,진품우리집호반점,meat,yes,yes,061-725-2276,전라남도 순천시 도장길 18,restaurant,20,wlan,,,공공데이터포털,2020-10-16 17:58
34.76044,127.6611246,큰해물천지여수점,fish,yes,yes,061-685-4864,전라남도 여수시 시청서1길 8-1,restaurant,44,wlan,yes,,공공데이터포털,2020-11-11 11:37
34.775995,127.646882,장수참옻삼계탕,korean,no,yes,061-685-9932,전라남도 여수시 성산4길 10,restaurant,,no,,,공공데이터포털,2020-10-30 23:32
34.9352763,127.7001124,불쟁이신쭈꾸,fish,yes,yes,061-794-0103,전라남도 광양시 발섬6길 38 1층,restaurant,36,wlan,,,공공데이터포털,2020-10-12 17:46
34.9730468,127.5788019,어촌일기,fish,yes,yes,061-761-1515,전라남도 광양시 광양읍 서북로 25,restaurant,68,no,,,공공데이터포털,2020-10-08 17:24
34.7525171,127.7034993,맛나감자탕여수여서점,korean,yes,yes,061-920-2177,"전라남도 여수시 여서1로 53, 2층(여서동)",restaurant,,wlan,,http://m0003405.mddang.kr/,공공데이터포털,2020-10-19 14:41
34.7466541,127.6704034,맷돌순두부,korean,yes,yes,061-686-7276,전라남도 여수시 예울마루로 37-21,restaurant,32,wlan,,,공공데이터포털,2020-10-28 9:26
34.7568857,127.6592457,참숯대감집 대청마루,korean,yes,yes,061-692-5882,전라남도 여수시 시청서5길 24,restaurant,,wlan,yes,,공공데이터포털,2020-11-03 10:18
34.9474289,127.6886991,불소식당 광양중동점,beef,yes,yes,061-793-5592,전라남도 광양시 구마4길 20 1층,restaurant,,wlan,,,공공데이터포털,2020-10-19 9:48
34.7528594,127.703453,와쭈,korean,yes,yes,061-652-7939,전라남도 여수시 여문문화1길 38-1,restaurant,,wlan,,,공공데이터포털,2020-10-14 11:27
34.7632435,127.6666685,여진식당,korean,yes,yes,061-685-7999,전라남도 여수시 학동5길 2-2,restaurant,16,wlan,,,공공데이터포털,2020-11-10 10:25
34.7477679,127.700056,봉팔이회마차,fish,yes,yes,061-653-6335,전라남도 여수시 대치3길 5-5,restaurant,32,wlan,,,공공데이터포털,2020-10-28 9:28
34.9622502,127.7211199,진미정,meat,yes,yes,061-795-3993,전라남도 광양시 정수1길 12,restaurant,40,no,,,공공데이터포털,2020-10-29 10:31
34.7519153,127.7024233,올리브레스토랑,japanese,yes,yes,061-652-1697,전라남도 여수시 여서1로 41-1,restaurant,,wlan,,http://www.ok114.co.kr/0616521697,공공데이터포털,2020-11-04 16:55
34.7465711,127.6700252,강촌토종닭숯불구이,korean,yes,yes,061-684-5592,전라남도 여수시 예울마루로 37-26,restaurant,36,wlan,,,공공데이터포털,2020-10-29 9:37
34.7261768,127.7156348,팔남매식당,korean,no,yes,061-644-8892,전라남도 여수시 어항단지로 51,restaurant,,no,,,공공데이터포털,2020-10-28 9:51
34.9316436,127.6964697,황금어장,fish,yes,yes,061-791-1330,전라남도 광양시 길호2길 18 1층,restaurant,42,wlan,,,공공데이터포털,2020-10-15 12:25
34.7465725,127.6703918,고고차이나,chinese,yes,yes,061-692-0123,전라남도 여수시 예울마루로 37-21,restaurant,24,wlan,,https://gogochina0123.modoo.at,공공데이터포털,2020-10-28 17:44
34.9611583,127.51645,조례쌈밥,korean,yes,yes,061-723-4916,전라남도 순천시 유동길 128,restaurant,28,wlan,,,공공데이터포털,2020-11-19 19:41
34.7510661,127.6992807,불꽃삼겹살,korean,yes,yes,061-652-0922,전라남도 여수시 문수6길 21,restaurant,,wlan,,,공공데이터포털,2020-11-05 11:27
34.9360375,127.7001221,남다른감자탕 동광양중동점,korean,yes,yes,061-794-2111,전라남도 광양시 공영로 99 1층,restaurant,72,wlan,,http://namzatang.co.kr,공공데이터포털,2020-10-27 16:19
34.7485776,127.7088846,청양일초여수쭈꾸미,korean,yes,yes,061-652-3896,전라남도 여수시 여서로 260-14,restaurant,,wlan,,,공공데이터포털,2020-10-21 8:28
34.9330517,127.5555254,불쟁이신쭈꾸미신대점,korean,yes,yes,061-724-6667,전라남도 순천시 해룡면 매안로 74 ,restaurant,28,wlan,,,공공데이터포털,2020-10-07 15:32
34.7763957,127.6493597,돌깨마을맷돌순두부 무선점,korean,yes,yes,061-641-5503,전라남도 여수시 성산3길 23,restaurant,8,wlan,,,공공데이터포털,2020-11-13 10:43
34.5789129,126.5914908,수남숯불구이,meat,yes,yes,061-537-9192,전라남도 해남군 해남읍 구교3길 29 ,restaurant,64,wlan,,,공공데이터포털,2020-11-04 9:23
34.7569701,127.6574282,24시대감집해장국,korean,yes,yes,061-692-0305,전라남도 여수시 시청서5길 5,restaurant,20,wlan,,,공공데이터포털,2020-11-04 14:30
34.6413594,126.7662025,돌담한정식,korean,no,yes,061-434-1033,전라남도 강진군 강진읍 영랑생가길 5,restaurant,130,wlan,,,공공데이터포털,2020-10-19 11:23
34.7543767,127.6558429,정씨부엌여천점,korean,yes,yes,061-682-8833,전라남도 여수시 장성1길 9-1,restaurant,,wlan,,,공공데이터포털,2020-10-28 10:41
34.7482809,127.6756031,북경반점,chinese,yes,yes,061-686-6708,전라남도 여수시 웅남2길 37,restaurant,,wlan,,,공공데이터포털,2020-11-10 16:00
34.9316474,127.6958336,골목고기 중동점,meat,no,yes,061-795-3999,전라남도 광양시 길호2길 30 1층,restaurant,,wlan,yes,,공공데이터포털,2020-10-15 12:32
34.6406448,126.7668609,강진한식뷔페,korean,yes,yes,061-433-2750,전라남도 강진군 강진읍 영랑로 58,restaurant,,wlan,yes,,공공데이터포털,2020-10-15 9:55
34.7482097,127.7005929,여수밀면,fish,no,no,061-654-7003,전라남도 여수시 대치1길 6-1,restaurant,,wlan,,,공공데이터포털,2020-10-20 8:41
34.7584777,127.6565412,진품우리집오리,meat,yes,yes,061-685-5233,전라남도 여수시 시청서3길 7-2,restaurant,,wlan,yes,,공공데이터포털,2020-11-10 10:57
34.7530971,127.7025854,숯불애소,beef,yes,yes,061-643-5592,전라남도 여수시 여문문화2길 40,restaurant,,wlan,,http://www.bullso.co.kr/,공공데이터포털,2020-11-05 11:21
34.9435226,127.5162094,순천갈대장어,fish,yes,yes,061-741-9595,전라남도 순천시 연향번영1길 23 순천갈대장어,restaurant,,wlan,,http://blog.naver.com/cnggaldae,공공데이터포털,2020-11-06 16:54
34.9048489,127.3437584,놀부밥집,korean,yes,yes,061-753-0301,전라남도 순천시 낙안면 삼일로 67,restaurant,36,wlan,,,공공데이터포털,2020-11-24 17:27
34.9323255,127.5532256,정씨부엌,korean,yes,yes,061-727-8188,전라남도 순천시 해룡면 향매로 130,restaurant,,wlan,,,공공데이터포털,2020-10-27 11:21
34.9730413,127.5769358,호호냉면,korean,yes,yes,061-762-0080,전라남도 광양시 광양읍 서북3길 28,restaurant,32,wlan,yes,,공공데이터포털,2020-10-08 9:54
34.9723701,127.4912496,바다양푼이동태탕 순천용당점,korean,yes,yes,061-752-7001,전라남도 순천시 용당초등길 7-7,restaurant,8,wlan,,,공공데이터포털,2020-11-18 11:46
34.9475519,127.5138134,녹동골,fish,yes,yes,061-722-5878,전라남도 순천시 구암1길 8 .,restaurant,32,wlan,,,공공데이터포털,2020-11-06 15:47
34.750345,127.701072,황금코다리여수여서점,beef,yes,yes,061-652-5988,전라남도 여수시 여서1로 21,restaurant,,wlan,,,공공데이터포털,2020-10-20 8:39
34.6390084,126.7736056,대통령밥상,korean,yes,yes,061-433-3959,"전라남도 강진군 강진읍 오감길 2, 2동 7호",restaurant,60,wlan,yes,,공공데이터포털,2020-10-16 17:39
34.5693283,126.6062575,콩나루 해남점,korean,yes,yes,061-535-6613,전라남도 해남군 해남읍 남부순환로 20-1,restaurant,20,wlan,,,공공데이터포털,2020-10-26 9:37
34.9967983,127.6036343,차도리가든,chicken,yes,yes,061-762-3065,전라남도 광양시 옥룡면 신재로 337,restaurant,,wlan,yes,,공공데이터포털,2020-11-01 21:37
34.7462382,127.6709875,다담골숯불갈비 여수점,meat,yes,yes,061-685-3389,"전라남도 여수시 예울마루로 37-53, 4층",restaurant,,wlan,,https://yeosudadamgol.modoo.at/,공공데이터포털,2020-11-02 17:51
34.732994,127.646342,소호회관,fish,no,yes,061-682-5222,전라남도 여수시 소호로 317,restaurant,24,wlan,yes,,공공데이터포털,2020-11-10 12:50
34.9689172,127.5249974,법원맛집,korean,yes,yes,061-723-8874,전라남도 순천시 왕지4길 10-12,restaurant,,wlan,,http://061-723-8874.okqr.co.kr,공공데이터포털,2020-10-15 16:29
34.93141,127.6969679,진도리닭도리탕,korean,yes,yes,061-791-2233,전라남도 광양시 길호2길 7 1층,restaurant,,wlan,yes,,공공데이터포털,2020-10-19 9:11
34.7529859,127.703556,대박난쪽갈비,meat,yes,yes,061-652-3355,전라남도 여수시 여문문화길 37,restaurant,,wlan,,http://www.xn--w39av0gp6bz1o6vcl81a.kr/,공공데이터포털,2020-10-14 11:24
34.7567757,127.6644067,마리나부페,international,no,yes,061-686-6900,전라남도 여수시 선소로 25 마리나부페웨딩홀,restaurant,,wlan,yes,http://www.marinabuffet.com/,공공데이터포털,2020-11-16 10:38
34.7727749,127.6536323,까꿍이국밥,korean,yes,yes,061-691-0029,전라남도 여수시 무선중앙로 87-1,restaurant,4,wlan,,,공공데이터포털,2020-10-30 22:18
34.7757896,127.6497269,정든집,korean,yes,yes,061-684-5588,전라남도 여수시 무선6길 47,restaurant,,wlan,,,공공데이터포털,2020-11-19 16:55
34.6347346,126.7807871,강진탐진강장어나라,fish,yes,yes,061-434-8292,전라남도 강진군 강진읍 목리길 83-13,restaurant,32,wlan,yes,,공공데이터포털,2020-11-04 13:21
34.6677264,126.3304418,사랑방식당,korean,no,yes,061-533-1234,전라남도 해남군 화원면 청용길 54,restaurant,80,wlan,,,공공데이터포털,2020-11-02 9:25
34.931343,127.699236,스시한,sushi,yes,yes,061-791-1456,전라남도 광양시 길호5길 5 1층,restaurant,,wlan,,,공공데이터포털,2020-10-08 8:59
34.9439825,127.6983702,다이닝센(광양점),international,yes,yes,061-795-9545,전라남도 광양시 중마중앙로 154,restaurant,,wlan,yes,,공공데이터포털,2020-10-19 10:29
34.958002,127.517392,순천양꼬치,korean,yes,yes,061-902-1234,전라남도 순천시 봉화로 252,restaurant,,wlan,,,공공데이터포털,2020-11-24 18:45
34.769335,127.7040648,등뼈가 여수미평점,korean,yes,yes,061-655-3066,전라남도 여수시 미평9길 22(미평동),restaurant,48,wlan,,http://www.theamjatang.co.kr/,공공데이터포털,2020-10-29 13:11
34.7632248,127.636192,죽림회포차,,no,yes,,전라남도 여수시 소라면 죽림중앙로 27,restaurant,16,wlan,yes,,공공데이터포털,2020-12-29 15:52
34.9738343,127.4817915,여수장어명가본점,fish,yes,yes,061-752-1199,전라남도 순천시 중앙로 317,restaurant,,wlan,,,공공데이터포털,2020-10-15 17:09
34.9718529,127.5226652,아웃백스테이크하우스 순천점,international,yes,yes,061-727-0681,전라남도 순천시 왕지5길 4 KM빌딩 2층,restaurant,,wlan,,https://www.outback.co.kr,공공데이터포털,2020-10-18 23:08
34.9636596,127.57935,꽃두레,meat,yes,yes,061-763-0707,전라남도 광양시 광양읍 회암3길 2,restaurant,50,wlan,,http://ddurae.modoo.at/,공공데이터포털,2020-10-30 15:41
34.7403355,127.7339995,들깨나라교동점,korean,yes,yes,061-663-5678,전라남도 여수시 중앙로 57,restaurant,,wlan,,,공공데이터포털,2020-10-29 21:44
34.7546834,127.705936,큰맘할매순대국 여수 여서점,korean,yes,yes,061-653-5634,전라남도 여수시 여문문화길 10(문수동),restaurant,,wlan,,http://www.bkfood.kr/,공공데이터포털,2020-10-21 10:06
34.9339837,127.699324,미풍해장국,korean,yes,yes,061-792-3210,전라남도 광양시 발섬3길 9 1층,restaurant,20,wlan,yes,,공공데이터포털,2020-10-12 14:38
34.6391466,126.7735558,보리가익어갈무렵,korean,yes,yes,061-433-7854,전라남도 강진군 강진읍 오감길 2,restaurant,32,wlan,yes,,공공데이터포털,2020-10-15 10:22
34.9566534,127.483582,투가리,,yes,yes,061-751-3545,전라남도 순천시 행중길 14,restaurant,32,wlan,,,공공데이터포털,2020-10-14 10:40
34.9392625,127.4953168,맛이랑짱뚱어랑,fish,yes,yes,061-743-0333,전라남도 순천시 풍덕새길 68,restaurant,28,wlan,,,공공데이터포털,2020-10-08 16:06
34.9909686,127.4983529,돌담,korean,yes,yes,061-753-3033,전라남도 순천시 서면 배들이길 1 돌담,restaurant,32,no,,,공공데이터포털,2020-11-18 11:24
34.9679327,127.5277734,고산아구찜,korean,yes,yes,061-724-0000,전라남도 순천시 지봉로 626-6,restaurant,8,wlan,,,공공데이터포털,2020-10-13 14:44
34.7262492,127.720756,금비늘,fish,yes,yes,061-641-2243,"전라남도 여수시 어항단지로 109,1층 (국동)",restaurant,20,wlan,,,공공데이터포털,2020-10-28 12:45
34.9694941,127.5262639,이화수전통육개장 순천법원점,korean,yes,yes,061-725-0107,전라남도 순천시 왕지로 38,restaurant,,wlan,,http://cafe.naver.com/ihwasoo,공공데이터포털,2020-10-12 16:37
34.5766036,126.593612,유진참치초밥,sushi,yes,yes,061-533-1999,전라남도 해남군 해남읍 북부순환로 176,restaurant,80,wlan,,,공공데이터포털,2020-10-29 11:43
34.7573771,127.6574042,대나무생숯장어구이,fish,yes,yes,061-684-5792,전라남도 여수시 시청서3길 25-1 (학동),restaurant,28,wlan,,,공공데이터포털,2020-11-09 11:58
34.7771803,127.6461581,시골집돼지국밥,korean,yes,yes,061-691-5400,전라남도 여수시 대통2길 90,restaurant,12,wlan,,http://countryhousefood.modoo.at/,공공데이터포털,2020-11-13 11:04
34.7575159,127.6631279,화선생,chinese,yes,yes,061-664-9999,전라남도 여수시 선소로 15-8,restaurant,,wlan,yes,http://www.ok114.co.kr/0616649999,공공데이터포털,2020-11-10 10:45
34.9484951,127.5230772,태화정,korean,yes,yes,061-722-6408,전라남도 순천시 상대석1길 29 태화정,restaurant,,wlan,,,공공데이터포털,2020-10-20 11:50
34.9630352,127.721125,맛내골,korean,yes,yes,061-795-7290,전라남도 광양시 정수2길 23-8,restaurant,100,no,,,공공데이터포털,2020-10-30 13:46
34.7475812,127.7448037,엑스포돌게식당,korean,yes,yes,061-665-7957,"전라남도 여수시 공화남3길 19-1, 2층(공화동)",restaurant,28,no,,,공공데이터포털,2020-10-30 11:15
34.9527033,127.5200236,용우동 순천연향점,japanese,yes,yes,061-745-2828,전라남도 순천시 연향상가6길 7,restaurant,,wlan,,,공공데이터포털,2020-11-11 16:03
34.7754093,127.6474325,메밀막국수,korean,yes,yes,061-685-8818,전라남도 여수시 무선중앙로 17,restaurant,,wlan,yes,https://hyangyumiga.modoo.at/,공공데이터포털,2020-10-30 16:07
34.3168163,126.752726,뱃고동,fish,yes,yes,061-555-0456,전라남도 완도군 완도읍 해변공원로 17,restaurant,,wlan,,,공공데이터포털,2020-10-30 13:35
34.405547,126.628025,진미식당,korean,yes,yes,061-533-0818,전라남도 해남군 북평면 볼무당길 1 ,restaurant,16,wlan,,,공공데이터포털,2020-10-27 11:54
34.9795842,127.5809099,전통유신손두부,korean,yes,yes,061-761-6311,전라남도 광양시 광양읍 서평7길 46,restaurant,20,wlan,,,공공데이터포털,2020-10-30 11:04
34.7410924,127.7392734,행운무궁화,fish,no,yes,061-663-3033,전라남도 여수시 동문로 38,restaurant,,wlan,,http://0616633033.tshome.co.kr,공공데이터포털,2020-11-05 11:15
34.7523273,127.7031941,이화수전통육개장 여수여서점,korean,yes,yes,061-655-0861,전라남도 여수시 여서1로 49,restaurant,40,wlan,,http://cafe.naver.com/ihwasoo,공공데이터포털,2020-11-02 16:16
34.9268964,127.6977934,이화수전통육개장 광양중동점,korean,yes,yes,061-794-7277,전라남도 광양시 항만9로 129 1층,restaurant,,wlan,,http://cafe.naver.com/ihwasoo,공공데이터포털,2020-10-07 14:14
34.4178686,126.5872692,태동식당,korean,yes,yes,061-536-8330,전라남도 해남군 현산면 시등리길 61-1,restaurant,24,no,,,공공데이터포털,2020-10-21 16:55
34.7415816,127.7400689,갈비명가,meat,yes,yes,061-662-9290,전라남도 여수시 관문서5길 3,restaurant,,wlan,,,공공데이터포털,2020-10-13 9:53
34.5763381,126.5936043,호남감자탕,korean,yes,yes,061-536-8988,전라남도 해남군 해남읍 북부순환로 172,restaurant,128,wlan,yes,,공공데이터포털,2020-10-16 14:54
34.9749221,127.6036026,마로정,korean,yes,yes,061-762-9392,전라남도 광양시 광양읍 기두길 5-1,restaurant,28,wlan,yes,http://blog.naver.com/lsj79427,공공데이터포털,2020-10-19 20:49
34.7761748,127.6465825,해미락한식점업,korean,no,yes,061-691-1745,전라남도 여수시 성산4길 6,restaurant,,no,,,공공데이터포털,2020-11-13 11:26
34.757736,127.660198,진품참옻닭,korean,yes,yes,061-682-4050,전라남도 여수시 시청서1길 50-4,restaurant,,wlan,yes,,공공데이터포털,2020-11-10 11:56
34.9818448,127.580852,갯벌낙지수제비,korean,yes,yes,061-762-9255,전라남도 광양시 광양읍 인덕로 1115,restaurant,76,no,,,공공데이터포털,2020-11-06 12:58
34.9444838,127.6938011,소담참숯불구이,chicken,yes,yes,061-795-0076,전라남도 광양시 불로로 133,restaurant,,wlan,,,공공데이터포털,2020-10-15 10:05
34.3145278,126.7552222,진미횟집,fish,yes,yes,061-553-2008,전라남도 완도군 완도읍 장보고대로 282-1,restaurant,90,wlan,,,공공데이터포털,2020-11-16 9:36
34.7172986,126.7611717,도원참치,japanese,yes,yes,061-432-0957,전라남도 강진군 작천면 까치내로 1020,restaurant,18,wlan,yes,,공공데이터포털,2020-11-05 17:45
35.0047748,127.2655375,순천식당,korean,yes,yes,061-755-2378,전라남도 순천시 송광면 송광사안길 125,restaurant,48,wlan,,http://suncheonsikdang.cityfood.co.kr/,공공데이터포털,2020-10-19 10:33
34.9276898,127.6986428,바다양푼이동태탕 광양중마점,korean,yes,yes,061-792-0016,전라남도 광양시 항만9로 142 1층,restaurant,48,wlan,yes,,공공데이터포털,2020-10-07 13:34
34.5711619,126.6094644,이바돔감자탕 해남점,korean,yes,yes,061-537-3849,전라남도 해남군 해남읍 해남로 21 ,restaurant,24,wlan,yes,http://www.ebadom.com/,공공데이터포털,2020-10-26 13:23
34.7416025,127.7522394,오동도해양식당,fish,yes,yes,061-666-9471,전라남도 여수시 오동도로 102,restaurant,,wlan,,,공공데이터포털,2020-10-30 13:02
34.7412625,127.7332764,청춘파스타,italian,yes,yes,061-663-7770,전라남도 여수시 진남상가길 33-4 2층,restaurant,,wlan,,,공공데이터포털,2020-11-13 17:36
34.7525336,127.7008934,24시전주명가콩나물국밥(여수문수점),korean,yes,yes,061-653-0301,전라남도 여수시 문수로 47,restaurant,,wlan,,,공공데이터포털,2020-10-29 12:47
34.2993287,126.5272071,바다동산,fish,yes,yes,061-532-3004,전라남도 해남군 송지면 땅끝마을길 52,restaurant,,no,,http://blog.naver.com/dlguddla12,공공데이터포털,2020-11-03 13:57
34.9338886,127.4954991,용팔이,korean,yes,yes,061-904-0821,전라남도 순천시 오천6길 37 1층 용팔이,restaurant,16,wlan,,,공공데이터포털,2020-11-18 11:50
34.7454565,127.7427371,콩시루 여수엑스포점,korean,yes,yes,061-664-0337,전라남도 여수시 동문로 102,restaurant,32,wlan,yes,,공공데이터포털,2020-10-19 14:19
34.726149,127.697804,등대지기,korean,yes,yes,061-641-5767,전라남도 여수시 신월로 448-12,restaurant,60,wlan,,,공공데이터포털,2020-10-29 8:59
34.7594314,127.6684926,자연밥상(정스베이커리),coffee_shop,yes,yes,061-685-8317,전라남도 여수시 신기남1길 31,restaurant,16,wlan,,,공공데이터포털,2020-10-15 9:03
34.9362675,127.7009764,홍춘천치즈닭갈비 광양중동점,chicken,yes,yes,061-794-4777,전라남도 광양시 중마로 542 1층,restaurant,,wlan,yes,,공공데이터포털,2020-10-13 12:42
34.9394911,127.7006733,대복삼계탕,korean,yes,yes,061-793-9999,전라남도 광양시 시청로 82,restaurant,,wlan,yes,,공공데이터포털,2020-10-12 11:34
34.9360251,127.5482782,대단한갈비,meat,yes,yes,061-723-2122,전라남도 순천시 해룡면 매안로 159,restaurant,,wlan,,,공공데이터포털,2020-10-21 14:20
34.9401904,127.4934005,상무청과,coffee_shop,yes,no,,전라남도 순천시 장평로 5,restaurant,,wlan,,,공공데이터포털,2020-11-11 10:29
34.321684,126.7427623,계절의 맛 명성,korean,no,yes,061-553-0035,전라남도 완도군 완도읍 개포로145번길 31,restaurant,70,wlan,,http://wandoseafood0035.modoo.at/,공공데이터포털,2020-11-16 15:08
34.7111632,126.8161015,병영서가네,korean,yes,yes,061-434-0892,전라남도 강진군 병영면 병영성로 73,restaurant,,wlan,yes,http://blog.naver.com/seogane0892,공공데이터포털,2020-11-12 17:45
34.6378662,126.7691867,거북초밥,japanese,yes,yes,061-434-2525,전라남도 강진군 강진읍 영랑로 22,restaurant,8,wlan,yes,,공공데이터포털,2020-10-16 10:43
34.7330655,127.7402562,명품나루터,fish,yes,yes,061-644-6686,전라남도 여수시 돌산읍 진두공원길 21,restaurant,28,no,,,공공데이터포털,2020-11-10 21:39
34.8039329,127.666341,엑스포식당,korean,no,yes,061-683-4178,전라남도 여수시 여수산단로 238,restaurant,,wlan,,,공공데이터포털,2020-11-18 22:12
34.7800496,127.6466847,일조오리닭,meat,yes,yes,061-685-4799,전라남도 여수시 무선로 249-1 (화장동),restaurant,16,wlan,,,공공데이터포털,2020-12-29 15:51
34.7503951,127.7005555,또바기,korean,yes,yes,061-652-2781,전라남도 여수시 여문문화길 77 ,restaurant,24,no,,,공공데이터포털,2020-11-05 10:43
34.8820785,127.5730788,율촌돌판오리,meat,yes,yes,061-691-5292,전라남도 여수시 율촌면 여순로 1022-47,restaurant,,wlan,,,공공데이터포털,2020-11-02 14:18
34.7210036,127.7461336,원조여수서대회,korean,yes,yes,061-643-5989,전라남도 여수시 돌산읍 강남해안로 51,restaurant,12,wlan,yes,,공공데이터포털,2020-11-18 9:16
34.7330817,127.7426258,정가네갓·갈치조림생선구이,fish,yes,yes,061-642-5008,전라남도 여수시 돌산읍 진두해안길 68,restaurant,,wlan,,,공공데이터포털,2020-11-11 15:58
34.7367249,127.7315603,오뚜기식당,korean,no,yes,061-643-6585,전라남도 여수시 남산로 70,restaurant,,wlan,,,공공데이터포털,2020-10-29 12:27
34.7487828,127.5994875,가사리꽃님이네,korean,yes,yes,061-685-4265,전라남도 여수시 소라면 가사안길 27,restaurant,,wlan,,,공공데이터포털,2020-11-12 20:27
34.7742256,127.6437049,덕양곱창,korean,yes,yes,061-691-4856,전라남도 여수시 성산5길 60 (화장동 (1층)),restaurant,6,no,,,공공데이터포털,2020-10-25 21:40
34.7397474,127.7351631,광장미가,fish,yes,yes,061-662-1870,전라남도 여수시 중앙로 72-22 (중앙동 (1층)),restaurant,,no,,,공공데이터포털,2020-10-18 16:55
34.7600914,127.6602375,개미식당,korean,yes,yes,061-686-7496,전라남도 여수시 시청서2길 51-4 ,restaurant,,wlan,yes,,공공데이터포털,2020-10-20 11:29
34.7580688,127.6598967,여수꽃게살비빔밥,korean,no,yes,061-681-4022,전라남도 여수시 시청서1길 50-7,restaurant,32,no,,,공공데이터포털,2020-11-11 11:20
34.7605264,127.6599009,장안복집,blowfish,yes,yes,061-684-4946,전라남도 여수시 시청서2길 39-5,restaurant,,no,,,공공데이터포털,2020-10-20 12:24
34.7399417,127.7366285,한려식당,korean,no,yes,061-662-2691,전라남도 여수시 중앙로 81-1,restaurant,,wlan,,,공공데이터포털,2020-10-18 21:26
34.7881562,127.5682458,자연애횟집,fish,no,no,061-683-3200,전라남도 여수시 소라면 해넘이길 241,restaurant,,wlan,,,공공데이터포털,2020-11-11 13:35
34.7530875,127.7031083,한강마차,,yes,yes,061-653-5331,전라남도 여수시 여문문화길 40 (문수동),restaurant,,no,,,공공데이터포털,2020-10-29 12:49
34.7749445,127.6497219,공감,korean,yes,yes,061-685-5638,전라남도 여수시 무선6길 43-9 (선원동),restaurant,,wlan,,,공공데이터포털,2020-11-08 22:23
