위도,경도,amenity,cuisine,name,phone,addr:full,description,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door,name:en,name:ko,addr:housename,diet:halal,source
37.53455366,126.9889393,restaurant,american,길버트버거앤프라이즈이태원,+82 2 792 7676,,미국 본토 버거를 즐길 수 있는 곳,,녹사평대로40길,55-2,,,,,,,,,공공데이터포털
37.53692502,126.9882329,restaurant,chinese,차찬텡,+82 70 5043 4243,,"(차)와 (찬)식사를 함께 즐기는 공간(텡), 홍콩식 누들카페",,녹사평대로46가길,8,,,-1,,,,,,공공데이터포털
37.53726011,126.9874137,restaurant,american,오베이,+82 2 794 5239,,LA푸드트럭,,녹사평대로46길,10,,,2,,5Bey,오베이,,,공공데이터포털
37.53726011,126.9874137,restaurant,australian,그데이,+82 2 749 0085,,Austrain style의 샌드위치 카페입니다,,녹사평대로46길,10,,,1,,,,,,공공데이터포털
37.53713401,126.9877893,restaurant,italian,빌리스테이블,+82 2 790 3312,,경리단길에서 파스타 제일 잘 하는 집,,녹사평대로46길,16-4,,,1,,,,,,공공데이터포털
37.5391198,126.9876668,restaurant,thai,까올리포차나,+82 70 8872 1995,,이태원 태국 음식 전문점,,녹사평대로52길,7,,,1,,,,,,공공데이터포털
37.53913786,126.9881013,restaurant,japanese,맷크로켓,+82 2 790 0123,,"홈메이드 형식으로 소스,크로켓 모두 수제로 만들어집니다",,녹사평대로54길,16,,,1,,,,,,공공데이터포털
37.53920996,126.9883049,restaurant,cuban,삼이공,+82 2 794 0310,,영화 `아메리칸 쉐프`에 등장한 쿠바식 샌드위치점,,녹사평대로54길,17,,,1,,320,삼이공,,,공공데이터포털
37.53916314,126.9886082,restaurant,greek,엘그레코스,+82 70 8263 8678,,이태원의 그리스 정통 음식적,,녹사평대로54길,23,,,1,,,,,,공공데이터포털
37.53421538,126.9983119,restaurant,american,자매즈,+82 2 797 8520,,,,우사단로14길,48,,,,,JAMEZ,자매즈,,,공공데이터포털
37.53398428,127.0103954,restaurant,italian,로얄맨션,+82 2 792 2655,,한남동 유엔빌리지 내 위치 편안한 공간에서 퓨전 이탈리안을 즐기실 수 있습니다.,,유엔빌리지길,11,,,2,,,,TWIN VILL,,공공데이터포털
37.53439861,126.9882107,restaurant,american,지노스 피자,+82 2 792 2234,,Gino`s NewYork Pizza,,녹사평대로40길,46,,,,,Gino`s Pizza,지노스 피자,,,공공데이터포털
37.53452117,126.9884731,restaurant,american,매니멀스모크하우스,+82 2 790 6788,,미국식 전총 훈연 바비큐,,녹사평대로40길,47,,,2,,,,,,공공데이터포털
37.53439142,126.9883781,restaurant,thai,(주)부다스벨리,+82 2 796 9330,,아름다운 뷰와 분위기를 느낄 수 있는 타이레스토랑,,녹사평대로40길,48,,,1; 2,,,,,,공공데이터포털
37.5343554,126.9885727,restaurant,spanish,따뻬오,+82 2 794 2848,,스페니쉬 타파스바,,녹사평대로40길,52,,,1,,Tapeo,따뻬오,,,공공데이터포털
37.5343554,126.9885727,restaurant,german,써스티 몽크 이태원점,+82 2 792 6751,,1000년 역사의 독일 정통 바이엔슈테판 맥주,,녹사평대로40길,52,,,1,,,,,,공공데이터포털
37.5343554,126.9885727,restaurant,american,킨덜스,+82 2 720 2550,,전통 오리지널 BBQ&Grill 레스토랑,,녹사평대로40길,52,,,-1,,,,,,공공데이터포털
37.53308337,126.990718,restaurant,vietnamese,포88,+82 2 790 8338,,"베트남 쌀국수, 가성비",,녹사평대로32길,39,,,1,,Pho88,포88,,,공공데이터포털
37.53465445,126.9877218,restaurant,jordanian,페트라,+82 2 790 4433,,신선한 아라빅 할랄음식을 제공하는 집,,녹사평대로40길,33,,,,,,,,,공공데이터포털
37.53439861,126.9882107,restaurant,mexican,코레아노스키친,+82 2 795 4427,,미국 텍사스주 인기 푸드트럭 한국상륙! 최고의 멕시칸 요리를 만나보세요!,,녹사평대로40길,46,,,-1; 1,,,,,,공공데이터포털
37.53337887,126.99027,restaurant,mexican,불앤배럴,+82 2 797 7703,,분위기와 친절한 직원이 생맥주와 멕시코음식을 제공하는 집,,녹사평대로32길,28,,,,,BULL&BARREL,불앤배럴,,,공공데이터포털
37.53318426,126.9904374,restaurant,italian,어썸레스토랑,+82 70 4131 2162,,스테이크 맛집,,녹사평대로32길,36,,,1,,,,,,공공데이터포털
37.53087416,126.9913066,restaurant,chinese,대한각,+82 2 798 9990,,자영농장 100% 무농약 채소를 사용한 중국요리 전문점,,녹사평대로26길,21,,,2,,,,,,공공데이터포털
37.53367074,126.9896997,restaurant,uzbek,트(LAZZAT,+82 2 792 7008,,,,녹사평대로32길,15,,,2,,LAZZAT,라자트,,,공공데이터포털
37.53969282,126.9875581,restaurant,italian,치(Room H,+82 2 796 5061,,"저렴한 음식 가격과 고퀄리티에 음식맛, 고급스러운 분위기 레스토랑",,녹사평대로,248,,,1,,Room H,룸에이치,,,공공데이터포털
37.53517754,126.9945827,restaurant,mexican,토마틸로이태원,+82 2 794 9225,,멕시코 전문점 펍앤그릴 토마틸로,,이태원로27가길,12,,,,,,,,,공공데이터포털
37.53962434,126.9874993,restaurant,vietnamese,포포유,+82 2 749 8947,,샌프란시스코의 유명베트남쉐프의 레시피를 받아 미국식 쌀국수를 정성스럽게 만들고 있습니다.,,녹사평대로,246-1,,,,,,,,,공공데이터포털
37.53722403,126.9870471,restaurant,american,예스버거,+82 2 794 3312,,맛있는 수제버거와 간단하게 맥주한잔하기 좋은집,,녹사평대로,220,,,2,,Yes burger,예스버거,,,공공데이터포털
37.53325625,126.9893558,restaurant,cuban,더버뮤다,+82 2 749 9447,,단 하나의 쿠바와 남미를 담는 곳,,녹사평대로,168-6,,,,,,,,,공공데이터포털
37.53712312,126.9870652,restaurant,mexican,칠리칠리,+82 2 797 7219,,멕시코 대중음식 따코 전문점,,녹사평대로,218,,,1; 2,,,,,,공공데이터포털
37.53712312,126.9870652,restaurant,arab,아라빅하우스,+82 2 702 6559,,정통 아랍 음식을 즐길 수 있는 아라빅하우스!,,녹사평대로,218,,,3,,,,,,공공데이터포털
37.53773939,126.986961,restaurant,spanish,미마드레,+82 2 790 7875,,스페인 정통 타파스 바,,녹사평대로,224-1,,,2,,,,,,공공데이터포털
37.53799168,126.9869972,restaurant,french; italian,(주)페어몬트인베스트먼트쁘띠발롱경리단,+82 2 790 2277,,프렌치 이태리 코스와 다양한 와인이 준비된 프라이빗한 공간,,녹사평대로,228-1,,,1,,,,,,공공데이터포털
37.53871971,126.9872007,restaurant,japanese,아자쓰,+82 70 8849 6922,,색다른 일본요리를 드시고 싶다면 아자쓰!,,녹사평대로,236,,,1,,,,,,공공데이터포털
37.53884585,126.9872188,restaurant,mexican,돈차를리세군도,+82 70 4219 4475,,경리단길 따꼬가 맛있는 집,,녹사평대로,238-1,,,2,,Don Charly Segundo,돈차를리세군도,,,공공데이터포털
37.53954866,126.9874766,restaurant,mexican,빠꼬로꼬,+82 70 8821 6445,,경리단길 아담한 타코 집,,녹사평대로,246,,,1,,Paco Loco,빠꼬로꼬,,,공공데이터포털
37.5333211,126.989125,restaurant,american,케이번버거 이태원,+82 2 790 4948,,"빵, 패티, 소스를 직접 만드는 버거집",,녹사평대로,168,,,1,,,,,,공공데이터포털
37.53372501,126.9924241,restaurant,norwegian; italian,살모니스트,+82 2 749 7918,,특일급 호텔 주방장 출신 2명이 연어를 주제로 만든 분위기 좋은 레스토랑,,이태원로20가길,7-5,,,-1,,,,,,공공데이터포털
37.53358448,126.9929219,restaurant,thai,카오산,+82 2 790 7029,,태국 유명 호텔 조리장분께 음식을 전수받아 태국 맛에 가깝게 연출. 꽃게커리 등. 한국인 입맛을 사로잡는 음식이 많습니다.,,이태원로20가길,13,,,1,,,,,,공공데이터포털
37.53403849,126.9915008,restaurant,nigerian,해피홈레스토랑,+82 2 797 3185,,서아프리카 전통음식,,이태원로20길,2-10,,,2,,Happy Home Restaurant,해피홈레스토랑,,,공공데이터포털
37.53327097,126.9935058,restaurant,thai,스파이스마켓,+82 2 516 0834,,태국 현지 조리사가 조리하는 분위기 좋은 태국 레스토랑,,이태원로26길,28,,,2,,,,,,공공데이터포털
37.53487473,126.9930983,restaurant,american,시카고,+82 2 794 8120,,The original chicago pizza is O.N.L.Y found here,,이태원로27가길,37,,,4; 5,,,,,,공공데이터포털
37.53486751,126.9930033,restaurant,brazilian,(주)코파카바나그릴,+82 2 796 1660,,브라질 전통 바베큐요리를 무한으로 즐기세요,,이태원로27가길,41,,,1; 2,,,,,,공공데이터포털
37.53482786,126.9928992,restaurant,italian,올드스탠,+82 2 793 3433,,이탈리아 전문 음식점,,이태원로27가길,43,,,1,,,,,,공공데이터포털
37.53486388,126.9925462,restaurant,spanish,타파스바,+82 2 790 0799,,타파스 전문점. 스페니쉬 바,,이태원로27가길,49,,,1,,,,,,공공데이터포털
37.53484945,126.9923425,restaurant,spanish,미카사,+82 2 790 0063,,스페인 헤드쉐프가 총괄하는 오픈 키친 형태의 레스토랑과 와인 디스펜서가 있는 라운지의 매장,,이태원로27가길,51,,,1,,,,,,공공데이터포털
37.53509812,126.9921932,restaurant,thai,생어거스틴,+82 2 790 5447,,한국 속 프랑스거리 생어거스틴에서 선보이는 아시안 푸드,,이태원로27가길,54-4,,,-1,,,,,,공공데이터포털
37.53548371,126.9916184,restaurant,american,맥.앤,+82 2 790 5447,,마카로니 앤 치즈를 6가지 맛으로 맥주와 와인을 함께 즐길 수 있는 곳,,이태원로19길,23,,,1,,,,,,공공데이터포털
37.53474131,126.9919941,restaurant,british; italian,코타지카페보리,+82 2 6012 3383,,케주얼다이닝을 모토로한  코티지 레스토랑 & 카페,,이태원로19길,6,,,1,,,,,,공공데이터포털
37.53372863,126.9926821,restaurant,american,피셔맨즈,+82 2 790 9544,,통통한 새우가 통채로 들어간 아메리칸 스타일 롤,,이태원로20가길,7-2,,,3,,,,,,공공데이터포털
37.53372501,126.9924241,restaurant,japanese,바램,+82 2 795 8890,,일본식 양고기 숯불구이점,,이태원로20가길,7-5,,,1,,,,,,공공데이터포털
37.54244314,126.9933466,restaurant,italian,(주)하베스트남산,+82 2 793 2299,,,,소월로44가길,7,,,,,,,,,공공데이터포털
37.53322782,126.9956916,restaurant,pakistani,(주)우스마니아인터내셔날레스토랑,+82 2 798 7155,,,,우사단로,34,,,-1,,,,,,공공데이터포털
37.53395223,126.995764,restaurant,indian; turkish,포랜레스토랑,+82 2 794 9292,,다양한 메뉴를 접할 수 있고 이슬람분들이 믿고 먹을 수 있는 할랄 레스토랑,,우사단로,42,,,,,FOREIGN RESTAURANT,포랜레스토랑,,,공공데이터포털
37.53435226,126.9954924,restaurant,italian,피자레볼루션,+82 2 797 8290,,,,우사단로,47,,,,,,피자레볼루션,,,공공데이터포털
37.53388371,126.9947231,restaurant,iranian,페르시안랜드,+82 2 797 7109,,,,보광로60길,10,,,,,,,,,공공데이터포털
37.53319901,126.9962347,restaurant,indian; pakistani,봄베그릴,+82 2 792 7155,,탄두리 바비큐를 추천,,우사단로10길,11,,,1,,,,,yes,공공데이터포털
37.53326389,126.9964203,restaurant,pakistani,AL- HOOR,+82 2 792 7155,,,,우사단로10길,15,,,1,,,,,,공공데이터포털
37.53326389,126.9964203,restaurant,lebanese,알아지스,+82 2 790 9865,,Beef or Lamb를 추천람,,우사단로10길,15,,,1,,ALAZIZ,알아지스,,,공공데이터포털
37.5330873,126.9966375,restaurant,pakistani,마리푸드,+82 2 3785 1436,,할랄 고기를 쓴 한국음식점,,우사단로10길,20,,,,,MARREE FOOD,마리푸드,,yes,공공데이터포털
37.53329273,126.9967099,restaurant,indian,핑크보우트레이딩 리틀인디안서울 주식회사,+82 2 793 5416,,,,우사단로10길,21,,,,,,,,,공공데이터포털
37.53315935,126.9959587,restaurant,indonesian; egyptian,씨티사라,+82 2 793 5416,,,,우사단로10길,7,,,1,,,,,,공공데이터포털
37.53426214,126.9949041,restaurant,turkish,파샤터키레스토랑,+82 2 766 8445,,,,이태원로,188-1,,,,,,,,,공공데이터포털
37.53483521,126.9959178,restaurant,turkish,페트라 팰리스,+82 2 749 9329,,,,이태원로,197,,,,,PETRA PALACE,페트라 팰리스,,,공공데이터포털
37.53442076,126.9961668,restaurant,italian,라그릴리아 이태원점,+82 2 790 9313,,,,이태원로,200,,,,,,,,,공공데이터포털
37.53450727,126.9965198,restaurant,turkish,케르반베이커리,+82 2 790 5585,,,,이태원로,204,,,,,,,,,공공데이터포털
37.53450728,126.9967506,restaurant,japanese,멘야산다이메,+82 2 790 4129,,,,이태원로,206,,,,,,,,,공공데이터포털
37.53549482,126.9992895,restaurant,italian,라블루피제리아,+82 2 807 7776,,르꼬르동블루 출신 쉐프가 직접 요리하는 레스토랑으로 모든 음식은 수작업으로 하며 맛있고 깔끔한 맛을 느낄 수 있습니다.,,이태원로,230,,,2; 3,,,,,,공공데이터포털
37.53558131,126.9994162,restaurant,thai,얌타이,+82 2 6349 2122,,,,이태원로,230-2,,,,,,,,,공공데이터포털
37.53562816,126.9994931,restaurant,japanese,니시키,+82 2 749 0446,,일본 사누끼우동 전국대회에서 1등 수상,,이태원로,232,,,,,NISIKI,니시키,,,공공데이터포털
37.53483522,126.9962075,restaurant,italian,피자무쪼,+82 2 795 6164,,,,이태원로,199,,,,,pizza muzzo,피자무쪼,,,공공데이터포털
37.54011499,126.9938492,restaurant,american,믹존스피자,+82 2 795 6164,,오리지널 뉴욕스타일 피자,,회나무로,66,,,1,,Mick jones`s pizza,믹존스피자,,,공공데이터포털
37.53460821,126.9979046,restaurant,lebanese,허머스키친,+82 2 790 7922,,중동 레바논 음식을 기초로한 건강한 느낌의 음식,,이태원로,214-1,,,,,,,,,공공데이터포털
37.53460821,126.9979046,restaurant,thai,타이오키드,+82 2 795 3338,,,,이태원로,214-1,,,,,,,,,공공데이터포털
37.53460821,126.9979046,restaurant,french,브래드쇼,+82 2 792 2233,,,,이태원로,214-1,,,,,Bread Show,브래드쇼,,,공공데이터포털
37.53468751,126.9981354,restaurant,american,투브로즈,+82 2 790 0610,,,,이태원로,216,,,,,,,,,공공데이터포털
37.53468751,126.9981354,restaurant,italian,안도,+82 2 749 0619,,,,이태원로,216,,,,,ANDO,안도,,,공공데이터포털
37.53468751,126.9981354,restaurant,spanish,스페인클럽,+82 2 795 1118,,,,이태원로,216,,,,,,,,,공공데이터포털
37.53481365,126.9984794,restaurant,australian,쓰리앨리,+82 2 792 0117,,,,이태원로,220,,,,,,,,,공공데이터포털
37.53481365,126.9984794,restaurant,indian,이태원겐지스,+82 2 6368 7376,,,,이태원로,228,,,,,,,,,공공데이터포털
37.54349889,126.9901193,restaurant,french,키이츠,+82 2 793 3081,,,,소월로38길,30-8,,,1,,,,,,공공데이터포털
37.54210417,126.9904227,restaurant,italian,브루터스,+82 2 749 3830,,,,소월로38가길,30,,,,,,,,,공공데이터포털
37.5432322,126.9901691,restaurant,vietnamese,레호이,+82 70 4242 0426,,,,소월로38가길,5,,,1,,,,,,공공데이터포털
37.53487473,126.9930983,restaurant,mexican,로스아미고스,+82 2 795 9711,,한국에서 쉽게 접하지 못 할 여러가지 멕시코 음식들이 준비되어 있습니다,,이태원로27가길,37,,,3,,Los Amigos,로스아미고스,,,공공데이터포털
37.54014373,126.9922832,restaurant,french,빔봄,+82 70 8849 6245,,,,회나무로,51,,,2,,bimbom,빔봄,,,공공데이터포털
37.54011499,126.9938492,restaurant,international,유니버스 샌드위치,+82 70 8849 6245,,"다국적 샌드위치 메뉴 유럽식 루벤샌드위치(프랑스햄), 유럽 치킨샌드위치 중동식 후무스 샌드위치 계절별로 메뉴는 상시 바뀜.",,회나무로,66,,,1,,,,,,공공데이터포털
37.54011499,126.9938492,restaurant,international,만나키친,+82 70 8849 6245,,,,회나무로,66,,,1,,MANNA Kitchen,만나키친,,,공공데이터포털
37.54040696,126.9947589,restaurant,italian,예환,+82 2 798 798,,홈메이트 가정식 이탈리안,,회나무로,74,,,,,Ye`hwan,예환,,,공공데이터포털
37.54073136,126.9958496,restaurant,international,올리아 키친 앤 그로서리,+82 2 792 6004,,제주도에서 공수한 한국식 재료를 접목한 퓨전 이탈리안 요리를 맛 볼 수 있고 그로서리 식료품점과 갤러리 공간이 공존하는 복합 문화 공간 입니다.,,회나무로42길,4,,,,,,,,,공공데이터포털
37.53941567,126.99155,restaurant,american,소울트럭,+82 70 4230 0506,,최고의 햄버거! 좋은음악!,,회나무로26길,7,,,,,,,,,공공데이터포털
37.53941567,126.99155,restaurant,german; spanish,(주)존쿡델리미트이태원점,+82 2 796 8050,,,,회나무로26길,7,,,,,,,,,공공데이터포털
37.53994185,126.9914459,restaurant,italian,디코드,+82 2 790 3228,,"이태리, 프렌치 음식을 중심으로 남산 전망과 테라스에서 식사를 하실 수 있습니다.",,회나무로25길,1,,,,,,,,,공공데이터포털
37.53994185,126.9914459,restaurant,italian,스테키,+82 2 794 0127,,친환경 한우 브랜드`녹색한우`를 이용한 한우전문 스테이크 하우스,,회나무로25길,1,,,,,,,,,공공데이터포털
37.53994185,126.9914459,restaurant,american,팬스테이크키친경리단점,+82 2 749 7017,,,,회나무로25길,1,,,,,,,,,공공데이터포털
37.53996696,126.9899975,restaurant,japanese,오후정,+82 2 749 5219,,,,회나무로13길,14-8,,,1; 2,,,,,,공공데이터포털
37.54093292,126.991052,restaurant,british,블루밍런던,+82 2 749 5219,,소박하지만 건강하고 따뜻한 한끼를 먹을 수 있는 영국 가정식,,회나무로13가길,28,,,1,,,,,,공공데이터포털
37.54105904,126.990794,restaurant,japanese,메시야,+82 2 6402 0208,,,,회나무로13가길,23,,,,,mesiya,메시야,,,공공데이터포털
37.54079234,126.990785,restaurant,international,소셜테이블,+82 2 796 7565,,유러피안타파스 그릴&바,,회나무로13가길,22,,,,,SOCIAL TABLE,소셜테이블,,,공공데이터포털
37.54098723,126.9955418,restaurant,american,로코스,+82 2 794 3234,,Weeping good!,,회나무로,83,,,,,LOCOS,로코스,,,공공데이터포털
37.54055834,126.9951345,restaurant,mexican,타코세뇨리타,+82 2 794 3234,,"직접 만든 핫소스, 살사 등 신선한 가정식 타코",,회나무로,78,,,1,,,,,,공공데이터포털
37.54011499,126.9938492,restaurant,thai,소이연남,+82 2 794 3234,,진한 태국 소고기 국수!,,회나무로,66,,,1,,,,,,공공데이터포털
37.54011499,126.9938492,restaurant,american; italian,니키타,+82 2 794 3234,,최고급 소고기 패티가 들어간 수제버거와 생면 파스타!,,회나무로,66,,,1,,,,,,공공데이터포털
37.53966437,126.9918578,restaurant,italian,씨리어스델리,+82 2 797 3354,,씨리어스 델리 꽃 피자,,회나무로,46,,,,,,,,,공공데이터포털
37.53962103,126.9906991,restaurant,italian,아워커뮨,+82 2 792 8764,,"shop in shop 형태의 레스토랑 커피, 그린요거트 전문점 입점.",,회나무로,38,,,1,,,,,,공공데이터포털
37.53950926,126.9901515,restaurant,american,포스트앨리동하드림,+82 2 790 3483,,,,회나무로,32,,,-1; 1,,,,,,공공데이터포털
37.53921728,126.98945,restaurant,french,치즈어랏,+82 2 796 8160,,치즈 덕후라면 꼭 먹어봐야 할 치즈 어랏.,,회나무로,24-1,,,-1; 1,,,,,,공공데이터포털
37.5361976,126.9993438,restaurant,chinese,마라,+82 2 794 5559,,마리샹리,,이태원로45길,4,,,1; 2,,,,,,공공데이터포털
37.53502622,126.9956146,restaurant,japanese; italian,탑펍앤이자카야,+82 2 794 9919,,"스테이크, 이자카야, 맛집",,이태원로27길,6,,,5,,,,,,공공데이터포털
37.53502622,126.9956146,restaurant,italian,까사안토니오,+82 2 794 8803,,오리지널 이탈리안 푸드,,이태원로27길,6,,,2,,,,,,공공데이터포털
37.53568929,126.9942342,restaurant,swiss,알트스위스샬레,+82 2 797 9664,,이태원에서 37년 동안 스위스 대표음식`퐁듀`를 전문적으로 판매하고 있는 스위스풍의 레스토랑입니다. 스위스 전통가옥 샬레의  내부를 그대로재현하여 특히 외국분들이 많이 좋아하시는 분위기 입니다.,,이태원로27길,38,,,2,,,,,,공공데이터포털
37.53770396,126.9949129,restaurant,american,구에스티케이733,+82 2 794 7339,,미국식 스테이크,,이태원로27길,101,,,1,,,,,,공공데이터포털
37.53770396,126.9949129,restaurant,italian,비스트로 마미,+82 2 701 6077,,가정식 프렌치&이탈리안 레스토랑,,이태원로27길,101,,,,,,,,,공공데이터포털
37.53770396,126.9949129,restaurant,french,비손,+82 2 790 0479,,프랑스식 가정식(25년 전통),,이태원로27길,101,,,,,,,,,공공데이터포털
37.53496491,126.9947819,restaurant,american,스모키살룬,+82 2 790 0479,,The hamburger Grill,,이태원로27가길,9,,,,,SMOKEY SALOON,스모키살룬,,,공공데이터포털
37.53513431,126.9948995,restaurant,french; italian,오레노,+82 2 794 0055,,일본식 프렌치&이탈리아의 고급 메뉴를 한번에 맛볼수 있다.,,이태원로27가길,8,,,1,,,,,,공공데이터포털
37.53508732,126.9923968,restaurant,bulgarian,젤렌,+82 2 749 0600,,불가리아 전통식 레스토랑,,이태원로27가길,52,,,,,Zelen,젤렌,,,공공데이터포털
37.53480623,126.9927951,restaurant,japanese; thai,마이누들,+82 2 794 8990,,홍석천은 맛있다.,,이태원로23길,6,,,2;3,,,마이누들,,,공공데이터포털
37.53522072,126.993225,restaurant,indian,모글인터내쇼날,+82 2 796 5501~2,,"1984년 인도 레스토랑으로 오픈하였고 요리사와 써빙하는 웨이터 전원이 현지인으로 이국적인 맛과 분위기를 즐길 수 있는 도심속에서 보기드문 유럽풍 야외정원이 있어 특별함을 더 느낄 수 있습니다. 년중무휴로 매주 토,일요일에는 인도 정통 스페셜 뷔페가 운영되고 있습니다 ",,이태원로27가길,36,,,,,,,,,공공데이터포털
37.53510542,126.9937907,restaurant,italian,그릴,+82 2 3786 6227,,,,이태원로27가길,26,,,-1,,Grill,그릴,,,공공데이터포털
37.53907671,126.9893278,restaurant,thai,테이스트 오브 타이랜드,+82 2 797 2722,,,,회나무로,22,,,2,,Taste of Thailand,테이스트 오브 타이랜드,,,공공데이터포털
37.53735448,126.9999547,restaurant,italian,비스트로알리,+82 2 798 2460,,,,이태원로55가길,26-4,,,,,Bistro AL`LI,비스트로알리,,,공공데이터포털
37.53475931,126.9917587,restaurant,american,제씨컴퍼니,+82 2 795 1303,,서양식 버거 & 펍,,이태원로19길,5,,,3,,,,,,공공데이터포털
37.53474131,126.9919941,restaurant,italian,로즈앤크라운2,+82 2 794 2555,,,,이태원로19길,6,,,3,,,,,,공공데이터포털
37.53476294,126.9921253,restaurant,italian,레뒤플라,+82 2 797 2228,,,,이태원로19길,6-4,,,3,,,,,,공공데이터포털
37.53489987,126.9917361,restaurant,mexican,그릴5타코,+82 2 790 5549,,한국인 입맛에 맞는 멕시코 음식,,이태원로19길,9,,,1,,,,,,공공데이터포털
37.53762839,127.0001629,restaurant,japanese,사와강,+82 2 797 1112,,최고의 스시맛(스시강),,이태원로55가길,18,,,,,,,,,공공데이터포털
37.53736169,126.9998009,restaurant,american,잭슨피자주식회사,+82 2 792 7374,,미국스타일 오리지널 크러스트피자와 딥디쉬피자 그리고 윙과 스파게티&맥주를 판매하는 아메리칸 펍앤다이닝 입니다.,,이태원로55가길,26-1,,,1,,,,,,공공데이터포털
37.53413235,127.0060101,restaurant,japanese,하즈키친,+82 2 792 0994,,생활의 달인`일식4대천왕` 쉐프가 하는 집,,대사관로31길,20,,,2,,,,,,공공데이터포털
37.53475931,126.9917587,restaurant,italian,마이치치스,+82 2 749 7753,,,,이태원로19길,5,,,1,,my chichi`s,마이치치스,,,공공데이터포털
37.53389463,127.0011948,restaurant,italian,코로비아,+82 2 795 9660,,캐비어 이탈리안 레스토랑 미슐랭 출신의 주방장의 창의적인 메뉴를 선보임 분기별 전시 그림과 메뉴 리뉴얼 실시.,,대사관로,25,,,1,,,,,,공공데이터포털
37.53384057,127.0017378,restaurant,italian,아르모니움,+82 2 792 3972,,운치있고 프로포즈하기 좋은 집,,대사관로,33,,,1; 2,,,,,,공공데이터포털
37.53330715,127.0030503,restaurant,german,도이취하우스,+82 2 794 1313,,직수입한 독일맥주를 넓은 홀에서 즐길 수 있는 집,,대사관로,46,,,1; 2,,,,,,공공데이터포털
37.53335759,127.0035481,restaurant,japanese,엔스시,+82 2 790 8885,,예쁜 스시와 깔끔함으로 고객을 끄는 집,,대사관로,48,,,1,,,,,,공공데이터포털
37.53344762,127.0054534,restaurant,vietnamese,월남집,+82 2 749 5515,,한남동 베트남음식 판매,,대사관로,65,,,1,,,,,,공공데이터포털
37.53397019,127.0057295,restaurant,italian,파올로데마리아,+82 2 599 9936,,,,대사관로31길,13,,,,,Paolodemaria,파올로데마리아,,,공공데이터포털
37.53413235,127.0060101,restaurant,japanese,하즈벤,+82 2 797 7272,,"초밥, 벤또가 맛있는 집",,대사관로31길,20,,,1,,,,,,공공데이터포털
37.53433778,127.0060463,restaurant,japanese,마구로센,+82 2 792 1110,,국내 최초 생참치 취급점(예약필수),,대사관로31길,24,,,1,,,,,,공공데이터포털
37.53274483,126.9943883,restaurant,thai,마이면,+82 2 794 3343,,현지인 쉐프가 만든 태국길거리 음식,,보광로,111,,,1,,,,,,공공데이터포털
37.53274483,126.9943883,restaurant,japanese,시소스시,+82 2 794 3343,,,,보광로,111,,,,,,,,,공공데이터포털
37.5328854,126.9946553,restaurant,american,리버틴,+82 2 790 9477,,이태원 브런치문화를 선도하는 난봉꾼,,보광로,112-3,,,1,,,,,,공공데이터포털
37.53344762,126.99461,restaurant,french,꾸띠자르당,+82 2 793 5072,,이태원 대표 프랑스레스토랑,,보광로,120,,,1; 2,,,,,,공공데이터포털
37.53404223,126.9934967,restaurant,mexican,하시엔다,+82 70 4405 6322,,,,보광로59길,10,,,,,,,,,공공데이터포털
37.53382233,126.9925599,restaurant,french,도리키친,+82 2 790 1553,,분위기가 좋음,,보광로59길,25,,,,,,,,,공공데이터포털
37.53403496,126.9925101,restaurant,american,더푸드트럭커스,+82 2 3785 2015,,,,보광로59길,26,,,,,,,,,공공데이터포털
37.53375731,126.9905912,restaurant,japanese,스시이태원,+82 2 794 3937,,,,보광로59길,62,,,2,,,,,,공공데이터포털
37.53300082,126.9975698,restaurant,indian,자프란레스토랑,+82 2 794 3570,,인도 현지 요리사가 직접만드는 정통인도 요리,,우사단로10길,36,,,2;3,,,,,,공공데이터포털
37.5332495,126.997615,restaurant,turkish,쌀람,+82 2 793 4323,,케밥전문점,,우사단로10길,39,,,,,,,,,공공데이터포털
37.53281703,126.9982486,restaurant,pakistani,피에이케이인디아,+82 2 790 1509,,아담하고 조용한 음식점,,우사단로10길,49,,,,,,,,,공공데이터포털
37.53263323,126.9982622,restaurant,korean,마깐레스토랑,+82 2 6012 2231,,아담한 식당 분위기(불고기 전문점),,우사단로10길,52,,,,,,,,yes,공공데이터포털
37.53237735,126.9991854,restaurant,korean,이드,+82 2 6012 2231,,국내 할랄 한식당,,우사단로10길,67,,,,,EID,이드,,yes,공공데이터포털
37.53396625,126.9894372,restaurant,american,랍스터 바,+82 70 8225 3963,,국내 랍스터 열풍을 주도한 대표 랍스터 전문점 랍스터와 각종 해산물을 이용해 양식 및 퓨전 스타일 메뉴로 제공,,이태원로,140-1,,,,,Lobster Bar,랍스터 바,빅토리타운,,공공데이터포털
37.53397342,126.9890299,restaurant,greek,산토리니 타베르나,+82 2 749 4517,,,,이태원로,136-1,,,,,,산토리니 타베르나,,,공공데이터포털
37.53378967,126.9896816,restaurant,argentinian,다코너,+82 2 792 6013,,,,이태원로,136-13,,,,,,,,,공공데이터포털
37.53390854,126.9890072,restaurant,italian,더피자필,+82 2 795 3283,,,,이태원로,136-4,,,,,,,,,공공데이터포털
37.5341863,126.9920801,restaurant,american,라이포스트 이태원1호점,+82 2 792 9991,,,,이태원로,164,,,,,,,,,공공데이터포털
