경도,위도,ref,name,name:en,name:ko,phone,highway,public_transport
35.206729,126.804616,3082,금호전기,Kumho Electric,금호전기,+82 62 613 5700,bus_stop,platform
35.220243,126.831546,3096,첨단대우아파트,Cheomdan Daewoo Apt.,첨단대우아파트,+82 62 613 5700,bus_stop,platform
35.2421164,126.8722421,3100,석수정,Seoksujeong ,석수정,+82 62 613 5700,bus_stop,platform
35.15640394,126.9313809,3162,산수오거리(연천),Sansu Ogeori (Yeoncheon),산수오거리(연천),+82 62 613 5700,bus_stop,platform
35.22977789,126.6466843,3461,삼서우체국,Samseo Post Office,삼서우체국,+82 62 613 5700,bus_stop,platform
35.2179,126.8513194,3183,우편집중국,Mail Center,우편집중국,+82 62 613 5700,bus_stop,platform
35.22275,126.8351556,659,비아중,Bia Middle School,비아중,+82 62 613 5700,bus_stop,platform
35.127055,126.929803,783,빛고을복지회관,Bitgoeul Welfare Center,빛고을복지회관,+82 62 613 5700,bus_stop,platform
35.198303,126.767279,2067,산막,Sanmak,산막,+82 62 613 5700,bus_stop,platform
35.14721797,126.9280273,683,살레시오여고,Salesio Girls' High School,살레시오여고,+82 62 613 5700,bus_stop,platform
35.203084,126.804645,3322,하남삼성전자사거리(북),Hanam Samsung Electronics Sageori (North),하남삼성전자사거리(북),+82 62 613 5700,bus_stop,platform
35.26555,126.864325,3177,학산,Haksan,학산,+82 62 613 5700,bus_stop,platform
35.15560278,126.9315562,3189,산수오거리,Sansu Ogeori,산수오거리,+82 62 613 5700,bus_stop,platform
35.16632222,126.9194472,761,서방시장(남),Seobang Market (South),서방시장(남),+82 62 613 5700,bus_stop,platform
35.127083,126.929601,782,빛고을복지회관,Bitgoeul Welfare Center,빛고을복지회관,+82 62 613 5700,bus_stop,platform
35.18966555,126.8576092,2525,산동교,Sandonggyo Bridge,산동교,+82 62 613 5700,bus_stop,platform
35.15383056,126.9364722,482,산수2동행정복지센터,Sansu 2(i)-dong Adminstration Welfare Center,산수2동행정복지센터,+82 62 613 5700,bus_stop,platform
35.193428,126.900977,3309,삼각호반아파트,Samgak Hoban Apt.,삼각호반아파트,+82 62 613 5700,bus_stop,platform
35.246563,126.887869,2266,삼소동입구,Samso-dong Entrance,삼소동입구,+82 62 613 5700,bus_stop,platform
35.13074638,126.9294744,701,삼익세라믹,Samik Ceramic Apt.,삼익세라믹,+82 62 613 5700,bus_stop,platform
35.15269444,126.8693611,721,상무1동행정복지센터,Sangmu 1(il)-dong Administration Welfare Center,상무1동행정복지센터,+82 62 613 5700,bus_stop,platform
35.14430833,126.8584167,732,상무중,Sangmu Middle School,상무중,+82 62 613 5700,bus_stop,platform
35.231178,126.73101,697,상촌(임곡),Sangchon (Imgok),상촌(임곡),+82 62 613 5700,bus_stop,platform
35.146158,126.872469,740,서광주우체국,Seogwangju Post Office,서광주우체국,+82 62 613 5700,bus_stop,platform
35.1316437,126.8906977,752,서남하이츠(국제양궁장),International Archery Field,서남하이츠(국제양궁장),+82 62 613 5700,bus_stop,platform
35.211668,126.89763,919,서일초교,Seoil Elementary School,서일초교,+82 62 613 5700,bus_stop,platform
35.03948611,126.9509472,2041,서태리1구,Setae-li district 1,서태리1구,+82 62 613 5700,bus_stop,platform
35.18031944,126.9989833,1915,석제,Seokje,석제,+82 62 613 5700,bus_stop,platform
35.171145,126.882024,785,공구의거리,Street of Tools,공구의거리,+82 62 613 5700,bus_stop,platform
35.18263611,127.0119222,1907,소쇄원,Soswaewon,소쇄원,+82 62 613 5700,bus_stop,platform
35.16273056,126.7399028,1601,송산유원지(종점),Songsan Recreation Area (Last stop),송산유원지(종점),+82 62 613 5700,bus_stop,platform
35.13085204,126.7871028,814,도산역,Dosan Station,도산역,+82 62 613 5700,bus_stop,platform
35.12124808,126.683095,1643,송학입구,Songhak Entrance,송학입구,+82 62 613 5700,bus_stop,platform
35.18438611,126.6751111,2047,수성,Suseong,수성,+82 62 613 5700,bus_stop,platform
35.257878,126.816195,832,수촌,Suchon,수촌,+82 62 613 5700,bus_stop,platform
35.15872266,126.8545253,852,시청,City Hall ,시청,+82 62 613 5700,bus_stop,platform
35.135063,126.786627,256,신덕마을,Sindeok Village,신덕마을,+82 62 613 5700,bus_stop,platform
35.17064722,126.8961389,868,신안교,Sinangyo Bridge,신안교,+82 62 613 5700,bus_stop,platform
35.19224722,126.7461778,670,산수보건소,Sansu Community Health Center ,산수보건소,+82 62 613 5700,bus_stop,platform
35.163617,126.674652,1621,삼도삼거리,Samdo Samgeori,삼도삼거리,+82 62 613 5700,bus_stop,platform
35.23571389,126.8540417,313,대촌마을,Daechon Village,대촌마을,+82 62 613 5700,bus_stop,platform
35.16684444,126.9372111,709,삼정초교,Samjeong Elementary School,삼정초교,+82 62 613 5700,bus_stop,platform
35.14947661,126.842842,164,상무금호아파트,Sangmu Kumho Apt.,상무금호아파트,+82 62 613 5700,bus_stop,platform
35.15176287,126.845145,1302,상무중흥아파트,Sangmu Jungheung Apt.,상무중흥아파트,+82 62 613 5700,bus_stop,platform
35.232666,126.728894,2351,상촌(임곡),Sangchon (Imgok),상촌(임곡),+82 62 613 5700,bus_stop,platform
35.1533595,126.8945705,763,서광주전화국,KT Seogwangju District Office,서광주전화국,+82 62 613 5700,bus_stop,platform
35.16505862,126.9187373,757,서방사거리,Seobang Sageori,서방사거리,+82 62 613 5700,bus_stop,platform
35.14270966,126.840096,1579,김대중컨벤션센터(마륵)역,Kimdaejung Convention Center (Mareuk) Station,김대중컨벤션센터(마륵)역,+82 62 613 5700,bus_stop,platform
35.03155556,126.9444083,2042,서태리2구,Setae-li district 2,서태리2구,+82 62 613 5700,bus_stop,platform
35.08895556,126.9471694,2339,선교,Seongyo,선교,+82 62 613 5700,bus_stop,platform
35.289002,126.913949,2256,성산리,Seongsan-li,성산리,+82 62 613 5700,bus_stop,platform
35.15787222,126.7928667,836,소촌스위트밸리,Sochon Sweet Valley Apt.,소촌스위트밸리,+82 62 613 5700,bus_stop,platform
35.13377207,126.9185365,554,방림삼거리,Bangnim Samgeori,방림삼거리,+82 62 613 5700,bus_stop,platform
35.13334444,126.7959528,824,송정초교,Songjeong Elementary School,송정초교,+82 62 613 5700,bus_stop,platform
35.24568333,126.9191222,1882,수곡,Sugok ,수곡,+82 62 613 5700,bus_stop,platform
35.20471845,126.8365967,3338,수완동,Suwan-dong ,수완동,+82 62 613 5700,bus_stop,platform
35.23747778,126.932625,1886,시립공원묘지,Municipal Cemetery Park,시립공원묘지,+82 62 613 5700,bus_stop,platform
35.17528113,126.8134691,151,풍영정천1교,Pungyeongjeongcheongyo 1 Bridge,풍영정천1교,+82 62 613 5700,bus_stop,platform
35.19529735,126.7705651,860,신등,Sindeung,신등,+82 62 613 5700,bus_stop,platform
35.16720964,126.8982689,874,신안동행정복지센터,Sinan-dong Administration Welfare Center,신안동행정복지센터,+82 62 613 5700,bus_stop,platform
35.17152778,126.9214278,474,말바우시장(서),Malbau Market (West),말바우시장(서),+82 62 613 5700,bus_stop,platform
35.15156111,126.7766972,2896,매방골,Maebanggol,매방골,+82 62 613 5700,bus_stop,platform
35.05007778,126.9669444,580,벽라교,Byeongnagyo Bridge,벽라교,+82 62 613 5700,bus_stop,platform
35.24044444,126.7896028,1405,평산리(장성),Pyeongsan-li(Jangseong),평산리(장성),+82 62 613 5700,bus_stop,platform
35.15888889,126.8583972,12,5.18기념문화센터,May 18th Memorial Culture Center,5.18기념문화센터,+82 62 613 5700,bus_stop,platform
35.15684722,126.9127389,348,대인광장(동),Daein Plaza (East),대인광장(동),+82 62 613 5700,bus_stop,platform
35.17708889,127.0278722,2292,연천,Yeoncheon,연천,+82 62 613 5700,bus_stop,platform
35.12162222,126.8329056,1719,동하,Dongha,동하,+82 62 613 5700,bus_stop,platform
35.183817,127.000655,2300,광주호수생태원,Gwangjuho Lake Eco Park,광주호수생태원,+82 62 613 5700,bus_stop,platform
35.18559839,126.9056244,1461,오치한전,Ochi KEPCO,오치한전,+82 62 613 5700,bus_stop,platform
35.088644,126.845164,2311,원산,Wonsan,원산,+82 62 613 5700,bus_stop,platform
35.045395,126.842827,2318,나주축산농협,Naju Livestock Agricultural Cooperative Federation,나주축산농협,+82 62 613 5700,bus_stop,platform
35.21651518,126.8811992,3041,지산중,Jisan Middle School,지산중,+82 62 613 5700,bus_stop,platform
35.18256667,127.0119139,2294,소쇄원,Soswaewon,소쇄원,+82 62 613 5700,bus_stop,platform
35.070098,126.973775,2341,이십곡리,Isipgok-li,이십곡리,+82 62 613 5700,bus_stop,platform
35.09586667,126.8591556,2307,이동입구,Idong Entrance,이동입구,+82 62 613 5700,bus_stop,platform
35.05090278,126.8384833,2315,남평교,Nampyeonggyo(Bridge),남평교,+82 62 613 5700,bus_stop,platform
35.30105,126.9278944,2347,수북면사무소,Subukmyeon Office,수북면사무소,+82 62 613 5700,bus_stop,platform
35.0613,126.9863528,2336,자치샘삼거리,Jachisaem 3-Way Junc,자치샘삼거리,+82 62 613 5700,bus_stop,platform
35.26271944,126.8410194,2358,덕촌,Deokchon,덕촌,+82 62 613 5700,bus_stop,platform
35.1355136,126.917504,2344,양림휴먼시아2차,Yangnim Humansia 2nd Apt.,양림휴먼시아2차,+82 62 613 5700,bus_stop,platform
35.1239,126.6957417,2165,회룡(광산구),Hoeryong (Gwangsan-gu),회룡(광산구),+82 62 613 5700,bus_stop,platform
35.24231389,126.8976528,2354,전통공예문화학교,Traditional Crafts Culture School,전통공예문화학교,+82 62 613 5700,bus_stop,platform
35.2503,126.7428139,2062,오룡,Oryong,오룡,+82 62 613 5700,bus_stop,platform
35.06156944,126.7938167,2213,양촌(대촌),Yangchon(Daechon),양촌(대촌),+82 62 613 5700,bus_stop,platform
35.00290278,126.9589056,2096,천덕리,Cheondeok-li,천덕리,+82 62 613 5700,bus_stop,platform
35.28427778,126.9372861,1850,남산마을입구,Namsanmaeul Entrance,남산마을입구,+82 62 613 5700,bus_stop,platform
35.28766667,126.9088611,1861,행정리,HaengJeong-li,행정리,+82 62 613 5700,bus_stop,platform
35.24610556,126.9261806,1885,단지마을,Danji Village,단지마을,+82 62 613 5700,bus_stop,platform
35.21623142,126.9495217,1892,공원묘지입구,Cemetery Park Entrance,공원묘지입구,+82 62 613 5700,bus_stop,platform
35.187297,127.004485,1910,가사문학관,Gasa Literary House,가사문학관,+82 62 613 5700,bus_stop,platform
35.09856111,126.8771278,1919,송암동,Songam-dong,송암동,+82 62 613 5700,bus_stop,platform
35.07749722,126.8366611,1936,도촌,Dochon,도촌,+82 62 613 5700,bus_stop,platform
35.03852778,126.8420778,1945,광남고,Gwangnam High School,광남고,+82 62 613 5700,bus_stop,platform
35.22455833,126.8413694,51,과기원,Gwangju Institute of Science and Technology,과기원,+82 62 613 5700,bus_stop,platform
35.21637222,126.8094583,217,신흥목재포장,Sinheung Wood Package,신흥목재포장,+82 62 613 5700,bus_stop,platform
35.21796045,126.8386606,178,첨단라인아파트,Cheomdan Line Apt.,첨단라인아파트,+82 62 613 5700,bus_stop,platform
35.14641389,126.8477364,730,상무역,Sangmu Station,상무역,+82 62 613 5700,bus_stop,platform
35.08631004,126.840174,1972,상지석,Sangjiseok,상지석,+82 62 613 5700,bus_stop,platform
35.21352222,126.8102833,132,새한철강,Saehan Steel,새한철강,+82 62 613 5700,bus_stop,platform
35.13688889,126.9040889,2753,서광중,Seogwang Middle School,서광중,+82 62 613 5700,bus_stop,platform
35.15129444,126.7565084,1594,샛터마을,Saetteo Village,샛터마을,+82 62 613 5700,bus_stop,platform
35.14021171,126.833054,776,서창입구,Seochang Entrance,서창입구,+82 62 613 5700,bus_stop,platform
35.21392324,126.9485627,1805,석곡파출소,Seokgok Police Box,석곡파출소,+82 62 613 5700,bus_stop,platform
35.08886389,126.9470611,780,선교,Seongyo,선교,+82 62 613 5700,bus_stop,platform
35.07332778,126.757975,1679,성산마을,Seongsanmaeul,성산마을,+82 62 613 5700,bus_stop,platform
35.120785,126.933176,799,지원2동행정복지센터입구,Jiwon 2(i)-dong Administration Welfare Center Entrance,지원2동행정복지센터입구,+82 62 613 5700,bus_stop,platform
35.15833611,126.7381389,2119,송산유원지,Songsan Recreation Area,송산유원지,+82 62 613 5700,bus_stop,platform
35.14397573,126.8030019,825,송정파출소(북),Songjeong Police Box (North),송정파출소(북),+82 62 613 5700,bus_stop,platform
35.182765,127.000085,2301,수리,World Cup stadium parking lot,수리,+82 62 613 5700,bus_stop,platform
35.20750357,126.8335752,3335,수완자동차매매단지,Suwan Automobile Dealing Center,수완자동차매매단지,+82 62 613 5700,bus_stop,platform
35.18625278,126.8676528,605,시립장애인복지관,Community Rehabilitation Center,시립장애인복지관,+82 62 613 5700,bus_stop,platform
35.24520278,127.0250944,2235,신갈,Shingal,신갈,+82 62 613 5700,bus_stop,platform
35.18553611,126.8035806,3330,신성화학,Sinseong Chemical,신성화학,+82 62 613 5700,bus_stop,platform
35.16539986,126.9042888,876,신안사거리,Sinan Sageori,신안사거리,+82 62 613 5700,bus_stop,platform
35.175845,126.870961,2895,서영대,Seoyeong university,서영대,+82 62 613 5700,bus_stop,platform
35.21237212,126.8814204,2987,양산호반2차,Yangsan Hoban 2nd Apt.,양산호반2차,+82 62 613 5700,bus_stop,platform
35.17949738,126.872144,2991,운암초교,Unam Elementary School,운암초교,+82 62 613 5700,bus_stop,platform
35.15941,126.895079,2993,발산교(북),Balsangyo Bridge (North),발산교(북),+82 62 613 5700,bus_stop,platform
35.107417,126.897262,80,광주대,Gwangju University,광주대,+82 62 613 5700,bus_stop,platform
35.15620979,126.8912712,243,농성1동주민센터,Nongseong 1(il)-dong Community Service Center,농성1동주민센터,+82 62 613 5700,bus_stop,platform
35.16749414,126.802464,789,역산공원입구,Yeoksan Park Enterance,역산공원입구,+82 62 613 5700,bus_stop,platform
35.23342651,126.8893446,3034,지산입구,Jisan Entrance,지산입구,+82 62 613 5700,bus_stop,platform
35.17885833,127.0221278,2293,반석,Banseok,반석,+82 62 613 5700,bus_stop,platform
35.18031667,126.9990583,2302,석제,Seokje,석제,+82 62 613 5700,bus_stop,platform
35.055184,126.835447,2314,광이리,Gwangui-li,광이리,+82 62 613 5700,bus_stop,platform
35.00937778,126.82135,2329,국립나주병원,Naju National Hospital,국립나주병원,+82 62 613 5700,bus_stop,platform
35.05405278,126.9978722,2342,정수장입구,Purification Plant Entrance,정수장입구,+82 62 613 5700,bus_stop,platform
35.251666,126.891195,2348,응기,Unggi,응기,+82 62 613 5700,bus_stop,platform
35.087552,126.809048,2223,석정,Seokjeong ,석정,+82 62 613 5700,bus_stop,platform
35.1951322,126.8470861,2878,전남공고입구,Jeonnam Technical High School Entrance,전남공고입구,+82 62 613 5700,bus_stop,platform
35.27758056,126.9360944,2245,정중리,Jeongjung-li,정중리,+82 62 613 5700,bus_stop,platform
35.289099,126.913959,1860,성산리,Seongsan-li,성산리,+82 62 613 5700,bus_stop,platform
35.24433889,126.8905833,1872,용산교(북구),Yongsangyo Bridge (Buk-gu),용산교(북구),+82 62 613 5700,bus_stop,platform
35.21809167,126.9480667,1891,복다우,Bokdau,복다우,+82 62 613 5700,bus_stop,platform
35.098607,126.8187797,2227,봉학,Bonghak,봉학,+82 62 613 5700,bus_stop,platform
35.14994049,126.6590415,2136,용성자동차학원,Yongseong Driving Academy,용성자동차학원,+82 62 613 5700,bus_stop,platform
35.30113333,126.9278333,1855,수북면사무소,Subukmyeon Office,수북면사무소,+82 62 613 5700,bus_stop,platform
35.24637441,126.887518,1871,삼소동입구,Samso-dong Entrance,삼소동입구,+82 62 613 5700,bus_stop,platform
35.169752,126.9988701,1916,금곡,Geumgok,금곡,+82 62 613 5700,bus_stop,platform
35.08964577,126.8498031,1930,포충사,Pochungsa Shrine,포충사,+82 62 613 5700,bus_stop,platform
35.046651,126.839732,1942,남평농협,Nampyeong Agricultural Cooperative Federation,남평농협,+82 62 613 5700,bus_stop,platform
35.1439899,126.921276,210,전남대병원오거리,Chonnam National University Hospital Ogeori,전남대병원오거리,+82 62 613 5700,bus_stop,platform
35.15406914,126.901182,935,양동시장역(북),Yangdong Market Station (North),양동시장역(북),+82 62 613 5700,bus_stop,platform
35.18755556,126.8896528,1189,용봉쌍용아파트,Yongbong Ssangyong Apt.,용봉쌍용아파트,+82 62 613 5700,bus_stop,platform
35.15086082,126.9202341,1193,전남여고,Chonnam Girls' High School,전남여고,+82 62 613 5700,bus_stop,platform
35.240875,126.730275,2064,와산,Wasan,와산,+82 62 613 5700,bus_stop,platform
35.231889,126.94201,1888,국립5.18민주묘지,May 18th National Cemetery,국립5.18민주묘지,+82 62 613 5700,bus_stop,platform
35.12443551,126.8833202,161,풍암금호아파트,Pungam Kumho Apt.,풍암금호아파트,+82 62 613 5700,bus_stop,platform
35.23582222,126.955025,1902,노안동,Noandong,노안동,+82 62 613 5700,bus_stop,platform
35.17715278,127.0279028,1904,연천,Yeoncheon,연천,+82 62 613 5700,bus_stop,platform
35.186737,127.002427,1912,충효동환벽당,Chunghyo-dong Hwanbyeokdang Pavilion,충효동환벽당,+82 62 613 5700,bus_stop,platform
35.090127,126.877388,1924,향등,Hyangdeung,향등,+82 62 613 5700,bus_stop,platform
35.054803,126.835284,1939,광이리,Gwangui-li,광이리,+82 62 613 5700,bus_stop,platform
35.12245278,126.9176139,205,남구문화예술회관,Nam-gu Culture and Art Center,남구문화예술회관,+82 62 613 5700,bus_stop,platform
35.15415833,126.9882361,929,안양사,Anyangsa Temple,안양사,+82 62 613 5700,bus_stop,platform
35.180943,126.9341332,167,금호아파트,Kumho Apt.,금호아파트,+82 62 613 5700,bus_stop,platform
35.13170833,126.9359444,1510,홍림교,Hongnimgyo Bridge,홍림교,+82 62 613 5700,bus_stop,platform
35.16177646,126.9292389,2848,풍향시장,Punghyang Market,풍향시장,+82 62 613 5700,bus_stop,platform
35.17451811,126.8827104,2867,운암시장,Unam Market,운암시장,+82 62 613 5700,bus_stop,platform
35.18827063,126.9337022,2962,문흥지구입구(남),Munheung District Entrance (South),문흥지구입구(남),+82 62 613 5700,bus_stop,platform
35.15625687,126.8921918,2972,농성중흥파크,Nongseong Jungheung Park Apt.,농성중흥파크,+82 62 613 5700,bus_stop,platform
35.14823333,126.9317722,2980,매일시장입구,Maeil Market Entrance,매일시장입구,+82 62 613 5700,bus_stop,platform
35.21793502,126.8408686,417,첨단사거리,Cheomdan Sageori,첨단사거리,+82 62 613 5700,bus_stop,platform
35.19842176,126.8403197,901,신창초교,Sinchang Elementary School,신창초교,+82 62 613 5700,bus_stop,platform
35.20672933,126.8755706,2947,동아제약,Dong-A Pharmaceutical,동아제약,+82 62 613 5700,bus_stop,platform
35.1904436,126.8385696,894,신창부영1차아파트,Sinchang Booyoung 1st Apt.,신창부영1차아파트,+82 62 613 5700,bus_stop,platform
35.077511,126.836962,3003,도촌,Dochon,도촌,+82 62 613 5700,bus_stop,platform
35.14933333,126.9364417,2673,동산초교,Dongsan Elementary School,동산초교,+82 62 613 5700,bus_stop,platform
35.15609737,126.8547294,1574,5.18기념공원,May 18th Memorial Park,5.18기념공원,+82 62 613 5700,bus_stop,platform
35.16282982,126.7004907,2724,삼도초교,Samdo Elementary School,삼도초교,+82 62 613 5700,bus_stop,platform
35.17790307,126.8150666,1050,금구초교,Geumgu Elementary School,금구초교,+82 62 613 5700,bus_stop,platform
35.1398,126.8919306,484,명지맨션,Myeongji Mansion Apt.,명지맨션,+82 62 613 5700,bus_stop,platform
35.14795833,126.9385639,2976,단사공원,Dansa Park,단사공원,+82 62 613 5700,bus_stop,platform
35.21094054,126.8756496,2945,광주은행양산동지점,Kwangju Bank Yangsan-dong Branch,광주은행양산동지점,+82 62 613 5700,bus_stop,platform
35.18676667,126.9165056,2951,자연과학고,Natural Science High School,자연과학고,+82 62 613 5700,bus_stop,platform
35.161557,126.87154,928,기아차중문,Kia Motors Center Gate,기아차중문,+82 62 613 5700,bus_stop,platform
35.18134344,126.8956115,1480,용봉현대3차아파트,Yongbong Hyundai 3rd Apt.,용봉현대3차아파트,+82 62 613 5700,bus_stop,platform
35.087048,126.861759,1927,이장1동,Ijang 1(il)-dong,이장1동,+82 62 613 5700,bus_stop,platform
35.193815,126.891688,477,전남공무원교육원,Jeonnam Officials Training Institute,전남공무원교육원,+82 62 613 5700,bus_stop,platform
35.23438056,126.8603833,2604,현진기업,Hyunjin Enterprise,현진기업,+82 62 613 5700,bus_stop,platform
35.19788333,126.8726361,2632,연제현대아파트,Yeonje Hyundai Apt.,연제현대아파트,+82 62 613 5700,bus_stop,platform
35.15102222,126.7566861,2727,샛터마을,Saetteo Village,샛터마을,+82 62 613 5700,bus_stop,platform
35.16108625,126.8850778,2872,현대자동차,Hyundai Motors,현대자동차,+82 62 613 5700,bus_stop,platform
35.184758,126.9322225,2960,농산물공판장,Agricultural Wholesale Market,농산물공판장,+82 62 613 5700,bus_stop,platform
35.15252425,126.8480638,2965,한국수자원공사,Korea Water Resources Corporation,한국수자원공사,+82 62 613 5700,bus_stop,platform
35.14784444,126.9382333,2977,단사공원,Dansa Park,단사공원,+82 62 613 5700,bus_stop,platform
35.190363,126.804703,2916,중앙일보,Joongang Daily,중앙일보,+82 62 613 5700,bus_stop,platform
35.215907,126.90221,2926,명상의집,Myeongsangui-jip Retreat House,명상의집,+82 62 613 5700,bus_stop,platform
35.12552778,126.9091778,2939,봉선라인아파트,Bongseon Line Apt.,봉선라인아파트,+82 62 613 5700,bus_stop,platform
35.208325,126.878839,2946,양지초교,Yangji Elementary School,양지초교,+82 62 613 5700,bus_stop,platform
35.20657737,126.8757124,2948,동아제약,Dong-A Pharmaceutical,동아제약,+82 62 613 5700,bus_stop,platform
35.162159,126.868049,57,광명하이츠후문,Gwangmyeong Heights Apt. Back Gate,광명하이츠후문,+82 62 613 5700,bus_stop,platform
35.165723,126.854605,3001,유덕치안센터,Yudeok Police Patrol & Services Center,유덕치안센터,+82 62 613 5700,bus_stop,platform
35.225176,126.853085,2617,첨단삼성전자,Cheomdan Samsung Electronics,첨단삼성전자,+82 62 613 5700,bus_stop,platform
35.17282483,126.8885754,2657,경신여고,Gyeongsin Girls' High School,경신여고,+82 62 613 5700,bus_stop,platform
35.19076258,126.9266088,2671,문흥금호아파트,Munheung Kumho Apt.,문흥금호아파트,+82 62 613 5700,bus_stop,platform
35.13499722,126.9104444,2757,수피아여고,Speer Girls' High School,수피아여고,+82 62 613 5700,bus_stop,platform
35.16366785,126.9234034,2767,교육대,Gwangju National University of Education,교육대,+82 62 613 5700,bus_stop,platform
35.159689,126.897544,2777,임동오거리,Im-dong Ogeori,임동오거리,+82 62 613 5700,bus_stop,platform
35.21524379,126.9000991,2549,살레시오고입구,Salessio High School Entrance,살레시오고입구,+82 62 613 5700,bus_stop,platform
35.19768611,126.8717056,3425,연제현대아파트,Yeonje Hyundai Apt.,연제현대아파트,+82 62 613 5700,bus_stop,platform
35.11055532,126.8765722,3431,송원대,Songwon University,송원대,+82 62 613 5700,bus_stop,platform
35.05120833,126.7264917,3449,나주북초교,Naju Buk Elementary School,나주북초교,+82 62 613 5700,bus_stop,platform
35.06383041,126.8352884,3456,칠석,Chilseok,칠석,+82 62 613 5700,bus_stop,platform
35.161713,126.866668,58,광명하이츠후문,Gwangmyeong Heights Apt. Back Gate,광명하이츠후문,+82 62 613 5700,bus_stop,platform
35.14807778,126.9128694,1370,광주세무서,Gwangju District Tax Office,광주세무서,+82 62 613 5700,bus_stop,platform
35.147525,126.8842556,1551,유니버시아드힐스테이트,Universiade Hill State,유니버시아드힐스테이트,+82 62 613 5700,bus_stop,platform
35.236315,126.934928,2281,공원묘지,Cemetery Park,공원묘지,+82 62 613 5700,bus_stop,platform
35.08823353,126.8583607,1928,이장2동,Ijang 2(i)-dong,이장2동,+82 62 613 5700,bus_stop,platform
35.03480833,127.0665056,232,넘은골,Neomeungol,넘은골,+82 62 613 5700,bus_stop,platform
34.99938333,126.8206944,3139,다도초교,Dado Elementary School,다도초교,+82 62 613 5700,bus_stop,platform
35.22841389,127.0051583,3146,오강리,Ogang-li,오강리,+82 62 613 5700,bus_stop,platform
35.13680833,126.9044167,2754,서광중,Seogwang Middle School,서광중,+82 62 613 5700,bus_stop,platform
35.13824722,126.9176611,2762,학강초교,Hakgang Elementary School,학강초교,+82 62 613 5700,bus_stop,platform
35.16401505,126.9232535,2769,교육대,Gwangju National University of Education,교육대,+82 62 613 5700,bus_stop,platform
35.15781271,126.9040808,2779,북성중,Buksung Middle School,북성중,+82 62 613 5700,bus_stop,platform
35.043605,126.716077,3444,정렬사,Jeongryeolsa,정렬사,+82 62 613 5700,bus_stop,platform
35.2289365,126.6500363,3452,삼서초교,Samseo Elementary School,삼서초교,+82 62 613 5700,bus_stop,platform
35.207872,126.767721,43,고룡정보산업학교,Goryong Information Industry School,고룡정보산업학교,+82 62 613 5700,bus_stop,platform
35.15734444,126.9204893,72,광주고/419역사관,GwangJu High School/419 History Hall,광주고/419역사관,+82 62 613 5700,bus_stop,platform
35.12897935,126.7928132,1397,도산동행정복지센터,Dosan-dong Administration Welfare Center,도산동행정복지센터,+82 62 613 5700,bus_stop,platform
35.16752,126.690424,2100,평림,Pyeongnim,평림,+82 62 613 5700,bus_stop,platform
35.30458,126.926036,3469,포백,Pobaek,포백,+82 62 613 5700,bus_stop,platform
35.12273815,126.8769043,737,풍암한신아파트,Pungam Hanshin Apt.,풍암한신아파트,+82 62 613 5700,bus_stop,platform
35.20240556,126.8067222,696,하남삼성전자,Hanam Samsung Electronics,하남삼성전자,+82 62 613 5700,bus_stop,platform
35.181806,126.795128,1424,하남3지구모아엘가,Hanam 3 District Moaelga,하남3지구모아엘가,+82 62 613 5700,bus_stop,platform
35.19583611,126.7509083,2118,흑석,Heukseok,흑석,+82 62 613 5700,bus_stop,platform
35.17151944,126.9211361,473,말바우시장(서),Malbau Market (West),말바우시장(서),+82 62 613 5700,bus_stop,platform
35.14828056,126.9317944,2979,매일시장입구,Maeil Market Entrance,매일시장입구,+82 62 613 5700,bus_stop,platform
35.216178,126.902816,1136,명상의집,Myeongsangui-jip Retreat House,명상의집,+82 62 613 5700,bus_stop,platform
35.16043058,126.7077377,2128,지동(광산구),Jidong (Gwangsan-gu),지동(광산구),+82 62 613 5700,bus_stop,platform
35.18774064,126.9218102,538,문흥1동행정복지센터,Munheung 1(il)-dong Administration Welfare Center,문흥1동행정복지센터,+82 62 613 5700,bus_stop,platform
35.174043,126.7453701,3356,박호1리,Bakho 1(il)-ri,박호1리,+82 62 613 5700,bus_stop,platform
35.20941141,126.837344,556,방송통신대,Korea National Open University,방송통신대,+82 62 613 5700,bus_stop,platform
35.16185029,126.8627167,495,버들마을,Beodeul Village,버들마을,+82 62 613 5700,bus_stop,platform
35.223124,126.963217,1808,보촌1구,Bochon District 1,보촌1구,+82 62 613 5700,bus_stop,platform
35.23200166,126.6468206,3370,삼서면사무소,Samseomyeon Office ,삼서면사무소,+82 62 613 5700,bus_stop,platform
35.24072958,126.8692735,3099,금당,Geumdang ,금당,+82 62 613 5700,bus_stop,platform
35.236655,126.893401,3102,용전사거리(북),Yongjeon Sageori (North),용전사거리(북),+82 62 613 5700,bus_stop,platform
35.237017,126.795021,3168,승가마을,Seunggamaeul,승가마을,+82 62 613 5700,bus_stop,platform
35.22555207,126.8444868,3182,한국전자통신연구원,Electronics and Telecommunications Research Institute,한국전자통신연구원,+82 62 613 5700,bus_stop,platform
35.12584585,126.9132449,3018,봉선삼익아파트(북),Bongseon Samik Apt. (North),봉선삼익아파트(북),+82 62 613 5700,bus_stop,platform
35.21219722,126.8368111,654,산월초교입구,Sanwol Elementary School Entrance,산월초교입구,+82 62 613 5700,bus_stop,platform
35.19221667,126.7462611,2034,산수보건소,Sansu Community Health Center ,산수보건소,+82 62 613 5700,bus_stop,platform
