업종명,업소명,소재지(도로명),소재지(지번),소재지전화,영업자시작일,데이터기준일자
일반음식점,별이빛나는밤에,"광주광역시 북구 저불로 95 (용봉동, 1층)",광주광역시 북구 용봉동 1342-1 1층 ,062-522-2356,2015-03-06,2020-12-09
일반음식점,김정운하오츠옛날짬뽕,광주광역시 북구 무등로137번길 9 (신안동),광주광역시 북구 신안동 500-13 ,062-529-9119,2015-03-06,2020-12-09
일반음식점,"마중물추어탕(문흥,우산,두암점)","광주광역시 북구 중문로 93, 1층 (우산동)",광주광역시 북구 우산동 594-2 ,062-951-4393,2015-03-06,2020-12-09
일반음식점,봉평메밀국수,"광주광역시 북구 서하로 360, 1층 (문흥동)",광주광역시 북구 문흥동 1006-9 1층 ,,2015-03-06,2020-12-09
일반음식점,실내포차,"광주광역시 북구 송월로40번길 7-2 (오치동, 1층)",광주광역시 북구 오치동 1020-9 1층 ,,2015-03-09,2020-12-09
일반음식점,야화,"광주광역시 북구 금호로 29 (운암동, 1층)",광주광역시 북구 운암동 400-9 1층 ,,2015-03-09,2020-12-09
일반음식점,크라소,"광주광역시 북구 연양로105번길 42 (양산동, 2층)",광주광역시 북구 양산동 906-1 2층 ,,2015-03-09,2020-12-09
일반음식점,크라소,"광주광역시 북구 연양로105번길 42 (양산동, 1층)",광주광역시 북구 양산동 906-1 1층 ,,2015-03-09,2020-12-09
일반음식점,뽕나무식당,"광주광역시 북구 대자로 95-3 (운암동, 1층)",광주광역시 북구 운암동 97-23 1층 ,,2015-03-11,2020-12-09
일반음식점,피엠푸드첨단2지구점,"광주광역시 북구 첨단연신로133번길 3 (신용동, 상가218동 103호)",광주광역시 북구 신용동 684 상가218동 103호 ,062-571-8210,2015-03-16,2020-12-09
일반음식점,가레이,"광주광역시 북구 첨단연신로91번길 22 (신용동, 106, 107호)","광주광역시 북구 신용동 717 106, 107호 ",,2015-03-16,2020-12-09
일반음식점,옛길가든,"광주광역시 북구 무등로 1540-2 (금곡동, 1층)",광주광역시 북구 금곡동 산 209-18 1층 ,062-265-1336,2015-03-18,2020-12-09
일반음식점,남도미가,광주광역시 북구 서양로 31-4 (신안동),광주광역시 북구 신안동 212-7 ,062-269-5656,2015-03-18,2020-12-09
일반음식점,얌얌,"광주광역시 북구 설죽로214번길 115 (용봉동,(지상2층))",광주광역시 북구 용봉동 374 (지상2층) ,062-523-7075,2015-03-18,2020-12-09
일반음식점,일천석풍천장어직판장,광주광역시 북구 서암대로 295 (우산동),광주광역시 북구 우산동 518-163 외2필지 ,062-525-9337,2015-03-18,2020-12-09
일반음식점,이비가짬뽕(양산점),광주광역시 북구 하서로 330 (양산동),광주광역시 북구 양산동 296 ,062-571-2113,2015-03-18,2020-12-09
일반음식점,불타는맛집,광주광역시 북구 대천로 119-2 (문흥동),광주광역시 북구 문흥동 1003-7 ,,2015-03-18,2020-12-09
일반음식점,우리동네회포차,광주광역시 북구 중외길 31 (매곡동),광주광역시 북구 매곡동 93-2 ,062-573-4561,2015-03-19,2020-12-09
일반음식점,황토장어,광주광역시 북구 북문대로 247 (동림동),광주광역시 북구 동림동 37-3 (1층) ,,2015-03-19,2020-12-09
일반음식점,청풍참숯불구이,"광주광역시 북구 면앙로139번길 15 (우산동,1층)",광주광역시 북구 우산동 9-8 1층 ,062-251-3789,2015-03-24,2020-12-09
일반음식점,돌체카페,"광주광역시 북구 하백로 10 (매곡동, 1층)",광주광역시 북구 매곡동 369-1 1층 ,062-573-5245,2015-03-25,2020-12-09
일반음식점,뼈통(비엔날레점),"광주광역시 북구 비엔날레로 166-2, 1층 (용봉동)",광주광역시 북구 용봉동 931-1 ,,2015-03-26,2020-12-09
일반음식점,바푸리포(전대점),광주광역시 북구 호동로 3-2 (용봉동),광주광역시 북구 용봉동 161-42 ,062-268-8295,2015-03-27,2020-12-09
일반음식점,채선당행복가마솥밥,"광주광역시 북구 동문대로 200, 지하1층 (두암동)",광주광역시 북구 두암동 575-1 (지하1층) ,,2015-03-27,2020-12-09
일반음식점,전라도이야기,"광주광역시 북구 서하로183번길 5 (오치동, 1층)",광주광역시 북구 오치동 861-69 1층 ,062-251-3535,2015-03-30,2020-12-09
일반음식점,보스닭갈비&부대찌개,광주광역시 북구 북문대로169번길 19 (운암동),광주광역시 북구 운암동 1063-8 ,,2015-04-01,2020-12-09
일반음식점,자미원,"광주광역시 북구 일곡마을로111번길 34, 1층 (일곡동)",광주광역시 북구 일곡동 928-4 1층 ,062-573-6040,2015-04-02,2020-12-09
일반음식점,궁,"광주광역시 북구 호동로43번길 45, 2층 (용봉동)",광주광역시 북구 용봉동 159-6 2층 ,,2015-04-03,2020-12-09
일반음식점,바다양푼이동태탕.찜,"광주광역시 북구 첨단연신로108번길 31-18 (신용동, 1층)",광주광역시 북구 신용동 838 1층 ,,2015-04-08,2020-12-09
일반음식점,남원추어탕,광주광역시 북구 중외길 32 (매곡동),광주광역시 북구 매곡동 42-1 ,,2015-04-09,2020-12-09
일반음식점,삼시세끼,"광주광역시 북구 경양로103번길 26, 1층 (신안동)",광주광역시 북구 신안동 144-6 1층 ,062-955-5006,2015-04-10,2020-12-09
일반음식점,으뜸식당,광주광역시 북구 우치로228번길 25 (오치동),광주광역시 북구 오치동 977-15 ,062-265-9315,2015-04-14,2020-12-09
일반음식점,두루애(광주용봉점),"광주광역시 북구 문화소통로 170 (용봉동, 106호)",광주광역시 북구 용봉동 17-1 106호 ,,2015-04-15,2020-12-09
일반음식점,대덕회관,광주광역시 북구 능안로 13 (오치동),광주광역시 북구 오치동 1034-16 ,062-268-3433,2015-04-17,2020-12-09
일반음식점,미니콘서트,광주광역시 북구 밤실로 198 (두암동),광주광역시 북구 두암동 305-34 ,,2015-04-20,2020-12-09
일반음식점,25시소문난오돌뼈,"광주광역시 북구 저불로69번길 7-6, 1층 (용봉동)",광주광역시 북구 용봉동 1361-2 1층 ,,2015-04-20,2020-12-09
일반음식점,채선당(용봉점),"광주광역시 북구 설죽로 211, 가동 1층 (용봉동)",광주광역시 북구 용봉동 1385-6 가동1층 ,062-515-9012,2015-04-23,2020-12-09
일반음식점,샤브쌈주머니광주첨단신용점,"광주광역시 북구 첨단연신로107번길 45-3 (신용동, 201호, 202호)","광주광역시 북구 신용동 695 201호, 202호 ",062-573-3892,2015-04-23,2020-12-09
일반음식점,광주전집,광주광역시 북구 저불로 48-4 (용봉동),광주광역시 북구 용봉동 1384-3 ,062-524-5556,2015-04-28,2020-12-09
일반음식점,장독대,광주광역시 북구 무등로180번길 11 (신안동),광주광역시 북구 신안동 138-1 ,062-526-6006,2015-04-29,2020-12-09
일반음식점,남양옛날통닭호프,광주광역시 북구 대자로 19 (운암동),광주광역시 북구 운암동 779-4 ,,2015-04-29,2020-12-09
일반음식점,부리나치킨,"광주광역시 북구 첨단연신로133번길 4 (신용동, 113동 109호)",광주광역시 북구 신용동 675 113동 109호 ,,2015-04-29,2020-12-09
일반음식점,풍남옥광주역점,"광주광역시 북구 태봉로 72, 1층 (신안동)",광주광역시 북구 신안동 12-1 1층 ,062-511-4989,2015-04-30,2020-12-09
일반음식점,유미호프,광주광역시 북구 설죽로251번길 17-14 (용봉동),광주광역시 북구 용봉동 1355-5 ,,2015-04-30,2020-12-09
일반음식점,무안뻘낙지,"광주광역시 북구 일곡마을로 9 (일곡동,1층)",광주광역시 북구 일곡동 822-8 1층 ,062-572-1325,2015-05-06,2020-12-09
일반음식점,미스김꼬마김밥,"광주광역시 북구 대자로 68-1, 1층 (운암동)",광주광역시 북구 운암동 446-27 (1층) ,,2015-05-07,2020-12-09
일반음식점,주당,"광주광역시 북구 반룡로 7, 1층 (용봉동)",광주광역시 북구 용봉동 1239-32 1층 ,,2015-05-07,2020-12-09
일반음식점,반디가스기사식당,"광주광역시 북구 죽봉대로 204-1 (운암동, 1층)",광주광역시 북구 운암동 414-2 1층 ,,2015-05-08,2020-12-09
일반음식점,모아포차,"광주광역시 북구 군왕로 195 (각화동, 1층)",광주광역시 북구 각화동 179-9 1층 ,,2015-05-08,2020-12-09
일반음식점,복어촌,광주광역시 북구 비엔날레로 191-7 (용봉동),광주광역시 북구 용봉동 1341-2 ,062-522-1650,2015-05-12,2020-12-09
일반음식점,개미집,"광주광역시 북구 하서로423번길 20 (용두동,(1층))",광주광역시 북구 용두동 333-14 (1층) ,,2015-05-13,2020-12-09
일반음식점,초밥돈까스,"광주광역시 북구 북문대로 184 (운암동, 1층 )",광주광역시 북구 운암동 1080-9 1층 ,,2015-05-15,2020-12-09
일반음식점,다래원,광주광역시 북구 자미로 58 (신안동),광주광역시 북구 신안동 210-5 ,062-527-7537,2015-05-18,2020-12-09
일반음식점,맛이짱한판더,광주광역시 북구 설죽로320번길 18 (오치동),광주광역시 북구 오치동 862-29 ,062-261-3200,2015-05-19,2020-12-09
일반음식점,로얄회관,"광주광역시 북구 독립로 398, 1층 (우산동)",광주광역시 북구 우산동 518-132 (1층) ,,2015-05-20,2020-12-09
일반음식점,한옥떡갈비(광주직영점),"광주광역시 북구 첨단연신로108번길 39, 1층 (신용동)",광주광역시 북구 신용동 831 1층 ,,2015-05-21,2020-12-09
일반음식점,와사비,광주광역시 북구 호동로15번길 28 (용봉동),광주광역시 북구 용봉동 157-36 ,,2015-05-28,2020-12-09
일반음식점,뜨락,광주광역시 북구 안산로 30 (오치동),광주광역시 북구 오치동 919-1 ,,2015-05-29,2020-12-09
일반음식점,김밥나라,광주광역시 북구 무등로 225 (신안동),광주광역시 북구 신안동 1-4 ,062-575-9282,2015-06-01,2020-12-09
일반음식점,선경이추어탕,"광주광역시 북구 태봉로 9 (임동,(1층))",광주광역시 북구 임동 62-4 (1층) ,,2015-06-01,2020-12-09
일반음식점,황빠,광주광역시 북구 설죽로202번길 73 (용봉동),광주광역시 북구 용봉동 1252-16 ,062-515-7866,2015-06-02,2020-12-09
일반음식점,투덜이,"광주광역시 북구 동운로201번길 37, 1층 (운암동)",광주광역시 북구 운암동 833 1층 ,062-522-9911,2015-06-02,2020-12-09
일반음식점,일비안코,"광주광역시 북구 우치로110번길 24 (용봉동,3층)",광주광역시 북구 용봉동 153-1 3층 ,062-434-8822,2015-06-03,2020-12-09
일반음식점,일비안코,"광주광역시 북구 우치로110번길 24 (용봉동, 4층)",광주광역시 북구 용봉동 153-1 4층 ,,2015-06-03,2020-12-09
일반음식점,일비안코,"광주광역시 북구 우치로110번길 24 (용봉동, 2층)",광주광역시 북구 용봉동 153-1 2층 ,,2015-06-03,2020-12-09
일반음식점,무등식당,광주광역시 북구 독립로 405 (우산동),광주광역시 북구 우산동 518-143 ,,2015-06-04,2020-12-09
일반음식점,청어람,"광주광역시 북구 설죽로217번길 34-18 (용봉동, 1층)",광주광역시 북구 용봉동 1364-10 1층 ,062-515-7052,2015-06-05,2020-12-09
일반음식점,원할머니보쌈광주양산점,"광주광역시 북구 양산택지로37번길 2 (양산동, 1층 )",광주광역시 북구 양산동 884 1층 ,050-4570-0490,2015-06-08,2020-12-09
일반음식점,둘레길식당,"광주광역시 북구 서방로 42, 1층 (중흥동)",광주광역시 북구 중흥동 288-1 ,,2015-06-08,2020-12-09
일반음식점,아띠(ATTI),"광주광역시 북구 밤실로208번길 22 (두암동, 1층 )",광주광역시 북구 두암동 298-20 1층 ,062-251-0353,2015-06-09,2020-12-09
일반음식점,블랙탭,"광주광역시 북구 태봉로 88 (신안동, 1층)",광주광역시 북구 신안동 3-2 1층 ,062-515-1100,2015-06-09,2020-12-09
일반음식점,신락원(두암점),"광주광역시 북구 동문대로 152 (두암동, 3층)",광주광역시 북구 두암동 821-2 3층 ,062-268-6849,2015-06-10,2020-12-09
일반음식점,박가부대광주양산점,"광주광역시 북구 양산택지로37번길 2, 1층 (양산동)",광주광역시 북구 양산동 884 1층 ,,2015-06-11,2020-12-09
일반음식점,돈사돈,"광주광역시 북구 하서로466번길 47 (본촌동, 1층)",광주광역시 북구 본촌동 2986 1층 ,,2015-06-11,2020-12-09
일반음식점,등촌,광주광역시 북구 삼정로 106 (두암동),광주광역시 북구 두암동 812-23 1 ,062-261-8858,2015-06-12,2020-12-09
일반음식점,해실달실,"광주광역시 북구 동운로 230, 1층 (운암동)",광주광역시 북구 운암동 407-5 1층 ,062-269-8008,2015-06-15,2020-12-09
일반음식점,난타5000,"광주광역시 북구 양산택지로 56, 1층 (양산동)",광주광역시 북구 양산동 753 1층 ,,2015-06-15,2020-12-09
일반음식점,역삼동천하돈까스,"광주광역시 북구 면앙로121번길 69 (문흥동, 1층)",광주광역시 북구 문흥동 188 1층 ,,2015-06-15,2020-12-09
일반음식점,청다롱,"광주광역시 북구 동문대로86번길 19 (두암동, 1층)",광주광역시 북구 두암동 883-9 1층 ,,2015-06-16,2020-12-09
일반음식점,스시&돈,"광주광역시 북구 북문대로 70, 1층 (운암동)",광주광역시 북구 운암동 65-6 외3필지 1층 ,062-515-2100,2015-06-18,2020-12-09
일반음식점,엔,광주광역시 북구 호동로63번길 59 (용봉동),광주광역시 북구 용봉동 155-1 ,,2015-06-19,2020-12-09
일반음식점,25시참숯구이,광주광역시 북구 양산로 22 (양산동),광주광역시 북구 양산동 811 ,062-571-5466,2015-06-23,2020-12-09
일반음식점,도연,"광주광역시 북구 밤실로 172 (두암동, 1층)",,062-264-7080,2015-06-24,2020-12-09
일반음식점,신똑순이아구찜,광주광역시 북구 서방로107번길 56 (두암동),광주광역시 북구 두암동 880-1 ,062-267-2226,2015-06-24,2020-12-09
일반음식점,큰가마곰탕,광주광역시 북구 군왕로208번길 8 (각화동),광주광역시 북구 각화동 180-13 ,,2015-06-24,2020-12-09
일반음식점,열창호프,"광주광역시 북구 안산로 61, 2층 (오치동)",광주광역시 북구 오치동 856-18 2층 ,,2015-06-24,2020-12-09
일반음식점,봉구비어(첨단2지구점),"광주광역시 북구 첨단연신로91번길 10 (신용동, 1층 113호)",광주광역시 북구 신용동 731 1층 113호 ,,2015-06-24,2020-12-09
일반음식점,부자국밥,"광주광역시 북구 군왕로 187 (두암동, 1층)",광주광역시 북구 두암동 593-27 1층 ,,2015-06-24,2020-12-09
일반음식점,화영,"광주광역시 북구 면앙로 189 (두암동, 1층)",광주광역시 북구 두암동 584-32 1층 ,062-263-5548,2015-06-25,2020-12-09
일반음식점,믿음식당,"광주광역시 북구 서강로53번길 6 (운암동, 1층)",광주광역시 북구 운암동 885-44 1층 ,,2015-06-30,2020-12-09
일반음식점,수현이네계절맛집,"광주광역시 북구 우치로231번길 41 (오치동, 1층)",광주광역시 북구 오치동 869-16 1층 ,,2015-06-30,2020-12-09
일반음식점,해인,광주광역시 북구 저불로69번길 2 (용봉동),광주광역시 북구 용봉동 1359-9 ,,2015-07-01,2020-12-09
일반음식점,임동자매식당,"광주광역시 북구 서림로 125 (임동,(지상1층))",광주광역시 북구 임동 55-1 (지상1층) ,,2015-07-01,2020-12-09
일반음식점,신다원정,광주광역시 북구 서양로 170-4 (우산동),광주광역시 북구 우산동 554-19 ,,2015-07-03,2020-12-09
일반음식점,새물문흥골,"광주광역시 북구 문화소통로 317 (문흥동,(지상1층))",광주광역시 북구 문흥동 257-17 (지상1층) ,062-267-2133,2015-07-06,2020-12-09
일반음식점,맛골,광주광역시 북구 동문대로 267 (문흥동),광주광역시 북구 문흥동 107-3 ,,2015-07-06,2020-12-09
일반음식점,왕손주먹구이,"광주광역시 북구 용주로30번길 77 (용봉동, 1층)",광주광역시 북구 용봉동 1210-3 1층 ,,2015-07-06,2020-12-09
일반음식점,토토(ToTo),"광주광역시 북구 중문로 75 (우산동, 1층)",광주광역시 북구 우산동 608-3 1층 ,062-266-4661,2015-07-07,2020-12-09
일반음식점,교동짬뽕,"광주광역시 북구 첨단연신로108번길 51-15 (신용동, 1층 )",광주광역시 북구 신용동 811 1층 ,,2015-07-08,2020-12-09
일반음식점,회암관,"광주광역시 북구 동문대로112번길 98 (두암동, 1층)",광주광역시 북구 두암동 831-7 1층 ,062-261-5912,2015-07-13,2020-12-09
일반음식점,벼락0(제로),"광주광역시 북구 호동로 15-2, 1층 (용봉동)",광주광역시 북구 용봉동 161-19 1층 ,,2015-07-15,2020-12-09
일반음식점,김밥집,"광주광역시 북구 중가로51번길 15 (유동, 1층 103호)",광주광역시 북구 유동 105-2 1층 103호 ,,2015-07-15,2020-12-09
일반음식점,봉창이칼국수,"광주광역시 북구 설죽로370번길 20 (오치동, 1층)",광주광역시 북구 오치동 857-17 1층 ,062-573-3933,2015-07-16,2020-12-09
일반음식점,해태닭집,"광주광역시 북구 첨단연신로108번길 134 (신용동, 1층)",광주광역시 북구 신용동 752 1층 ,,2015-07-17,2020-12-09
일반음식점,카라카라두암점,"광주광역시 북구 동문대로134번길 10 (두암동,1층)",광주광역시 북구 두암동 841-20 1층 ,062-251-0288,2015-07-22,2020-12-09
일반음식점,다락방,"광주광역시 북구 경열로 189 (유동, 1층)",광주광역시 북구 유동 34-7 1층 ,062-529-5901,2015-07-22,2020-12-09
일반음식점,닭꿈,"광주광역시 북구 하서로241번길 41, 13호 (양산동)",광주광역시 북구 양산동 367-12 13호,062-571-6007,2015-07-22,2020-12-09
일반음식점,더참맛수육국밥(첨단점),"광주광역시 북구 첨단연신로91번길 22 (신용동, 103호, 104호)","광주광역시 북구 신용동 717 103호, 104호 ",,2015-07-24,2020-12-09
일반음식점,지수식당,"광주광역시 북구 경열로211번길 14 (유동, 1층)",광주광역시 북구 유동 110-4 1층 ,,2015-07-28,2020-12-09
일반음식점,한마루,광주광역시 북구 경양로 133-1 (신안동),광주광역시 북구 신안동 7-12 ,062-526-1060,2015-07-29,2020-12-09
일반음식점,헛개생태탕,"광주광역시 북구 북문대로 101-10, 1층 (운암동)",광주광역시 북구 운암동 352-27 1층 ,062-528-3690,2015-07-29,2020-12-09
일반음식점,이비가짬뽕광주두암점,"광주광역시 북구 필문대로 101 (풍향동, 1층)",광주광역시 북구 풍향동 579-14 1층 ,,2015-07-29,2020-12-09
일반음식점,대원정,"광주광역시 북구 금호로 59-1, 1층 (운암동)",광주광역시 북구 운암동 494-22 1층 ,,2015-07-29,2020-12-09
일반음식점,신세계닭발,,광주광역시 북구 용봉동 1223-12 ,062-525-4121,2015-07-30,2020-12-09
일반음식점,유니버셜커유,"광주광역시 북구 일곡마을로 159, 1층 (일곡동)",광주광역시 북구 일곡동 859-5 (1층) ,062-269-8741,2015-07-31,2020-12-09
일반음식점,토방,광주광역시 북구 운용로 21 (운암동),광주광역시 북구 운암동 110-34 ,062-522-8805,2015-07-31,2020-12-09
일반음식점,짝태패밀리광주문흥점,"광주광역시 북구 문산로 80 (문흥동, 1층)",광주광역시 북구 문흥동 980-11 1층 ,062-264-3932,2015-08-03,2020-12-09
일반음식점,석암돌솥밥,광주광역시 북구 대천로139번길 8-1 (문흥동),광주광역시 북구 문흥동 957-9 ,062-262-2222,2015-08-04,2020-12-09
일반음식점,석암돌솥밥,광주광역시 북구 대천로139번길 16-2 (문흥동),광주광역시 북구 문흥동 957-10 ,062-262-2222,2015-08-04,2020-12-09
일반음식점,배부름,"광주광역시 북구 문화소통로 170 (용봉동, 107호, 108호)","광주광역시 북구 용봉동 17-1 107호, 108호 ",,2015-08-04,2020-12-09
일반음식점,제주흑돈애,광주광역시 북구 북문대로169번길 19 (운암동),광주광역시 북구 운암동 1063-8 ,062-431-9290,2015-08-06,2020-12-09
일반음식점,락락,"광주광역시 북구 첨단과기로 123 (오룡동, 제2학생회관 2층)",광주광역시 북구 오룡동 1 제2학생회관 2층 ,062-715-2691,2015-08-10,2020-12-09
일반음식점,부어치킨오치점,"광주광역시 북구 천지인로115번길 1, 1층 (오치동)",광주광역시 북구 오치동 985-9 1층 ,,2015-08-10,2020-12-09
일반음식점,88켄터키치킨,"광주광역시 북구 면앙로121번길 87 (문흥동, 1층)",광주광역시 북구 문흥동 184-5 1층 ,,2015-08-10,2020-12-09
일반음식점,델리빈(DeliBean),광주광역시 북구 금남로131번길 9 (북동),광주광역시 북구 북동 183-1 ,062-512-0535,2015-08-12,2020-12-09
일반음식점,푸짐한집,광주광역시 북구 버들로 32 (북동),광주광역시 북구 북동 3-4 ,,2015-08-12,2020-12-09
일반음식점,투사랑,"광주광역시 북구 첨단연신로108번길 141, 1층 (신용동)",광주광역시 북구 신용동 809 1층 ,,2015-08-12,2020-12-09
일반음식점,고모네뽈찜,"광주광역시 북구 첨단연신로108번길 73 (신용동, 1층 )",광주광역시 북구 신용동 763 1층 ,,2015-08-13,2020-12-09
일반음식점,소굴,"광주광역시 북구 밤실로 186 (두암동,(1층))",광주광역시 북구 두암동 288-7 (1층) ,,2015-08-13,2020-12-09
일반음식점,만복식당,"광주광역시 북구 버들로19번길 19 (유동, 1층)",광주광역시 북구 유동 2-7 1층 ,,2015-08-13,2020-12-09
일반음식점,서울김밥,"광주광역시 북구 서방로 54-1 (중흥동, 1층)",광주광역시 북구 중흥동 288-23 1층 ,062-222-6234,2015-08-17,2020-12-09
일반음식점,고감토스트(광주지사),"광주광역시 북구 하서로 427 (용두동, 108호)",광주광역시 북구 용두동 279-1 108호 ,,2015-08-17,2020-12-09
일반음식점,모란,광주광역시 북구 금호로 10-1 (운암동),광주광역시 북구 운암동 423-5 ,,2015-08-19,2020-12-09
일반음식점,산수옥면가,"광주광역시 북구 탁영로 5-1 (두암동, 1층)",광주광역시 북구 두암동 905-19 1층 ,062-251-6988,2015-08-20,2020-12-09
일반음식점,손수김밥,"광주광역시 북구 대천로 137-1 (문흥동, 1층)",광주광역시 북구 문흥동 954-11 1층 ,062-266-3891,2015-08-24,2020-12-09
일반음식점,올반,"광주광역시 북구 면앙로156번길 11 (두암동, 1층)",광주광역시 북구 두암동 838-1 1층 ,062-269-6663,2015-08-24,2020-12-09
일반음식점,조인쉐프뉴욕,"광주광역시 북구 첨단연신로 105 (신용동, 7층 701호 )",광주광역시 북구 신용동 735 7층 701호 ,062-573-9700,2015-08-24,2020-12-09
일반음식점,태봉골,"광주광역시 북구 경양로97번길 26-1 (신안동, 1층)",광주광역시 북구 신안동 143-16 1층 ,,2015-08-24,2020-12-09
일반음식점,보글보글,"광주광역시 북구 금남로131번길 9, 1층 (북동)",광주광역시 북구 북동 183-1 1층 ,062-512-6357,2015-08-26,2020-12-09
일반음식점,옛날손짜장,"광주광역시 북구 앰코로 10 (오룡동,(C동 1층))",광주광역시 북구 오룡동 1115-4 (C동 1층) ,,2015-08-27,2020-12-09
일반음식점,세인,"광주광역시 북구 평교로 43 (문흥동, 상가동 지102호, 지103호, 지117호)","광주광역시 북구 문흥동 920 대주맨션 상가동 지102호, 지103호, 지117호 ",,2015-08-27,2020-12-09
일반음식점,이비가짬뽕(전남대점),"광주광역시 북구 용봉로 10 (신안동, 1층)",광주광역시 북구 신안동 470-29 1층 ,062-511-5576,2015-08-28,2020-12-09
일반음식점,와쭈(첨단2지구점),"광주광역시 북구 첨단연신로91번길 38 (신용동, 102호,103호)","광주광역시 북구 신용동 693 102호,103호 ",062-573-7070,2015-08-28,2020-12-09
일반음식점,지민이네,광주광역시 북구 동운로201번길 40 (운암동),광주광역시 북구 운암동 832-2 ,,2015-09-01,2020-12-09
일반음식점,해오름길식당,광주광역시 북구 군왕로193번길 2 (각화동),광주광역시 북구 각화동 179-11 ,062-268-3737,2015-09-04,2020-12-09
일반음식점,덕이네대구뽈찜,"광주광역시 북구 대자로 98 (운암동,(지상1층))",광주광역시 북구 운암동 450-13 (지상1층) ,,2015-09-04,2020-12-09
일반음식점,대박식당,광주광역시 북구 북문대로33번길 32 (운암동),광주광역시 북구 운암동 93-35 ,,2015-09-08,2020-12-09
일반음식점,용팔이포차,광주광역시 북구 안산로 70 (오치동),광주광역시 북구 오치동 855-12 ,062-264-7874,2015-09-09,2020-12-09
일반음식점,김밥나라,"광주광역시 북구 천변우로 283 (누문동,(1층))",광주광역시 북구 누문동 216 (1층) ,062-512-1231,2015-09-09,2020-12-09
일반음식점,만남,광주광역시 북구 운신북길 247 (운암동),광주광역시 북구 운암동 395-16 ,,2015-09-09,2020-12-09
일반음식점,엄마손중국식분식,"광주광역시 북구 설죽로214번길 111 (용봉동, 1층)",광주광역시 북구 용봉동 373-1 1층 ,,2015-09-09,2020-12-09
일반음식점,창평국밥,"광주광역시 북구 천지인로 103 (오치동, 1층)",광주광역시 북구 오치동 986-8 1층 ,062-267-3110,2015-09-10,2020-12-09
일반음식점,해뜰날포차,"광주광역시 북구 저불로 81, 1층 (용봉동)",광주광역시 북구 용봉동 1354-1 1층 ,062-523-7903,2015-09-10,2020-12-09
일반음식점,삼일풍천장어,"광주광역시 북구 우치로 400 (삼각동, 1층)",광주광역시 북구 삼각동 182 1층 ,062-571-3132,2015-09-10,2020-12-09
일반음식점,스몰비어,"광주광역시 북구 대자로 28 (운암동, 1층)",광주광역시 북구 운암동 780-1 1층 ,,2015-09-11,2020-12-09
일반음식점,통아리,"광주광역시 북구 서방로39번길 3, 1층 (중흥동)",광주광역시 북구 중흥동 270-11 ,062-261-3693,2015-09-14,2020-12-09
일반음식점,아이리스,"광주광역시 북구 양산택지로 41 (양산동,(지상3층))",광주광역시 북구 양산동 883 (지상3층) ,062-576-2659,2015-09-15,2020-12-09
일반음식점,땡초불닭발동대문엽기떡볶이첨단2지구점,"광주광역시 북구 첨단연신로107번길 29 (신용동, 104호)",광주광역시 북구 신용동 705 104호 ,,2015-09-15,2020-12-09
일반음식점,한백년식당,"광주광역시 북구 민주로 164 (운정동, 1층)",광주광역시 북구 운정동 513-1 1층 ,062-268-2566,2015-09-18,2020-12-09
일반음식점,(주)타임,"광주광역시 북구 하서로322번길 18-1 (양산동, 1층)",광주광역시 북구 양산동 151-3 1층 ,062-575-3333,2015-09-18,2020-12-09
일반음식점,우리푸드시스템,광주광역시 북구 금남로131번길 13 (북동),광주광역시 북구 북동 223 ,062-228-2002,2015-09-22,2020-12-09
일반음식점,신바람하우스,광주광역시 북구 청계로 83 (용봉동),광주광역시 북구 용봉동 1360-1 ,062-529-0242,2015-09-22,2020-12-09
일반음식점,수제통닭,"광주광역시 북구 일곡택지로53번길 12, 1층 (일곡동)",광주광역시 북구 일곡동 888-7 1층 ,,2015-09-23,2020-12-09
일반음식점,썬더치킨,"광주광역시 북구 안산로 18, 1층 (오치동)",광주광역시 북구 오치동 948-1 1층 ,,2015-09-23,2020-12-09
일반음식점,투모아,"광주광역시 북구 우치로228번길 52-4 (오치동,(1층))",광주광역시 북구 오치동 978-3 (1층) ,062-267-0073,2015-09-24,2020-12-09
일반음식점,우리집,"광주광역시 북구 동문대로186번길 50 (두암동, 1층)",광주광역시 북구 두암동 577-11 1층 ,,2015-09-24,2020-12-09
일반음식점,두손김밥,"광주광역시 북구 첨단연신로 97 (신용동, 105호)",광주광역시 북구 신용동 733 105호 ,,2015-09-24,2020-12-09
일반음식점,몽크(MONK),광주광역시 북구 북문대로159번길 3 (운암동),광주광역시 북구 운암동 1040-8 ,062-523-6474,2015-09-25,2020-12-09
일반음식점,여수밤바다,"광주광역시 북구 저불로 32, 1층 (용봉동)",광주광역시 북구 용봉동 1405-1 (1층) ,062-511-0881,2015-09-30,2020-12-09
일반음식점,제주흑돈파티,광주광역시 북구 대자실로 7 (운암동),광주광역시 북구 운암동 934-24 ,062-515-5510,2015-09-30,2020-12-09
일반음식점,카페갈라,"광주광역시 북구 신용산길 66 (신용동, 3층)",광주광역시 북구 신용동 242 3층 ,062-571-2265,2015-10-01,2020-12-09
일반음식점,따봉떡볶이,"광주광역시 북구 서방로 137-1 (두암동, 1층)",광주광역시 북구 두암동 875-20 1층 ,062-531-3392,2015-10-02,2020-12-09
일반음식점,언니네,"광주광역시 북구 비엔날레로 9-2 (운암동, 1층)",광주광역시 북구 운암동 483-29 1층 ,,2015-10-02,2020-12-09
